analytic_commander_id,commander_name,canonical_wikipedia_url,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,tier_key,tier_label,tier_sort,tier_reason,stability_score,stability_category,known_outcome_count,known_outcome_share,higher_level_share,page_type_profile_class,feature_quality_flags
acmd_f59a940cb08c,Abbas Mirza,https://en.wikipedia.org/wiki/Abbas_Mirza,809.0,35.95169634489223,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",51.34387,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_a7e8eb1a368b,Pargalı Ibrahim Pasha,https://en.wikipedia.org/wiki/Pargal%C4%B1_Ibrahim_Pasha,820.0,35.50680412371135,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.08098,model_sensitive,3,0.6,0.0,battle_dominant,
acmd_fc10ac49a0bf,Takigawa Kazumasu,https://en.wikipedia.org/wiki/Takigawa_Kazumasu,823.0,35.43673851921275,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",44.07163,model_sensitive,9,0.75,0.0,battle_dominant,
acmd_45102fee9550,"Ferdinand I, Holy Roman Emperor",https://en.wikipedia.org/wiki/Ferdinand_I%2C_Holy_Roman_Emperor,829.0,35.23722586691659,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.910259,model_sensitive,3,0.6,0.0804597701149425,battle_dominant,
acmd_63cf4ebd8d2d,"James Hamilton, Duke of Châtellerault",https://en.wikipedia.org/wiki/James_Hamilton%2C_Duke_of_Ch%C3%A2tellerault,832.0,35.042530459231486,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.130111,model_sensitive,3,0.5,0.0,battle_dominant,
acmd_e1cb8b482685,Sanada Masayuki,https://en.wikipedia.org/wiki/Sanada_Masayuki,833.0,35.033720712277415,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",51.58497,model_sensitive,3,0.6,0.0,battle_dominant,
acmd_2dfce9a05d06,George of Hesse-Darmstadt,https://en.wikipedia.org/wiki/George_of_Hesse-Darmstadt,834.0,35.02931583880038,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",50.322925,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_536c01f13f72,"John II, Duke of Alençon",https://en.wikipedia.org/wiki/John_II%2C_Duke_of_Alen%C3%A7on,836.0,34.97998125585755,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",47.984355,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_7facdbb28266,Sassa Narimasa,https://en.wikipedia.org/wiki/Sassa_Narimasa,838.0,34.91655107778819,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",45.620979,model_sensitive,5,0.714286,0.0,battle_dominant,
acmd_dede5185e8c8,Totila,https://en.wikipedia.org/wiki/Totila,844.0,34.5967572633552,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.224586,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_df962a05f8d2,Henry Lee III,https://en.wikipedia.org/wiki/Henry_Lee_III,849.0,34.4249671977507,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",46.322579,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_ba96d1b21b83,Ishida Mitsunari,https://en.wikipedia.org/wiki/Ishida_Mitsunari,856.0,34.15979381443299,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",49.680083,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_53fa8c1ce938,Bhai Mohkam Singh,https://en.wikipedia.org/wiki/Mohkam_Singh,860.0,33.66997188378632,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",47.655518,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_06d3f4a9b7cc,Mihr-Mihroe,https://en.wikipedia.org/wiki/Mihr-Mihroe,861.0,33.631208997188374,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",38.285676,model_sensitive,5,1.0,0.1891891891891891,battle_dominant,
acmd_dcaf4b3fbaf2,William the Silent,https://en.wikipedia.org/wiki/William_the_Silent,863.0,33.58275538894095,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",46.734952,model_sensitive,5,0.714286,0.0,battle_dominant,
acmd_d836a287ec64,Gaspard III de Coligny,https://en.wikipedia.org/wiki/Gaspard_III_de_Coligny,866.0,33.4047985004686,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.099793,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_f8502bef92c6,Shivaji,https://en.wikipedia.org/wiki/Shivaji,871.0,33.114957825679475,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",45.968392,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_df6af221e298,Otto Wilhelm Königsmarck,https://en.wikipedia.org/wiki/Otto_Wilhelm_K%C3%B6nigsmarck,874.0,33.026860356138705,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",39.030027,model_sensitive,4,0.666667,0.1489361702127659,battle_dominant,
acmd_c094a7195ef4,Bouzes,https://en.wikipedia.org/wiki/Bouzes,884.0,32.45775070290534,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.985168,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_0c9f1695b453,Constantius II,https://en.wikipedia.org/wiki/Constantius_II,890.0,32.07276476101218,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",46.248315,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_a57145859ed5,Naoe Kanetsugu,https://en.wikipedia.org/wiki/Naoe_Kanetsugu,893.0,32.00845360824742,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.24501,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_f309e41facfc,John O'Sullivan,https://en.wikipedia.org/wiki/John_O%27Sullivan_(soldier),895.0,31.81199625117151,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",45.592654,model_sensitive,3,0.6,0.0,battle_dominant,
acmd_76bbbddb244e,Afonso V of Portugal,https://en.wikipedia.org/wiki/Afonso_V_of_Portugal,896.0,31.752089971883787,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",39.235808,model_sensitive,3,0.6,0.1666666666666666,battle_dominant,
acmd_917fcfda63e2,Abu Omar al-Shishani,https://en.wikipedia.org/wiki/Abu_Omar_al-Shishani,898.0,31.617300843486404,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",38.133678,model_sensitive,3,0.428571,0.2727272727272727,battle_dominant,
acmd_a6ac1f45b75a,Nitta Yoshisada,https://en.wikipedia.org/wiki/Nitta_Yoshisada,902.0,31.26314901593252,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",44.50161,model_sensitive,5,0.625,0.0476190476190476,battle_dominant,
acmd_23cb29e8ff77,Francesco Morosini,https://en.wikipedia.org/wiki/Francesco_Morosini,907.0,31.18650421743205,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",38.433934,model_sensitive,3,0.5,0.1489361702127659,battle_dominant,
acmd_bb97f12d2f5c,Maarten Schenck van Nydeggen,https://en.wikipedia.org/wiki/Maarten_Schenck_van_Nydeggen,922.0,30.287910028116208,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",44.635204,model_sensitive,4,0.666667,0.0654205607476635,battle_dominant,
acmd_68389ddc0f8a,Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,927.0,30.082642924086212,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",45.908729,model_sensitive,3,0.272727,0.0,battle_dominant,
acmd_a37de8e58900,Kikkawa Motoharu,https://en.wikipedia.org/wiki/Kikkawa_Motoharu,930.0,29.821874414245546,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.6716,model_sensitive,3,0.6,0.0,battle_dominant,
acmd_4172803fa3bf,Sefer Halilović,https://en.wikipedia.org/wiki/Sefer_Halilovi%C4%87,949.0,28.854564198687907,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",39.026134,model_sensitive,3,0.6,0.1891891891891891,battle_dominant,
acmd_5ff0152d6088,Frederik van den Bergh,https://en.wikipedia.org/wiki/Frederik_van_den_Bergh,957.0,28.31276476101218,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",46.648212,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_ca4592515ddd,Hugh Roe O'Donnell,https://en.wikipedia.org/wiki/Hugh_Roe_O%27Donnell,970.0,26.861799437675725,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.75388,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_51569e7f4248,"Enrique O'Donnell, Conde de La Bisbal",https://en.wikipedia.org/wiki/Enrique_O%27Donnell%2C_Conde_de_La_Bisbal,975.0,26.55257731958763,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",48.118017,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_9f2c5e079679,YouTube,https://en.wikipedia.org/wiki/YouTube,979.0,26.41866916588566,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",47.033774,model_sensitive,3,0.6,0.0,battle_dominant,
acmd_61c0429b8e27,Juan Modesto,https://en.wikipedia.org/wiki/Juan_Modesto,988.0,25.75617619493908,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",44.645678,model_sensitive,5,0.714286,0.0551181102362204,battle_dominant,
acmd_6a822a63dbba,Hōjō Ujimasa,https://en.wikipedia.org/wiki/H%C5%8Dj%C5%8D_Ujimasa,994.0,25.15799437675726,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",45.757902,model_sensitive,3,0.5,0.0,battle_dominant,
acmd_c60d8ea62499,Murakami Yoshikiyo,https://en.wikipedia.org/wiki/Murakami_Yoshikiyo,1002.0,24.292877225866917,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",46.277954,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_6177338400dc,"Charles, Duke of Mayenne",https://en.wikipedia.org/wiki/Charles%2C_Duke_of_Mayenne,1007.0,24.08056232427366,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",46.956281,model_sensitive,3,0.6,0.0,battle_dominant,
acmd_1b990cbc25cb,Benjamin Lincoln,https://en.wikipedia.org/wiki/Benjamin_Lincoln,1009.0,23.8215557638238,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",44.875938,model_sensitive,5,0.833333,0.0,battle_dominant,
acmd_7fc5317f69b9,Oda Nobutada,https://en.wikipedia.org/wiki/Oda_Nobutada,1025.0,21.79443298969072,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",45.637273,model_sensitive,4,0.571429,0.0,battle_dominant,
acmd_ffe247d81f31,Abdal-Latif Mirza,https://en.wikipedia.org/wiki/Abdal-Latif_Mirza,1033.0,21.21298969072165,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",46.09191,model_sensitive,5,1.0,0.0,battle_dominant,
acmd_a684b0193c44,"Raymond VI, Count of Toulouse",https://en.wikipedia.org/wiki/Raymond_VI%2C_Count_of_Toulouse,1045.0,19.20701030927835,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",45.907592,model_sensitive,4,0.8,0.0,battle_dominant,
acmd_8ee1c94357f7,Abd Allah ibn Muti,https://en.wikipedia.org/wiki/Abd_Allah_ibn_Muti,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_1efd57223f55,Abd Allah ibn al-Zubayr,https://en.wikipedia.org/wiki/Abd_Allah_ibn_al-Zubayr,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.5,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_136eb4bf5ff3,Abdallah al-Battal,https://en.wikipedia.org/wiki/Abdallah_al-Battal,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_3f5756dd431a,Abdi Pasha the Albanian,https://en.wikipedia.org/wiki/Abdi_Pasha_the_Albanian,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_9a410e09bd15,Abu Malik Abd al-Wahid,https://en.wikipedia.org/wiki/Abu_Malik_Abd_al-Wahid,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_dc880da8f473,Abu Yaqub Yusuf an-Nasr,https://en.wikipedia.org/wiki/Abu_Yaqub_Yusuf_an-Nasr,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_f4c28220c98f,Abu al-Hasan Ali ibn Uthman,https://en.wikipedia.org/wiki/Abu_al-Hasan_Ali_ibn_Uthman,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_bbcae05ed458,Akechi Mitsuhide,https://en.wikipedia.org/wiki/Akechi_Mitsuhide,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.333333,,battle_dominant,low_outcome_evidence
acmd_a579281f0482,Akizuki Tanezane,https://en.wikipedia.org/wiki/Akizuki_Tanezane,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_db6e7a932cb1,Alexis of Russia,https://en.wikipedia.org/wiki/Alexis_of_Russia,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",17.092732,highly_model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_3f8a4382d5ca,Alfonso VII of León and Castile,https://en.wikipedia.org/wiki/Alfonso_VII_of_Le%C3%B3n_and_Castile,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,1,0.2,,battle_dominant,low_outcome_evidence
acmd_4eb91595e746,Alfonso XI of Castile,https://en.wikipedia.org/wiki/Alfonso_XI_of_Castile,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.25,,battle_dominant,low_outcome_evidence
acmd_5b24c06fa36e,Alp Arslan,https://en.wikipedia.org/wiki/Alp_Arslan,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_5614506edfbe,Andrea Doria,https://en.wikipedia.org/wiki/Andrea_Doria,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",16.284429,highly_model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_f131af36a19b,Andrea Gritti,https://en.wikipedia.org/wiki/Andrea_Gritti,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,1,0.2,,battle_dominant,low_outcome_evidence
acmd_f3703b550b2a,Andrew Pickens,https://en.wikipedia.org/wiki/Andrew_Pickens_(congressman),,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_778ae3ccc905,Andō Morinari,https://en.wikipedia.org/wiki/And%C5%8D_Morinari,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.4,,battle_dominant,low_outcome_evidence
acmd_6c38ac0929c8,Ankokuji Ekei,https://en.wikipedia.org/wiki/Ankokuji_Ekei,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,0.75,,battle_dominant,sparse_participation
acmd_64930135b5fa,Anthonie II Schetz,https://en.wikipedia.org/wiki/Anthonie_II_Schetz,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_5ff85be6f830,Antoniotto Botta Adorno,https://en.wikipedia.org/wiki/Antoniotto_Botta_Adorno,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",31.282051,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_e9495ee816dc,Antão de Noronha,https://en.wikipedia.org/wiki/Ant%C3%A3o_de_Noronha,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_88bd4cf03322,Ardashir I,https://en.wikipedia.org/wiki/Ardashir_I,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",18.495575,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_ebc8c250ad78,Asakura Kagetake,https://en.wikipedia.org/wiki/Asakura_Kagetake,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_2237591963c8,Baldwin III of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_III_of_Jerusalem,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,1,0.2,,battle_dominant,low_outcome_evidence
acmd_5116cae16dc7,"Benjamin, Duke of Soubise",https://en.wikipedia.org/wiki/Benjamin%2C_Duke_of_Soubise,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,1,0.25,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_0bc1ef1e7556,"Bertrand, Count of Toulouse",https://en.wikipedia.org/wiki/Bertrand%2C_Count_of_Toulouse,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_982d2d2862c1,Bessas,https://en.wikipedia.org/wiki/Bessas_(magister_militum),,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",19.594514,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_593743c666fc,Bohemond VI of Antioch,https://en.wikipedia.org/wiki/Bohemond_VI_of_Antioch,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,1,0.25,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_abb36675805c,Bonifatius,https://en.wikipedia.org/wiki/Bonifatius,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_24f84d945e9c,Camillo Orsini,https://en.wikipedia.org/wiki/Camillo_Orsini,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,1,0.333333,,battle_dominant,low_outcome_evidence | sparse_participation
acmd_f9d3caf3b504,Carl Gyllenhielm,https://en.wikipedia.org/wiki/Carl_Gyllenhielm,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",15.980837,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_220ebc79ff49,Casimir IV Jagiellon,https://en.wikipedia.org/wiki/Casimir_IV_Jagiellon,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_94fafe7c5019,Chanda Sahib,https://en.wikipedia.org/wiki/Chanda_Sahib,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,3,1.0,,battle_dominant,sparse_participation
acmd_a257f28deb78,"Charles Alexander, Duke of Württemberg",https://en.wikipedia.org/wiki/Charles_Alexander%2C_Duke_of_W%C3%BCrttemberg,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",30.079745,highly_model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_aae8ece6c676,Charles George Gordon,https://en.wikipedia.org/wiki/Charles_George_Gordon,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,4,1.0,,battle_dominant,sparse_participation
acmd_923921b251de,"Charles Henri, Prince of Commercy",https://en.wikipedia.org/wiki/Charles_Henri%2C_Prince_of_Commercy,,,tier_d_strong_narrow_category,"Tier D, strong but narrow-category performer",4,"Strong record is concentrated in siege or engineering-style events, so it should be interpreted as category-specific rather than generic field-command dominance.",41.666667,model_sensitive,2,0.666667,,battle_dominant,low_outcome_evidence | sparse_participation
