battle_id,battle_name,verification_status,verification_issue_flags,strict_gate_override,balanced_gate_override
battle_19608497,Battle of Bangkusay,verified_core,,1,1
battle_26518983,Battle of Craibstone,verified_core,,1,1
battle_153942,Battle of Lepanto,verified_core,,1,1
battle_30664785,Battle of Tillieangus,verified_core,,1,1
battle_6967988,Battle of Tonegawa,verified_core,,1,1
battle_68417285,Siege of Chaliyam,verified_core,,1,1
battle_8389934,Siege of Fukazawa,verified_core,,1,1
battle_3298060,Siege of Mount Hiei,verified_core,,1,1
battle_355641,Sieges of Nagashima,verified_core,,1,1
battle_74638519,Battle of IJsselmeer,verified_core,,1,1
battle_32973072,Battle of Kizaki,verified_core,,1,1
battle_3856178,Battle of Molodi,verified_core,,1,1
battle_55868098,Massacre of Naarden,verified_core,,1,1
battle_3301297,Siege of Futamata,verified_core,,1,1
battle_1006085,Siege of Haarlem,verified_core,,1,1
battle_3306552,Siege of Iwamura Castle,verified_core,,1,1
battle_10092963,Siege of La Rochelle (1572–1573),verified_core,,1,1
battle_41090195,Siege of Middelburg (1572–1574),verified_core,,1,1
battle_39089646,Siege of Mons (1572),verified_core,,1,1
battle_3143704,Siege of Sancerre,verified_core,,1,1
battle_52042155,Battle of Delft (1573),verified_core,,1,1
battle_26513651,Battle of Haarlemmermeer,verified_core,,1,1
battle_37103619,Battle of Lode,verified_core,,1,1
battle_355582,Battle of Mikatagahara,verified_core,,1,1
battle_73479604,Battle of Stubica (1573),verified_core,,1,1
battle_7467428,Battle on the Zuiderzee,verified_core,,1,1
battle_7467482,Siege of Alkmaar,verified_core,,1,1
battle_4460747,Siege of Hikida Castle,verified_core,,1,1
battle_7046160,Siege of Ichijōdani Castle,verified_core,,1,1
battle_2454764,Siege of Leiden,verified_core,,1,1
battle_356177,Siege of Noda Castle,verified_core,,1,1
battle_356194,Siege of Odani Castle,verified_core,,1,1
battle_28792338,Battle of Lillo,verified_core,,1,1
battle_40273783,Battle of Manila (1574),verified_core,,1,1
battle_810891,Battle of Mookerheyde,verified_core,,1,1
battle_7467843,Battle of the Scheldt (1574),verified_core,,1,1
battle_22637272,Conquest of Tunis (1574),verified_core,,1,1
battle_3563512,Siege of Itami (1574),verified_core,,1,1
battle_3963871,Siege of Takatenjin (1574),verified_core,,1,1
battle_26550790,Siege of Wesenberg (1574),verified_core,,1,1
battle_30666742,Battle of Dormans,verified_core,,1,1
battle_355645,Battle of Nagashino,verified_core,,1,1
battle_2336675,Battle of Tukaroi,verified_core,,1,1
battle_17291889,Danzig rebellion,verified_core,,1,1
battle_2898423,Raid of the Redeswire,verified_core,,1,1
battle_47068987,Siege of Oudewater (1575),verified_core,,1,1
battle_39177813,Siege of Schoonhoven (1575),verified_core,,1,1
battle_6724834,Siege of Yoshida Castle,verified_core,,1,1
battle_38130664,Siege of Zierikzee,verified_core,,1,1
battle_5691828,Battle of Haldighati,verified_core,,1,1
battle_45274803,Battle of Rajmahal,verified_core,,1,1
battle_74566163,Battle of Webi River,verified_core,,1,1
battle_1621511,Battles of Kizugawaguchi,verified_core,,1,1
battle_1586814,Sack of Antwerp,verified_core,,1,1
battle_3563615,Siege of Mitsuji,verified_core,,1,1
battle_6804941,Siege of Nanao,verified_core,,1,1
battle_32972897,Siege of Takabaru,verified_core,,1,1
battle_17003308,Battle of Lubieszów,verified_core,,1,1
battle_366901,Battle of Tedorigawa,verified_core,,1,1
battle_26563900,Battles of Wenden (1577–1578),verified_core,,1,1
battle_78606371,Kazakh–⁠Nogai War (1577),verified_core,,1,1
battle_17248286,Siege of Danzig (1577),verified_core,,1,1
battle_30870706,Siege of Gvozdansko,verified_core,,1,1
battle_6900014,Siege of Shigisan,verified_core,,1,1
battle_643218,Battle of Alcácer Quibir,verified_core,,1,1
battle_3206629,Battle of Gembloux (1578),verified_core,,1,1
battle_9195380,Battle of Mimigawa,verified_core,,1,1
battle_22182221,Battle of Rijmenam,verified_core,,1,1
battle_18593624,Battle of the Spoiling Dyke,verified_core,,1,1
battle_27717888,Battle of Çıldır,verified_core,,1,1
battle_11517709,Castilian War,verified_core,,1,1
battle_35055980,Lala Mustafa Pasha's Caucasian campaign,verified_core,,1,1
battle_22650160,Ottoman–Safavid War (1578–1590),verified_core,,1,1
battle_22050674,Siege of Deventer (1578),verified_core,,1,1
battle_2299271,Siege of Kōzuki Castle,verified_core,,1,1
battle_355585,Siege of Miki,verified_core,,1,1
battle_5101698,Siege of Otate,verified_core,,1,1
battle_44049400,Battle of Borgerhout,verified_core,,1,1
battle_6982830,Battle of Mimaomote,verified_core,,1,1
battle_6053486,Second Desmond Rebellion,verified_core,,1,1
battle_2316968,Siege of Itami (1579),verified_core,,1,1
battle_7468033,Siege of Maastricht (1579),verified_core,,1,1
battle_24447488,Battle of Alcântara (1580),verified_core,,1,1
battle_6833599,Battle of Omosu,verified_core,,1,1
battle_38483708,Battle of Toropets (1580),verified_core,,1,1
battle_77985374,Cuanza River Campaign,verified_core,,1,1
battle_36629745,English Fury at Mechelen,verified_core,,1,1
battle_3651772,Siege of Carrigafoyle Castle,verified_core,,1,1
battle_16689357,Siege of Smerwick,verified_core,,1,1
battle_40825653,Siege of Steenwijk (1580–1581),verified_core,,1,1
battle_3563419,Siege of Takatenjin (1581),verified_core,,1,1
battle_42826425,Siege of Velikiye Luki,verified_core,,1,1
battle_18365305,War of the Portuguese Succession,verified_core,,1,1
battle_44648927,Battle of Kollum,verified_core,,1,1
battle_39193803,Battle of Noordhorn,verified_core,,1,1
battle_26345154,Battle of Salga,verified_core,,1,1
battle_8121278,Siege of Hijiyama,verified_core,,1,1
battle_32972794,Siege of Minamata Castle,verified_core,,1,1
battle_40705624,Siege of Niezijl,verified_core,,1,1
battle_3042119,Siege of Pskov,verified_core,,1,1
battle_2662324,Siege of Tottori,verified_core,,1,1
battle_9025251,Battle of Chuvash Cape,verified_core,,1,1
battle_6819383,Battle of Kanagawa,verified_core,,1,1
battle_3301425,Battle of Tenmokuzan,verified_core,,1,1
battle_366926,Battle of Uchidehama,verified_core,,1,1
battle_5033642,Battle of Vila Franca do Campo,verified_core,,1,1
battle_873080,Battle of Yamazaki,verified_core,,1,1
battle_1201890,Honnō-ji Incident,verified_core,,1,1
battle_46900719,Siege of Lier (1582),verified_core,,1,1
battle_47228528,Siege of Lochem (1582),verified_core,,1,1
battle_366852,Siege of Takamatsu,verified_core,,1,1
battle_6833733,Siege of Takatō (1582),verified_core,,1,1
battle_6805092,Siege of Uozu,verified_core,,1,1
battle_77336478,Ternate expedition (1582),verified_core,,1,1
battle_40773509,Battle of Steenbergen (1583),verified_core,,1,1
battle_46935743,Battle of São Vicente,verified_core,,1,1
battle_77978343,Battle of Talandongo,verified_core,,1,1
battle_27629560,Battle of Torches,verified_core,,1,1
battle_23309899,Cologne War,verified_core,,1,1
battle_39227619,Siege of Eindhoven (1583),verified_core,,1,1
battle_62322575,Siege of Ghent (1583–1584),verified_core,,1,1
battle_24893115,Siege of Godesberg,verified_core,,1,1
battle_6967861,Siege of Hiketa,verified_core,,1,1
battle_13799795,Battle of Komaki and Nagakute,verified_core,,1,1
battle_32973371,Battle of Okitanawate,verified_core,,1,1
battle_43465889,Battle of Slunj,verified_core,,1,1
battle_38984604,Burmese–Siamese War (1584–1593),verified_core,,1,1
battle_1622250,Fall of Antwerp,verified_core,,1,1
battle_3579132,Siege of Kaganoi,verified_core,,1,1
battle_4433061,Siege of Kanie,verified_core,,1,1
battle_7129080,Siege of Suemori,verified_core,,1,1
battle_4407746,Siege of Takehana,verified_core,,1,1
battle_64972374,1585 Ottoman expedition against the Druze,verified_core,,1,1
battle_1090966,Anglo-Spanish War (1585–1604),verified_core,,1,1
battle_24169686,Battle of Werl,verified_core,,1,1
battle_18702782,Battle of the Western Isles,verified_core,,1,1
battle_3297473,Invasion of Shikoku (1585),verified_core,,1,1
battle_40593699,Siege of IJsseloord,verified_core,,1,1
battle_32978191,Siege of Iwaya Castle,verified_core,,1,1
battle_2040252,Siege of Negoro-ji,verified_core,,1,1
battle_7053973,Siege of Toyama,verified_core,,1,1
battle_8743255,Siege of Ōta Castle,verified_core,,1,1
battle_77333794,Ternate expedition (1585),verified_core,,1,1
battle_13037788,Battle of Allt Camhna,verified_core,,1,1
battle_7054123,Battle of Hitotoribashi,verified_core,,1,1
battle_22833357,Battle of Leckmelm,verified_core,,1,1
battle_73813246,Battle of Leitao Coast,verified_core,,1,1
battle_42193280,Battle of Pantelleria (1586),verified_core,,1,1
battle_39090101,Battle of Santo Domingo (1586),verified_core,,1,1
battle_3342498,Battle of Zutphen,verified_core,,1,1
battle_40761467,Capture of Axel,verified_core,,1,1
battle_23765000,Destruction of Neuss,verified_core,,1,1
battle_7612766,Kyūshū campaign,verified_core,,1,1
battle_14243533,Ottoman–Portuguese conflicts (1586–1589),verified_core,,1,1
battle_39025094,Raid on St. Augustine,verified_core,,1,1
battle_42463607,Siege of Grave (1586),verified_core,,1,1
battle_39090340,Siege of Rheinberg (1586–1590),verified_core,,1,1
battle_46844567,Siege of Venlo (1586),verified_core,,1,1
battle_4776844,Battle of Coutras,verified_core,,1,1
battle_41146801,Battle of Hetsugigawa,verified_core,,1,1
battle_11229428,Battle of Sendaigawa,verified_core,,1,1
battle_9711000,Battle of Takajō,verified_core,,1,1
battle_10072853,Battle of Vimory,verified_core,,1,1
battle_11082821,Siege of Akizuki,verified_core,,1,1
battle_9711097,Siege of Ganjaku,verified_core,,1,1
battle_56768809,Siege of Johor (1587),verified_core,,1,1
battle_6967747,Siege of Kagoshima,verified_core,,1,1
battle_32473820,Siege of Kraków (1587),verified_core,,1,1
battle_38995632,Siege of Sluis (1587),verified_core,,1,1
battle_22303374,Singeing the King of Spain's Beard,verified_core,,1,1
battle_14071684,War of the Polish Succession (1587–1588),verified_core,,1,1
battle_3703825,Battle of Byczyna,verified_core,,1,1
battle_81451550,Battle of Gopanto,verified_core,,1,1
battle_7468282,Siege of Bergen op Zoom (1588),verified_core,,1,1
battle_5070109,Spanish Armada,verified_core,,1,1
battle_10077481,Battle of Arques,verified_core,,1,1
battle_77447450,Battle of Mombasa (1589),verified_core,,1,1
battle_7129204,Battle of Suriagehara,verified_core,,1,1
battle_54193328,Bozhou rebellion,verified_core,,1,1
battle_57143636,Siege of Coruña,verified_core,,1,1
battle_7039530,Siege of Kurokawa Castle,verified_core,,1,1
battle_46685661,Battle of Bayona Islands (1590),verified_core,,1,1
battle_38078949,Battle of Clynetradwell,verified_core,,1,1
battle_47596289,Battle of Doire Leathan,verified_core,,1,1
battle_261406,Battle of Ivry,verified_core,,1,1
battle_38937519,Battle of the Strait of Gibraltar (1590),verified_core,,1,1
battle_4905313,Russo-Swedish War (1590–1595),verified_core,,1,1
battle_7039389,Siege of Hachigata (1590),verified_core,,1,1
battle_1882208,Siege of Odawara (1590),verified_core,,1,1
battle_6982947,Siege of Oshi,verified_core,,1,1
battle_29482851,Siege of Paris (1590),verified_core,,1,1
battle_81677688,Siege of Penukonda,verified_core,,1,1
battle_2050517,Siege of Shimoda,verified_core,,1,1
battle_50023507,Battle of Bhuchar Mori,verified_core,,1,1
battle_70632867,Battle of Château-Laudran,verified_core,,1,1
battle_28266913,Battle of Flores (1591),verified_core,,1,1
battle_2456450,Battle of Tondibi,verified_core,,1,1
battle_28258471,Battle of the Berlengas (1591),verified_core,,1,1
battle_40366374,Battle of the Gulf of Almería (1591),verified_core,,1,1
battle_28857065,Battle of the Strait of Gibraltar (1591),verified_core,,1,1
battle_1295117,Kosiński uprising,verified_core,,1,1
battle_6847531,Kunohe rebellion,verified_core,,1,1
battle_48430408,Siamese–Cambodian War (1591–1594),verified_core,,1,1
battle_22050849,Siege of Deventer (1591),verified_core,,1,1
battle_51179194,Siege of Hulst (1591),verified_core,,1,1
battle_50586349,Siege of Knodsenburg,verified_core,,1,1
battle_53890844,Siege of Nijmegen (1591),verified_core,,1,1
battle_38412918,Siege of Rouen (1591–1592),verified_core,,1,1
battle_40997237,Siege of Zutphen (1591),verified_core,,1,1
battle_43538514,Battle of Brest (1592),verified_core,,1,1
battle_2273084,Battle of Busan,verified_core,,1,1
battle_2601728,Battle of Chungju,verified_core,,1,1
battle_30582650,Battle of Craon,verified_core,,1,1
battle_40912019,Battle of Flores (1592),verified_core,,1,1
battle_2617010,Battle of Hansan Island,verified_core,,1,1
battle_52868354,Battle of Ichi,verified_core,,1,1
battle_2266028,Battle of Okpo,verified_core,,1,1
battle_2275712,Battle of Sacheon (1592),verified_core,,1,1
battle_2854408,Battle of Sangju (1592),verified_core,,1,1
battle_39195894,Battle of the Bay of Biscay (1592),verified_core,,1,1
battle_799679,Imjin War,verified_core,,1,1
battle_56587938,Ordos campaign (1592),verified_core,,1,1
battle_51974774,Siege of Bihać (1592),verified_core,,1,1
battle_2611148,Siege of Busanjin,verified_core,,1,1
battle_50490360,Siege of Caudebec,verified_core,,1,1
battle_51295689,Siege of Coevorden (1592),verified_core,,1,1
battle_6791065,Siege of Dongnae,verified_core,,1,1
battle_2393434,Siege of Jinju (1592),verified_core,,1,1
battle_2685483,Siege of Pyongyang (1592),verified_core,,1,1
battle_49270383,Siege of Steenwijk (1592),verified_core,,1,1
battle_41333542,Strasbourg Bishops' War,verified_core,,1,1
battle_22310656,Battle of Blaye,verified_core,,1,1
battle_26860037,Battle of Byeokjegwan,verified_core,,1,1
battle_39617780,Battle of Dryfe Sands,verified_core,,1,1
battle_3807326,Battle of Haengju,verified_core,,1,1
battle_1697163,Battle of Sisak,verified_core,,1,1
battle_34377417,Burmese–Siamese War (1593–1600),verified_core,,1,1
battle_51149695,Cambodian–Spanish War,verified_core,,1,1
battle_3871399,Long Turkish War,verified_core,,1,1
battle_67602661,Luxembourg campaigns,verified_core,,1,1
battle_1386417,Moldavian Magnate Wars,verified_core,,1,1
battle_1572901,Nine Years' War (Ireland),verified_core,,1,1
battle_55019225,Siege of Coevorden (1593),verified_core,,1,1
battle_53265105,Siege of Geertruidenberg (1593),verified_core,,1,1
battle_2656321,Siege of Jinju (1593),verified_core,,1,1
battle_5975581,Battle of Glenlivet,verified_core,,1,1
battle_37705625,Campaign of Danture,verified_core,,1,1
battle_6500831,Nalyvaiko Uprising,verified_core,,1,1
battle_47602196,Siege of Enniskillen (1594),verified_core,,1,1
battle_24211167,Siege of Fort Crozon,verified_core,,1,1
battle_55517742,Siege of Groningen (1594),verified_core,,1,1
battle_50929848,Siege of Morlaix (1594),verified_core,,1,1
battle_1920219,Battle of Călugăreni,verified_core,,1,1
battle_10076080,Battle of Fontaine-Française,verified_core,,1,1
battle_35837004,Battle of Giurgiu (1595),verified_core,,1,1
battle_39260922,Battle of Guadalupe Island (1595),verified_core,,1,1
battle_28769807,Battle of Las Palmas,verified_core,,1,1
battle_22310467,Battle of San Juan (1595),verified_core,,1,1
battle_41026260,Battle of Suceava (1595),verified_core,,1,1
battle_38953435,Battle of the Lippe,verified_core,,1,1
battle_1156007,Celali rebellions,verified_core,,1,1
battle_50355808,Preston–Somers expedition,verified_core,,1,1
battle_35581319,Siege of Doullens,verified_core,,1,1
battle_22036025,Siege of Groenlo (1595),verified_core,,1,1
battle_44013373,Siege of Huy (1595),verified_core,,1,1
battle_38815879,Siege of Le Catelet (1595),verified_core,,1,1
battle_59498670,Battle of Brest (1596),verified_core,,1,1
battle_8034109,Battle of Keresztes,verified_core,,1,1
battle_28256260,Battle of Pinos,verified_core,,1,1
battle_864603,Cudgel War,verified_core,,1,1
battle_79856619,Daryal war,verified_core,,1,1
battle_35530651,Siege of Calais (1596),verified_core,,1,1
battle_33072893,Siege of Eger (1596),verified_core,,1,1
battle_48260349,Siege of Hulst (1596),verified_core,,1,1
battle_2278543,Battle of Chilcheollyang,verified_core,,1,1
battle_11819481,Battle of Logiebride,verified_core,,1,1
battle_1748222,Battle of Myeongnyang,verified_core,,1,1
battle_157908,Battle of Turnhout (1597),verified_core,,1,1
battle_41925282,Capture of Enschede (1597),verified_core,,1,1
battle_42230232,Capture of Ootmarsum,verified_core,,1,1
battle_35503903,Siege of Amiens (1597),verified_core,,1,1
battle_31834608,Siege of Bredevoort (1597),verified_core,,1,1
battle_22036414,Siege of Groenlo (1597),verified_core,,1,1
battle_41236308,Siege of Lingen (1597),verified_core,,1,1
battle_42123012,Siege of Meurs (1597),verified_core,,1,1
battle_2613024,Siege of Namwon,verified_core,,1,1
battle_41983090,Siege of Oldenzaal (1597),verified_core,,1,1
battle_42123370,Siege of Rheinberg (1597),verified_core,,1,1
battle_714353,War against Sigismund,verified_core,,1,1
battle_30457244,Battle of Benbigrie,verified_core,,1,1
battle_1987502,Battle of Noryang,verified_core,,1,1
battle_5153919,Battle of Sacheon (1598),verified_core,,1,1
battle_9522566,Battle of Stegeborg,verified_core,,1,1
battle_714332,Battle of Stångebro,verified_core,,1,1
battle_18593860,Battle of Traigh Ghruinneart,verified_core,,1,1
battle_1580118,Battle of the Yellow Ford,verified_core,,1,1
battle_4980522,Dutch–Portuguese War,verified_core,,1,1
battle_6916275,First Tarnovo Uprising,verified_core,,1,1
battle_29214283,Second siege of Ulsan,verified_core,,1,1
battle_76560686,Siege of Gori,verified_core,,1,1
battle_29192100,Siege of Suncheon,verified_core,,1,1
battle_5756475,Siege of Ulsan,verified_core,,1,1
battle_3625768,Battle of Curlew Pass,verified_core,,1,1
battle_23586768,Battle of Jenné,verified_core,,1,1
battle_71504288,Battle of Nakhiduri,verified_core,,1,1
battle_1924255,Battle of Șelimbăr,verified_core,,1,1
battle_40825590,Raid on Tabasco (1599),verified_core,,1,1
battle_4098145,Siege of Cahir Castle,verified_core,,1,1
battle_54077948,Siege of Schenckenschans (1599),verified_core,,1,1
battle_54360024,Siege of Zaltbommel,verified_core,,1,1
battle_81680443,Battle of Asai,verified_core,,1,1
battle_40601305,Battle of Karksi (1600),verified_core,,1,1
battle_25559442,Battle of Kuisegawa,verified_core,,1,1
battle_48660988,Battle of Lekkerbeetje,verified_core,,1,1
battle_26234013,Battle of Mingtiao,verified_core,,1,1
battle_1928642,Battle of Mirăslău,verified_core,,1,1
battle_102251,Battle of Nieuwpoort,verified_core,,1,1
battle_204548,Battle of Sekigahara,verified_core,,1,1
battle_50932249,Franco-Savoyard War (1600–1601),verified_core,,1,1
battle_1469390,Navajo Wars,verified_core,,1,1
battle_7302038,Polish–Swedish War (1600–1611),verified_core,,1,1
battle_5110601,Sekigahara Campaign,verified_core,,1,1
battle_8552551,Siege of Fushimi Castle,verified_core,,1,1
battle_8708718,Siege of Hasedō,verified_core,,1,1
battle_8608385,Siege of Hataya,verified_core,,1,1
battle_6791375,Siege of Kaminoyama,verified_core,,1,1
battle_56065052,Siege of San Andreas (1600),verified_core,,1,1
battle_7070275,Siege of Shiroishi,verified_core,,1,1
battle_10961977,Siege of Tanabe,verified_core,,1,1
battle_874278,Siege of Ueda,verified_core,,1,1
battle_7070385,Siege of Uto,verified_core,,1,1
battle_11147493,Siege of Yanagawa,verified_core,,1,1
battle_356221,Siege of Ōtsu,verified_core,,1,1
battle_53592047,Thessaly rebellion (1600),verified_core,,1,1
battle_30725548,Acaxee Rebellion,verified_core,,1,1
battle_5744548,Battle of Bantam,verified_core,,1,1
battle_25006845,Battle of Carinish,verified_core,,1,1
battle_31212890,Battle of Castlehaven,verified_core,,1,1
battle_18604290,Battle of Coire Na Creiche,verified_core,,1,1
battle_26495357,Battle of Guruslău,verified_core,,1,1
battle_19016808,Battle of Kokenhausen,verified_core,,1,1
battle_36470475,Battle of Wenden (1601),verified_core,,1,1
battle_46730278,Siege of 's-Hertogenbosch (1601),verified_core,,1,1
battle_46591534,Siege of Donegal,verified_core,,1,1
battle_1411511,Siege of Kinsale,verified_core,,1,1
battle_32693240,Siege of Nagykanizsa,verified_core,,1,1
battle_1622277,Siege of Ostend,verified_core,,1,1
battle_52916359,Siege of Rheinberg (1601),verified_core,,1,1
battle_67359438,Siege of Székesfehérvár,verified_core,,1,1
battle_36471063,Siege of Wolmar,verified_core,,1,1
battle_18604901,Battle of Morar,verified_core,,1,1
battle_39186647,Battle of Sesimbra Bay,verified_core,,1,1
battle_39150941,Battle of the Narrow Seas,verified_core,,1,1
battle_45038561,Mutiny of Hoogstraten,verified_core,,1,1
battle_3378586,Siege of Dunboy,verified_core,,1,1
battle_36627890,Siege of Fellin,verified_core,,1,1
battle_49403922,Siege of Grave (1602),verified_core,,1,1
battle_37556533,Siege of Weissenstein,verified_core,,1,1
battle_26572198,Battle of Brașov,verified_core,,1,1
battle_10549739,Battle of Glen Fruin,verified_core,,1,1
battle_39180895,Battle of Puerto Caballos (1603),verified_core,,1,1
battle_37556885,Battle of Rakvere (1603),verified_core,,1,1
battle_7468430,Battle of Sluis (1603),verified_core,,1,1
battle_79267996,Karakalpak rebellion (1603–1605),verified_core,,1,1
battle_21737829,Ottoman–Safavid war (1603–1612),verified_core,,1,1
battle_54755142,Raid on Santiago de Cuba (1603),verified_core,,1,1
battle_52715078,Rokugō rebellion,verified_core,,1,1
battle_17952892,Sangley Rebellion (1603),verified_core,,1,1
battle_76227043,Siege of Buda (1603),verified_core,,1,1
battle_77333797,Ternate expedition (1603),verified_core,,1,1
battle_78670142,Battle of Dangpo (1604),verified_core,,1,1
battle_56719908,Battle of Novhorod-Siverskyi,verified_core,,1,1
battle_44257914,Battle of Urmia (1604),verified_core,,1,1
battle_37406493,Battle of Weissenstein,verified_core,,1,1
battle_39179527,Battle of the Gulf of Cádiz,verified_core,,1,1
battle_52686217,Bocskai uprising,verified_core,,1,1
battle_47971123,Siege of Sluis (1604),verified_core,,1,1
battle_78870677,1605 Syriam battles,verified_core,,1,1
battle_3177500,Battle of Dobrynichi,verified_core,,1,1
battle_625036,Battle of Kircholm,verified_core,,1,1
battle_58645877,Battle of Sufiyan,verified_core,,1,1
battle_77897968,Battle of the Channel,verified_core,,1,1
battle_34207208,Siege of Kandahar (1605–1606),verified_core,,1,1
battle_56720384,Siege of Kromy,verified_core,,1,1
battle_37096686,Siege of Lingen (1605),verified_core,,1,1
battle_73800823,Aceh expedition (1606),verified_core,,1,1
battle_8312480,Battle of Cape Rachado,verified_core,,1,1
battle_61730370,Battle of Cape St. Vincent (1606),verified_core,,1,1
battle_38368850,Battle of Udycz,verified_core,,1,1
battle_58781704,Siege of Ganja (1606),verified_core,,1,1
battle_22035737,Siege of Groenlo (1606),verified_core,,1,1
battle_32471256,Siege of Malacca (1606),verified_core,,1,1
battle_63031916,Siege of Moscow (1606),verified_core,,1,1
battle_63015320,Uprising of Bolotnikov,verified_core,,1,1
battle_812960,Battle of Gibraltar (1607),verified_core,,1,1
battle_11458587,Battle of Guzów,verified_core,,1,1
battle_56741567,Battle of Kozelsk,verified_core,,1,1
battle_45564000,Battle of Kilmacrennan,verified_core,,1,1
battle_56736788,Battle of Medvezhiy Brod,verified_core,,1,1
battle_56739406,Battle of Zaraysk,verified_core,,1,1
battle_27750715,O'Doherty's rebellion,verified_core,,1,1
battle_45583529,Siege of Tory Island,verified_core,,1,1
battle_3027463,Siege of Troitsky monastery,verified_core,,1,1
battle_386555,American Indian Wars,verified_core,,1,1
battle_8265384,Anglo-Powhatan Wars,verified_core,,1,1
battle_37634406,Battle of Daugavgrīva (1609),verified_core,,1,1
battle_79817148,Battle of Paphos,verified_core,,1,1
battle_37563348,Battle of Salis,verified_core,,1,1
battle_26854500,Battle of Tashiskari,verified_core,,1,1
battle_63770534,Battle of Toropets (1609),verified_core,,1,1
battle_63766731,Battle of Torzhok,verified_core,,1,1
battle_384160,Beaver Wars,verified_core,,1,1
battle_62622393,Burmese–Siamese War (1609–1622),verified_core,,1,1
battle_52616,Delaware River,verified_core,,1,1
battle_73020511,Franco-Algerian war (1609–1628),verified_core,,1,1
battle_1389951,Polish–Russian War (1609–1618),verified_core,,1,1
battle_1904550,Raid on La Goulette (1609),verified_core,,1,1
battle_6954389,Siege of Dimdim,verified_core,,1,1
battle_36690443,Siege of Pärnu,verified_core,,1,1
battle_3039607,Siege of Smolensk (1609–1611),verified_core,,1,1
battle_22722803,War of the Jülich Succession,verified_core,,1,1
battle_394664,Battle of Klushino,verified_core,,1,1
battle_41459985,Battle of Sorel,verified_core,,1,1
battle_3109566,Battle of Tsaryovo-Zaymishche,verified_core,,1,1
battle_808359,Ingrian War,verified_core,,1,1
battle_38130935,Siege of Jülich (1610),verified_core,,1,1
battle_1658239,Kalmar War,verified_core,,1,1
battle_56640990,Siege of Kalmar,verified_core,,1,1
battle_42357008,Battle of Cornul lui Sas,verified_core,,1,1
battle_3934720,Battle of Kringen,verified_core,,1,1
battle_42826323,Battle of Moscow (1612),verified_core,,1,1
battle_1867090,Battle of Swally,verified_core,,1,1
battle_40186745,Battle of Vittsjö,verified_core,,1,1
battle_74416054,Portuguese conquest of Maranhão,verified_core,,1,1
battle_78560374,Raid on La Goulette (1612),verified_core,,1,1
battle_29290958,Battle of Cape Corvo,verified_core,,1,1
battle_56745307,Siege of Smolensk (1613–1617),verified_core,,1,1
battle_56836708,Siege of Tikhvin,verified_core,,1,1
battle_58486502,War of the Montferrat Succession,verified_core,,1,1
battle_37953841,Abbas I's Kakhetian and Kartlian campaigns,verified_core,,1,1
battle_56837069,Battle of Bronnitsy,verified_core,,1,1
battle_3306980,Battle of Imafuku,verified_core,,1,1
battle_12500936,Battle of Kizugawa,verified_core,,1,1
battle_4889403,Battle of Shigino,verified_core,,1,1
battle_41414948,Raid on Żejtun,verified_core,,1,1
battle_37002727,Siege of Aachen (1614),verified_core,,1,1
battle_56837334,Siege of Gdov,verified_core,,1,1
battle_407714,Siege of Osaka,verified_core,,1,1
battle_7485760,Ahom–Mughal conflicts,verified_core,,1,1
battle_6571074,Battle of Dōmyōji,verified_core,,1,1
battle_74050976,Battle of Formoso River,verified_core,,1,1
battle_2892427,Battle of Kashii,verified_core,,1,1
battle_3602784,Battle of Tennōji,verified_core,,1,1
battle_45474376,Battle of Tsitsamuri,verified_core,,1,1
battle_45709626,Battle of Yao (1615),verified_core,,1,1
battle_55521337,Cossack raid on Istanbul (1615),verified_core,,1,1
battle_1949521,Raid on La Goulette (1615),verified_core,,1,1
battle_56836224,Siege of Pskov (1615),verified_core,,1,1
battle_8057579,Uskok War,verified_core,,1,1
battle_27487557,Battle of Cape Gelidonya,verified_core,,1,1
battle_71664736,Battle of Samdhara,verified_core,,1,1
battle_54753391,Battle of Toppur,verified_core,,1,1
battle_79817274,Battle of Cape Palos (1617),verified_core,,1,1
battle_2520296,Battle of Playa Honda,verified_core,,1,1
battle_77814772,Battle of Ragusa,verified_core,,1,1
battle_78282217,Madurai–Mysore Wars,verified_core,,1,1
battle_17288692,Polish–Swedish War (1617–1618),verified_core,,1,1
battle_78560415,Raid on La Goulette (1617),verified_core,,1,1
battle_2106591,Battle of Gibraltar (1618),verified_core,,1,1
battle_25692122,Battle of Lomnice,verified_core,,1,1
battle_56822027,Battle of Mozhaysk,verified_core,,1,1
battle_79235317,Jayakarta War,verified_core,,1,1
battle_56820852,Siege of Moscow (1618),verified_core,,1,1
battle_140509,Siege of Pilsen,verified_core,,1,1
battle_37782942,Spanish conquest of Petén,verified_core,,1,1
battle_30583,Thirty Years' War,verified_core,,1,1
battle_23421322,Battle of Humenné,verified_core,,1,1
battle_161099,Battle of Sablat,verified_core,,1,1
battle_327385,Battle of Sarhū,verified_core,,1,1
battle_236556,Battle of Wisternitz,verified_core,,1,1
battle_1187369,Battle of Cecora (1620),verified_core,,1,1
battle_160956,Battle of White Mountain,verified_core,,1,1
battle_81999585,Battle off Jask,verified_core,,1,1
battle_55540240,Cossack raid on Istanbul (1620),verified_core,,1,1
battle_30207234,Palatinate campaign,verified_core,,1,1
battle_12369276,Polish–Ottoman War (1620–1621),verified_core,,1,1
battle_36961928,Siege of Kreuznach,verified_core,,1,1
