display_name,canonical_wikipedia_url,battle_id,battle_name,page_type,side,page_result_raw,page_result_type,outcome_inference_method,outcome_inference_confidence
Boiorix,https://en.wikipedia.org/wiki/Boiorix,battle_61275535,Battle of Tridentum,battle_article,side_b,Roman tactical withdraw,unknown,unknown,low
Judas Maccabeus,https://en.wikipedia.org/wiki/Judas_Maccabeus,battle_3161575,Battle of Beth Zur,battle_article,side_a,Jewish victory,victory,unknown,low
Judas Maccabeus,https://en.wikipedia.org/wiki/Judas_Maccabeus,battle_1219004,Battle of Emmaus,battle_article,side_a,Judean rebel victory,victory,unknown,low
Lucius Verus,https://en.wikipedia.org/wiki/Lucius_Verus,battle_60181825,Siege of Edessa (165),battle_article,side_a,Roman victory Citizens of Edessa massacre its Parthian garrison and submit the city to the RomansSegal 1982,victory,unknown,low
Vologases IV,https://en.wikipedia.org/wiki/Vologases_IV,battle_60181825,Siege of Edessa (165),battle_article,side_b,Roman victory Citizens of Edessa massacre its Parthian garrison and submit the city to the RomansSegal 1982,victory,unknown,low
Judas Maccabeus,https://en.wikipedia.org/wiki/Judas_Maccabeus,battle_3134442,Battle of Beth Horon (166 BC),battle_article,side_a,Jewish victory,victory,unknown,low
Judas Maccabeus,https://en.wikipedia.org/wiki/Judas_Maccabeus,battle_12012137,Battle of the Ascent of Lebonah,battle_article,side_a,Jewish victory,victory,unknown,low
Eumenes II,https://en.wikipedia.org/wiki/Eumenes_II,battle_3171968,Battle of Callinicus,battle_article,side_b,Greek victory,victory,unknown,low
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3122739,Battle of the Eurymedon (190 BC),battle_article,side_b,Rhodian victory,victory,unknown,low
Cao Ren,https://en.wikipedia.org/wiki/Cao_Ren,battle_18352025,Battle of Fengqiu,battle_article,side_a,Cao Cao victory,victory,unknown,low
Eumenes II,https://en.wikipedia.org/wiki/Eumenes_II,battle_2993524,Siege of Gythium,battle_article,side_a,Allied Victory,victory,unknown,low
Xu Huang,https://en.wikipedia.org/wiki/Xu_Huang,battle_8149150,Battle of Xiapi,battle_article,side_a,"Decisive Cao Cao and Liu Bei victory, Lü Bu executed",decisive_victory,unknown,low
Philip V of Macedon,,battle_3158092,Battle of Chios (201 BC),battle_article,side_a,Rhodian alliance victory,victory,unknown,low
Antiochus III the Great,https://en.wikipedia.org/wiki/Antiochus_III_the_Great,battle_34200043,Siege of Bactra,battle_article,side_a,Seleucid victory Antiochus signs a peace treaty with Euthydemus Antiochus III recognizes Euthydemus's reign,victory,unknown,low
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_13755150,Battle of Canusium,battle_article,side_a,Balance,unknown,unknown,low
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3171634,Siege of Capua (211 BC),battle_article,side_a,Roman victory Fall of Capua,victory,unknown,low
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_157814,Battle of Cannae,battle_article,side_b,Decisive victory,decisive_victory,unknown,low
Mago Barca,https://en.wikipedia.org/wiki/Mago_Barca,battle_157814,Battle of Cannae,battle_article,side_b,Decisive victory,decisive_victory,unknown,low
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_3109154,Battle of Nola (216 BC),battle_article,side_a,Victory,victory,unknown,low
Cao Ren,https://en.wikipedia.org/wiki/Cao_Ren,battle_2908061,Battle of Fancheng,battle_article,side_a,Cao Cao victory,victory,unknown,low
Xu Huang,https://en.wikipedia.org/wiki/Xu_Huang,battle_2908061,Battle of Fancheng,battle_article,side_a,Cao Cao victory,victory,unknown,low
Hannibal,https://en.wikipedia.org/wiki/Hannibal,battle_5836293,Siege of Saguntum,battle_article,side_a,Carthaginian victoryBeginning of the Second Punic War,unknown,unknown,low
Zhang,https://en.wikipedia.org/wiki/Zhang_He,battle_475966,Battle of Jieting,battle_article,side_a,Wei victory,victory,unknown,low
Zhang,https://en.wikipedia.org/wiki/Zhang_He,battle_36831150,Battle of Mount Qi,battle_article,side_a,Shu tactical victory; Wei strategic victory (Shu forces withdraw due to supply shortages),tactical_victory,unknown,low
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_6023888,Battle of Misiche,battle_article,side_a,Defeat,defeat,unknown,low
Roman emperor,https://en.wikipedia.org/wiki/Roman_emperor,battle_6023888,Battle of Misiche,battle_article,side_b,Defeat,defeat,unknown,low
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_39147951,Siege of Antioch (253),battle_article,side_b,Sasanian victory,victory,unknown,low
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_39831094,Siege of Dura-Europos (256),battle_article,side_a,Sasanian victory,victory,unknown,low
Shapur I,https://en.wikipedia.org/wiki/Shapur_I,battle_39765329,Siege of Caesarea in Cappadocia (260),battle_article,side_a,Sasanian victory,victory,unknown,low
Antigonus II Gonatas,https://en.wikipedia.org/wiki/Antigonus_II_Gonatas,battle_3162971,Battle of Cos,battle_article,side_a,Macedonian victory,victory,unknown,low
Jiang Wei,https://en.wikipedia.org/wiki/Jiang_Wei,battle_36107523,Zhong Hui's Rebellion,war_conflict_article,side_a,Zhong Hui and Jiang Wei killed by mutinying troops; Deng Ai and his son executed; Rebellion suppressed,unknown,unknown,low
Deng Ai,https://en.wikipedia.org/wiki/Deng_Ai,battle_36107523,Zhong Hui's Rebellion,war_conflict_article,side_b,Zhong Hui and Jiang Wei killed by mutinying troops; Deng Ai and his son executed; Rebellion suppressed,unknown,unknown,low
Pyrrhus of Epirus,https://en.wikipedia.org/wiki/Pyrrhus_of_Epirus,battle_63430383,Battle of Argos,battle_article,side_a,Allied victory,victory,unknown,low
Antigonus II Gonatas,https://en.wikipedia.org/wiki/Antigonus_II_Gonatas,battle_63430383,Battle of Argos,battle_article,side_b,Allied victory,victory,unknown,low
Pyrrhus of Epirus,,battle_38772872,Battle of the Aous (274 BC),battle_article,side_a,Epirote victory,victory,unknown,low
Antigonus II Gonatas,https://en.wikipedia.org/wiki/Antigonus_II_Gonatas,battle_38772872,Battle of the Aous (274 BC),battle_article,side_b,Epirote victory,victory,unknown,low
Antigonus II Gonatas,https://en.wikipedia.org/wiki/Antigonus_II_Gonatas,battle_38755479,Battle of Lysimachia,battle_article,side_a,Antigonid victory,victory,unknown,low
Pyrrhus of Epirus,https://en.wikipedia.org/wiki/Pyrrhus_of_Epirus,battle_44996899,Siege of Syracuse (278 BC),battle_article,side_b,Epirote and Syracusan victory,victory,unknown,low
Pyrrhus of Epirus,https://en.wikipedia.org/wiki/Pyrrhus_of_Epirus,battle_641254,Battle of Heraclea,battle_article,side_a,Greek victory,victory,unknown,low
Demetrius I Poliorcetes,https://en.wikipedia.org/wiki/Demetrius_I_Poliorcetes,battle_38795086,Siege of Athens (287 BC),battle_article,side_a,Athenian and Epirote victory,victory,unknown,low
Pyrrhus of Epirus,https://en.wikipedia.org/wiki/Pyrrhus_of_Epirus,battle_38795086,Siege of Athens (287 BC),battle_article,side_b,Athenian and Epirote victory,victory,unknown,low
Demetrius I Poliorcetes,https://en.wikipedia.org/wiki/Demetrius_I_Poliorcetes,battle_890934,Battle of Salamis (306 BC),battle_article,side_a,Antigonid victory,victory,unknown,low
Ptolemy I Soter,https://en.wikipedia.org/wiki/Ptolemy_I_Soter,battle_890934,Battle of Salamis (306 BC),battle_article,side_b,Antigonid victory,victory,unknown,low
Seleucus I Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,battle_62419680,Battle of the 25 of Abu,battle_article,side_a,Seleucid victory,victory,unknown,low
Antigonus I Monophthalmus,https://en.wikipedia.org/wiki/Antigonus_I_Monophthalmus,battle_62419680,Battle of the 25 of Abu,battle_article,side_b,Seleucid victory,victory,unknown,low
Antigonus I Monophthalmus,https://en.wikipedia.org/wiki/Antigonus_I_Monophthalmus,battle_62588097,Third siege of Babylon,battle_article,side_a,"Antigonid tactical victory, citadel remains under Seleucid control, Seleucid retreat",tactical_victory,unknown,low
Seleucus I Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,battle_62588097,Third siege of Babylon,battle_article,side_b,"Antigonid tactical victory, citadel remains under Seleucid control, Seleucid retreat",tactical_victory,unknown,low
Demetrius I Poliorcetes,https://en.wikipedia.org/wiki/Demetrius_I_Poliorcetes,battle_62529563,Second siege of Babylon,battle_article,side_a,Seleucid victory,victory,unknown,low
Antigonus I Monophthalmus,https://en.wikipedia.org/wiki/Antigonus_I_Monophthalmus,battle_18704489,Babylonian War,war_conflict_article,side_a,Seleucid victory,victory,unknown,low
Demetrius I Poliorcetes,https://en.wikipedia.org/wiki/Demetrius_I_Poliorcetes,battle_18704489,Babylonian War,war_conflict_article,side_a,Seleucid victory,victory,unknown,low
Seleucus I Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,battle_18704489,Babylonian War,war_conflict_article,side_b,Seleucid victory,victory,unknown,low
Demetrius I Poliorcetes,https://en.wikipedia.org/wiki/Demetrius_I_Poliorcetes,battle_77112653,Battle of Myus,battle_article,side_b,Antigonid victory Peace of 311 BC,victory,unknown,low
Seleucus I Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,battle_62426598,Battle of the Tigris,battle_article,side_a,Seleucid victory,victory,unknown,low
Seleucus I Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,battle_62447361,First siege of Babylon,battle_article,side_a,"Seleucid victory, beginning of the Babylonian War",victory,unknown,low
Ptolemy I Soter,https://en.wikipedia.org/wiki/Ptolemy_I_Soter,battle_1228672,Battle of Gaza (312 BC),battle_article,side_a,Ptolemaic–Seleucid victory,victory,unknown,low
Seleucus I Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,battle_1228672,Battle of Gaza (312 BC),battle_article,side_a,Ptolemaic–Seleucid victory,victory,unknown,low
Demetrius I Poliorcetes,https://en.wikipedia.org/wiki/Demetrius_I_Poliorcetes,battle_1228672,Battle of Gaza (312 BC),battle_article,side_b,Ptolemaic–Seleucid victory,victory,unknown,low
Quintus Fabius Maximus Rullianus,https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus,battle_3151840,Battle of Lautulae,battle_article,side_a,Samnite victory,victory,unknown,low
Antigonus I Monophthalmus,https://en.wikipedia.org/wiki/Antigonus_I_Monophthalmus,battle_60551953,Battle of Byzantium,battle_article,side_a,Antigonid victory,victory,unknown,low
Antipater,https://en.wikipedia.org/wiki/Antipater,battle_34198922,Battle of Melitaea,battle_article,side_b,Greek coalition victory,victory,unknown,low
Seleucus I Nicator,https://en.wikipedia.org/wiki/Seleucus_I_Nicator,battle_637630,Wars of the Diadochi,war_conflict_article,multiple_sides,Victory,victory,ambiguous_multi_side_commander,low
Pyrrhus of Epirus,https://en.wikipedia.org/wiki/Pyrrhus_of_Epirus,battle_637630,Wars of the Diadochi,war_conflict_article,side_a,Victory,victory,unknown,low
Antipater,https://en.wikipedia.org/wiki/Antipater,battle_34199696,Battle of Thermopylae (323 BC),battle_article,side_b,Greek coalition victory,victory,unknown,low
Constantine the Great,https://en.wikipedia.org/wiki/Constantine_the_Great,battle_3110360,Battle of Adrianople (324),battle_article,side_a,Constantinian victory,victory,unknown,low
Constantine the Great,https://en.wikipedia.org/wiki/Constantine_the_Great,battle_68508913,Siege of Byzantium (324),battle_article,side_a,Constantinian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_27637254,Battle of Jaxartes,battle_article,side_a,Macedonian victoryBivar 1983,unknown,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_34185030,Siege of Cyropolis,battle_article,side_a,Macedonian victory,victory,unknown,low
Craterus,https://en.wikipedia.org/wiki/Craterus,battle_34185030,Siege of Cyropolis,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_241926,Battle of Gaugamela,battle_article,side_a,Macedonian victory,victory,unknown,low
Parmenion,https://en.wikipedia.org/wiki/Parmenion,battle_241926,Battle of Gaugamela,battle_article,side_a,Macedonian victory,victory,unknown,low
Coenus,https://en.wikipedia.org/wiki/Coenus_(general),battle_241926,Battle of Gaugamela,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_32279399,Battle of the Uxian Defile,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_20474118,Siege of Halicarnassus,battle_article,side_a,Macedonian victory,victory,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_32369190,Siege of Pelium,battle_article,side_a,Macedonian victoryVujčić 2021,unknown,unknown,low
Parmenion,https://en.wikipedia.org/wiki/Parmenion,battle_24202898,Expansion of Macedonia under Philip II,battle_article,side_a,Macedonian hegemony establishment of League of Corinth,unknown,unknown,low
Alexander the Great,https://en.wikipedia.org/wiki/Alexander_the_Great,battle_24202898,Expansion of Macedonia under Philip II,battle_article,side_a,Macedonian hegemony establishment of League of Corinth,unknown,unknown,low
Stilicho,https://en.wikipedia.org/wiki/Stilicho,battle_2221853,Battle of the Frigidus,battle_article,side_a,Theodosian victory,victory,unknown,low
Alaric I,https://en.wikipedia.org/wiki/Alaric_I,battle_2221853,Battle of the Frigidus,battle_article,side_a,Theodosian victory,victory,unknown,low
Lysander,https://en.wikipedia.org/wiki/Lysander,battle_3109013,Battle of Haliartus,battle_article,side_a,Athenian-Boeotian victory Start of the Corinthian War,victory,unknown,low
Stilicho,https://en.wikipedia.org/wiki/Stilicho,battle_43179791,Stilicho's Pictish War,war_conflict_article,side_a,Imperial victory,victory,unknown,low
Alaric I,https://en.wikipedia.org/wiki/Alaric_I,battle_58333659,Battle of Ostia (409),battle_article,side_a,Visigothic victory,victory,unknown,low
Thrasybulus,https://en.wikipedia.org/wiki/Thrasybulus,battle_353429,Battle of Cyzicus,battle_article,side_a,Athenian victory,victory,unknown,low
Thrasybulus,https://en.wikipedia.org/wiki/Thrasybulus,battle_1183636,Battle of Abydos,battle_article,side_a,Athenian victory,victory,unknown,low
Thrasybulus,https://en.wikipedia.org/wiki/Thrasybulus,battle_416883,Battle of Cynossema,battle_article,side_a,Athenian victory,victory,unknown,low
Brasidas,https://en.wikipedia.org/wiki/Brasidas,battle_43849906,Battle of Lyncestis,battle_article,side_b,Lyncestian-Illyrian victory,victory,unknown,low
Brasidas,https://en.wikipedia.org/wiki/Brasidas,battle_412756,Battle of Pylos,battle_article,side_b,Athenian victory,victory,unknown,low
Gaiseric,https://en.wikipedia.org/wiki/Gaiseric,battle_58332638,Battle of Mérida (428),battle_article,side_b,Vandal victory,victory,unknown,low
Brasidas,https://en.wikipedia.org/wiki/Brasidas,battle_410977,Battle of Naupactus,battle_article,side_b,Athenian victory,victory,unknown,low
Theodoric I,https://en.wikipedia.org/wiki/Theodoric_I,battle_58334245,Battle of Toulouse (439),battle_article,side_a,Visigothic victory,victory,unknown,low
Gaiseric,https://en.wikipedia.org/wiki/Gaiseric,battle_58332746,Capture of Carthage (439),battle_article,side_a,Vandal victory,victory,unknown,low
Pericles,https://en.wikipedia.org/wiki/Pericles,battle_4863981,Samian War,war_conflict_article,side_a,Athenian victory; Samian surrender,victory,unknown,low
Theodoric II,https://en.wikipedia.org/wiki/Theodoric_II,battle_35581107,Battle of Órbigo (456),battle_article,side_a,Visigothic victory,victory,unknown,low
Pericles,https://en.wikipedia.org/wiki/Pericles,battle_6328050,First Peloponnesian War,war_conflict_article,side_a,Thirty Years' Peace,unknown,unknown,low
Gaiseric,https://en.wikipedia.org/wiki/Gaiseric,battle_31676720,Battle of Cape Bon (468),battle_article,side_a,Vandalic victory,victory,unknown,low
Datis,https://en.wikipedia.org/wiki/Datis,battle_4806,Battle of Marathon,battle_article,side_b,Greek victory,victory,unknown,low
Datis,https://en.wikipedia.org/wiki/Datis,battle_349855,Battle of Lade,battle_article,side_b,Persian decisive victory,decisive_victory,unknown,low
John the Armenian,https://en.wikipedia.org/wiki/John_the_Armenian,battle_70131757,Battle of Thacia,battle_article,side_a,Berber victory,victory,unknown,low
John Troglita,https://en.wikipedia.org/wiki/John_Troglita,battle_75643627,Battle of Marta,battle_article,side_b,Berber victory,victory,unknown,low
Totila,https://en.wikipedia.org/wiki/Totila,battle_33864481,Siege of Rome (549–550),battle_article,side_b,Ostrogothic victory,victory,unknown,low
Khosrow I,https://en.wikipedia.org/wiki/Khosrow_I,battle_39243383,Battle of Gol-Zarriun,battle_article,side_a,Perso-Turkic victoryBivar 2003 The Hephthalite Empire dissolved into minor kingdoms,unknown,unknown,low
Bayan I,https://en.wikipedia.org/wiki/Bayan_I,battle_36945095,Siege of Sirmium,battle_article,side_b,Avar victory,victory,unknown,low
Nebuchadnezzar II,https://en.wikipedia.org/wiki/Nebuchadnezzar_II,battle_16019640,Siege of Jerusalem (587 BC),battle_article,side_b,Victory,victory,unknown,low
Khalid ibn al-Walid,https://en.wikipedia.org/wiki/Khalid_ibn_al-Walid,battle_70387436,Muslim–Quraysh War,war_conflict_article,multiple_sides,Muslim victory,victory,ambiguous_multi_side_commander,low
Abu Bakr,https://en.wikipedia.org/wiki/Abu_Bakr,battle_25272050,Battle of Hamra al-Asad,battle_article,side_a,Victory,victory,unknown,low
Zubayr ibn al-Awwam,https://en.wikipedia.org/wiki/Zubayr_ibn_al-Awwam,battle_25272050,Battle of Hamra al-Asad,battle_article,side_a,Victory,victory,unknown,low
Reuters,https://en.wikipedia.org/wiki/Reuters,battle_54353359,Battle of Tora Bora (2017),battle_article,side_a,Afghan government victory,victory,unknown,low
Khalid ibn al-Walid,https://en.wikipedia.org/wiki/Khalid_ibn_al-Walid,battle_3042024,Battle of Mu'tah,battle_article,side_a,First Battle: Byzantine victoryKaegi 1992Donner 1981Buhl 1993 Second Battle: Rashidun Victory,victory,unknown,low
Theodore,https://en.wikipedia.org/wiki/Theodore_(brother_of_Heraclius),battle_3042024,Battle of Mu'tah,battle_article,side_b,First Battle: Byzantine victoryKaegi 1992Donner 1981Buhl 1993 Second Battle: Rashidun Victory,victory,unknown,low
Al-Qa'qa' ibn Amr al-Tamimi,https://en.wikipedia.org/wiki/Al-Qa%27qa%27_ibn_Amr_al-Tamimi,battle_69079821,Battle of Husayd,battle_article,side_a,Rashidun victoryTabari Blankinship 1993Al-Maghlouth 2006Quraibi 2016Donner 2014,unknown,unknown,low
Amr ibn al-As,https://en.wikipedia.org/wiki/Amr_ibn_al-As,battle_23321726,First battle of Dongola,battle_article,side_a,Makurian victory,victory,unknown,low
Zubayr ibn al-Awwam,https://en.wikipedia.org/wiki/Zubayr_ibn_al-Awwam,battle_29718131,Battle of the Camel,battle_article,side_b,Victory for Ali,victory,unknown,low
Sennacherib,https://en.wikipedia.org/wiki/Sennacherib,battle_12728756,Siege of Babylon,battle_article,side_b,Assyrian victory Destruction of Babylon,victory,unknown,low
Shapur II,https://en.wikipedia.org/wiki/Shapur_II,battle_68795542,Siege of Nisibis (338),battle_article,multiple_sides,Roman victoryDodgeon Lieu 2002,unknown,ambiguous_multi_side_commander,low
Charles Martel,https://en.wikipedia.org/wiki/Charles_Martel,battle_46674,Battle of Tours,battle_article,side_a,Frankish victory,victory,unknown,low
Suluk,https://en.wikipedia.org/wiki/Suluk_(T%C3%BCrgesh_khagan),battle_51323866,Battle of Kharistan,battle_article,side_b,Umayyad victory End of Türgesh offensive in Khorasan and TransoxaniaBlankinship 1994,victory,unknown,low
Charles Martel,https://en.wikipedia.org/wiki/Charles_Martel,battle_5223769,Siege of Narbonne (737),battle_article,side_b,Defeat,defeat,unknown,low
Rajendra I,https://en.wikipedia.org/wiki/Rajendra_I,battle_31923786,Chola conquest of the Anuradhapura Kingdom,battle_article,side_a,Chola victory Anuradhapura destroyed by the Chola forces. Plundering of Anuradhapura and the island's treasures.,victory,unknown,low
Samuel of Bulgaria,https://en.wikipedia.org/wiki/Samuel_of_Bulgaria,battle_49827369,Siege of Zadar (998),battle_article,side_a,"Siege failed, Croats defended the city, Bulgarians withdrew back home",unknown,unknown,low
Mahmud of Ghazni,https://en.wikipedia.org/wiki/Mahmud_of_Ghazni,battle_80092514,Ghaznavid–Samanid war,war_conflict_article,side_a,Ghaznavid victory,victory,unknown,low
Mahmud of Ghazni,https://en.wikipedia.org/wiki/Mahmud_of_Ghazni,battle_48447653,Battle of Chach,battle_article,side_a,Ghaznavid victory,victory,unknown,low
Mahmud of Ghazni,https://en.wikipedia.org/wiki/Mahmud_of_Ghazni,battle_82465906,Battle of Nandana,battle_article,side_a,Ghaznavid victory,victory,unknown,low
Mahmud of Ghazni,https://en.wikipedia.org/wiki/Mahmud_of_Ghazni,battle_82508045,Battle of the Ramganga,battle_article,side_a,Ghaznavid victory,victory,unknown,low
Mahmud of Ghazni,https://en.wikipedia.org/wiki/Mahmud_of_Ghazni,battle_81182644,Battle of the Indus (1027),battle_article,side_a,Ghaznavid victory,victory,unknown,low
Harald Hardrada,https://en.wikipedia.org/wiki/Harald_Hardrada,battle_11990403,Uprising of Petar Delyan,battle_article,side_b,Uprising suppressed,unknown,unknown,low
Harald Hardrada,https://en.wikipedia.org/wiki/Harald_Hardrada,battle_38890254,Battle of Montemaggiore,battle_article,side_a,Norman victory,victory,unknown,low
Harald Hardrada,https://en.wikipedia.org/wiki/Harald_Hardrada,battle_31644395,Battle of Olivento,battle_article,side_a,Norman victory,victory,unknown,low
Harald Hardrada,https://en.wikipedia.org/wiki/Harald_Hardrada,battle_7802646,Battle of Ostrovo,battle_article,side_b,Byzantine victory End of Bulgarian uprising,victory,unknown,low
Harald Hardrada,https://en.wikipedia.org/wiki/Harald_Hardrada,battle_66662,Battle of Stamford Bridge,battle_article,side_b,English victory,victory,unknown,low
Alexios I Komnenos,https://en.wikipedia.org/wiki/Alexios_I_Komnenos,battle_750583,Battle of Dyrrhachium (1081),battle_article,side_a,Norman victory,victory,unknown,low
Bohemond I of Antioch,https://en.wikipedia.org/wiki/Bohemond_I_of_Antioch,battle_750583,Battle of Dyrrhachium (1081),battle_article,side_b,Norman victory,victory,unknown,low
Alexios I Komnenos,https://en.wikipedia.org/wiki/Alexios_I_Komnenos,battle_5385417,Battle of Levounion,battle_article,side_a,Byzantine victory,victory,unknown,low
Bohemond I of Antioch,https://en.wikipedia.org/wiki/Bohemond_I_of_Antioch,battle_1163432,Siege of Nicaea,battle_article,side_a,Christian victory,victory,unknown,low
"Tancred, Prince of Galilee",https://en.wikipedia.org/wiki/Tancred%2C_Prince_of_Galilee,battle_1163432,Siege of Nicaea,battle_article,side_a,Christian victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_1163432,Siege of Nicaea,battle_article,side_a,Christian victory,victory,unknown,low
Kilij Arslan I,https://en.wikipedia.org/wiki/Kilij_Arslan_I,battle_1163432,Siege of Nicaea,battle_article,side_b,Christian victory,victory,unknown,low
Bohemond I of Antioch,https://en.wikipedia.org/wiki/Bohemond_I_of_Antioch,battle_16230308,Battle of Melitene,battle_article,side_a,Danishmendid victory,victory,unknown,low
Kilij Arslan I,https://en.wikipedia.org/wiki/Kilij_Arslan_I,battle_71496573,Battle of Mersivan,battle_article,side_a,Seljuk victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_25857115,Battle of Ramla (1101),battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_3593371,Siege of Tripoli,battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin II of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_II_of_Jerusalem,battle_3593371,Siege of Tripoli,battle_article,side_a,Crusader victory,victory,unknown,low
"Tancred, Prince of Galilee",https://en.wikipedia.org/wiki/Tancred%2C_Prince_of_Galilee,battle_3593371,Siege of Tripoli,battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_70283477,Siege of Acre (1104),battle_article,side_a,Crusader victory,victory,unknown,low
"Tancred, Prince of Galilee",https://en.wikipedia.org/wiki/Tancred%2C_Prince_of_Galilee,battle_3183887,Battle of Artah,battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_25857113,Battle of Ramla (1105),battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_70341043,Siege of Beirut (1110),battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_22735272,Siege of Sidon,battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin I of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_I_of_Jerusalem,battle_17002514,Battle of al-Sannabra,battle_article,side_a,Seljuk victory,victory,unknown,low
Toghtekin,https://en.wikipedia.org/wiki/Toghtekin,battle_17002514,Battle of al-Sannabra,battle_article,side_b,Seljuk victory,victory,unknown,low
Baldwin II of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_II_of_Jerusalem,battle_3216030,Battle of Sarmin,battle_article,side_a,Crusader victory,victory,unknown,low
Baldwin II of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_II_of_Jerusalem,battle_15749858,Battle of Hab,battle_article,side_a,Crusader victory,victory,unknown,low
Toghtekin,https://en.wikipedia.org/wiki/Toghtekin,battle_41217313,Venetian Crusade,battle_article,side_b,Crusader victory,victory,unknown,low
Baldwin II of Jerusalem,https://en.wikipedia.org/wiki/Baldwin_II_of_Jerusalem,battle_71446881,Battle of al-Atharib,battle_article,side_b,Zengid victory,victory,unknown,low
John II Komnenos,https://en.wikipedia.org/wiki/John_II_Komnenos,battle_36228232,Siege of Shaizar,battle_article,side_a,The emir of Shaizar becomes a vassal of the Byzantine Empire,unknown,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_14872471,Crusader invasions of Egypt,battle_article,side_b,Zengid victory Crusaders withdraw from Egypt Later establishment of the Ayyubid dynasty,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_78052022,Siege of Alexandria (1167),battle_article,side_b,Negotiated settlement,unknown,unknown,low
Manuel I Komnenos,https://en.wikipedia.org/wiki/Manuel_I_Komnenos,battle_245802,Battle of Myriokephalon,battle_article,side_a,Seljuk victory Military balance maintained,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_643071,Battle of Montgisard,battle_article,side_b,Crusader victory,victory,unknown,low
Minamoto no Yoritomo,https://en.wikipedia.org/wiki/Minamoto_no_Yoritomo,battle_320622,Genpei War,war_conflict_article,side_a,Minamoto clan victory,victory,unknown,low
Taira no Shigehira,https://en.wikipedia.org/wiki/Taira_no_Shigehira,battle_320622,Genpei War,war_conflict_article,side_b,Minamoto clan victory,victory,unknown,low
Taira no Tomomori,https://en.wikipedia.org/wiki/Taira_no_Tomomori,battle_320622,Genpei War,war_conflict_article,side_b,Minamoto clan victory,victory,unknown,low
Minamoto no Yoshinaka,https://en.wikipedia.org/wiki/Minamoto_no_Yoshinaka,battle_320622,Genpei War,war_conflict_article,side_c,Minamoto clan victory,victory,unknown,low
Saladin,https://en.wikipedia.org/wiki/Saladin,battle_16327077,Battle of Belvoir Castle,battle_article,side_b,Crusader victory,victory,unknown,low
Minamoto no Yoshinaka,https://en.wikipedia.org/wiki/Minamoto_no_Yoshinaka,battle_1256109,Siege of Hiuchi,battle_article,side_a,"Siege succeeds; fortress falls, but Minamoto survive and escape",unknown,unknown,low
