analytic_commander_id,display_name,rank_hierarchical_trust_v2,score_hierarchical_trust_v2,rank_high_level_capped,score_high_level_capped,broad_page_contribution_share,battle_siege_page_contribution_share,rank_eligibility_filtered,exclude_from_headline_ranking,rank_role_weighted,score_role_weighted,rank_change_vs_hierarchical_trust_v2,dominant_role_class,share_direct_field_command,share_unclear_role,share_nominal_or_political,role_adjustment_factor,mean_role_confidence,confidence_adjusted_tier,confidence_category,rank_band_width_80,recommended_interpretation,best_rank_pass4_models,worst_rank_pass4_models,rank_range_pass4_models
acmd_7be6f0cc4b2e,Suhayl al-Hasan,125,70.07801312089971,996,21.89388965592002,0.812547,0.187453,125.0,False,490,32.78760537324626,365,unclear_role,0.2572741200419978,0.6458697406480737,0.0,0.5448301958118775,0.43499999999999994,"Tier D, page-type-sensitive performer",very_wide,240.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,125.0,996.0,871.0
acmd_3450e1f72481,Jan Zamoyski,126,70.01454545454546,114,70.01454545454546,0.060226,0.939774,126.0,False,98,50.96625274868761,-28,principal_field_commander,0.9424018409817113,0.057598159018288624,0.0,0.82408082844177,0.5333333333333333,"Tier D, category-specific confidence tier",very_wide,437.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,98.0,126.0,28.0
acmd_a3174bf1768e,Georgi Todorov,127,69.98500468603561,115,69.98500468603561,0.30698,0.69302,127.0,False,166,45.5094383561547,39,principal_field_commander,0.6725432507192132,0.19878786700469403,0.0,0.7412451275064739,0.509090909090909,"Tier E, confidence-limited ranked commander",very_wide,526.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,115.0,166.0,51.0
acmd_662e0ee7e851,Jean-de-Dieu Soult,128,69.76007497656983,116,69.76007497656983,0.009895,0.990105,128.0,False,95,51.241608896973524,-33,principal_field_commander,0.9882365780308415,0.011763421969158347,0.0,0.8188321693128979,0.5882352941176471,"Tier E, confidence-limited ranked commander",very_wide,108.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,95.0,128.0,33.0
acmd_3f8252f04561,"Louis William, Margrave of Baden-Baden",129,69.72727272727273,117,69.72727272727273,0.018977,0.981023,129.0,False,120,48.920138282415394,-9,principal_field_commander,0.962741749458358,0.03725825054164191,0.0,0.7881481519386813,0.5607142857142857,"Tier D, category-specific confidence tier",very_wide,339.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,117.0,129.0,12.0
acmd_3d3f64913588,Stefan Czarniecki,130,69.65135895032802,118,69.65135895032802,0.0,1.0,130.0,False,93,51.35944735194519,-37,principal_field_commander,1.0,0.0,0.0,0.8216710909706992,0.5896551724137932,"Tier E, confidence-limited ranked commander",very_wide,152.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,93.0,130.0,37.0
acmd_4b49a6c530a7,Peter the Great,131,69.63167760074978,119,69.63167760074978,0.07671,0.92329,131.0,False,140,47.61029738010995,9,principal_field_commander,0.926392451454673,0.07360754854532708,0.0,0.7904564146130469,0.46,"Tier E, confidence-limited ranked commander",very_wide,415.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,119.0,140.0,21.0
acmd_5a9f38525bf8,Alexander I of Russia,132,69.27272727272727,121,69.27272727272727,0.147753,0.852247,132.0,False,394,35.706793967820985,262,wing_or_corps_commander,0.8372232879011196,0.16277671209888037,0.0,0.6016222615261225,0.4270833333333333,"Tier E, confidence-limited ranked commander",very_wide,304.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,121.0,394.0,273.0
acmd_5b190fd5c0b0,Joseph Souham,133,69.1921274601687,122,69.1921274601687,0.0,1.0,133.0,False,135,47.82711324283781,2,principal_field_commander,1.0,0.0,0.0,0.7727946616745442,0.5777777777777778,"Tier D, category-specific confidence tier",very_wide,383.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,122.0,135.0,13.0
acmd_0d145400dba8,Eugène de Beauharnais,134,69.14807872539832,123,69.14807872539832,0.027671,0.972329,134.0,False,147,46.910562032746924,13,principal_field_commander,0.9679588050101201,0.032041194989879944,0.0,0.7682981985504278,0.532,"Tier E, confidence-limited ranked commander",very_wide,207.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,123.0,147.0,24.0
acmd_c7a20a654047,Sidney Smith,135,69.09840674789129,124,69.09840674789129,0.154699,0.845301,135.0,False,196,43.8960414822338,61,principal_field_commander,0.8557602417891066,0.14423975821089333,0.0,0.7174797221437418,0.5416666666666666,"Tier D, category-specific confidence tier",very_wide,412.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,124.0,196.0,72.0
acmd_8e02c61ad395,Radomir Putnik,136,69.04909090909089,125,69.04909090909089,0.162129,0.837871,136.0,False,339,37.69536571453633,203,wing_or_corps_commander,0.7851892133508979,0.21481078664910216,0.0,0.630142170246767,0.4653846153846154,"Tier E, confidence-limited ranked commander",very_wide,436.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,125.0,339.0,214.0
acmd_52962b0bcbfa,"Frederick Henry, Prince of Orange",137,69.03842549203374,126,69.03842549203374,0.0,1.0,137.0,False,81,52.362990411650195,-56,principal_field_commander,1.0,0.0,0.0,0.8499999999999999,0.5692307692307692,"Tier D, category-specific confidence tier",very_wide,333.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,81.0,137.0,56.0
acmd_c2011f41d49c,Erich Hoepner,138,69.02624179943767,127,69.02624179943767,0.0,1.0,138.0,False,134,47.94203476311623,-4,principal_field_commander,0.9734184274448002,0.026581572555199735,0.0,0.7786015239747178,0.5681818181818182,"Tier D, category-specific confidence tier",very_wide,369.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,127.0,138.0,11.0
acmd_b15fdc62c813,Guillaume Brune,139,69.02249297094659,128,69.02249297094659,0.034805,0.965195,139.0,False,104,50.42418845352784,-35,principal_field_commander,0.9676105387533427,0.032389461246657404,0.0,0.8105932786870682,0.605,"Tier E, confidence-limited ranked commander",very_wide,460.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,104.0,139.0,35.0
acmd_e43c39de06c7,Karl Philipp von Wrede,140,68.82567947516401,129,68.82567947516401,0.033047,0.966953,140.0,False,131,48.12507422887021,-9,principal_field_commander,0.968130000188414,0.031869999811585996,0.0,0.7921575446434813,0.5307692307692308,"Tier E, confidence-limited ranked commander",very_wide,378.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,129.0,140.0,11.0
acmd_94102c51a631,Walter Model,141,68.74601686972821,270,58.71608758512965,0.487539,0.512461,141.0,False,316,38.34243639626775,175,principal_field_commander,0.5119705605171798,0.32319321339629925,0.0,0.6447866812276112,0.46,"Tier D, page-type-sensitive performer",very_wide,221.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,141.0,316.0,175.0
acmd_89da43c8379a,Jeremi Wiśniowiecki,142,68.73289597000938,130,68.73289597000938,0.0,1.0,142.0,False,121,48.89126367867348,-21,principal_field_commander,1.0,0.0,0.0,0.7843067178998837,0.6277777777777778,"Tier D, category-specific confidence tier",very_wide,431.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,121.0,142.0,21.0
acmd_37c28500910f,Craterus,143,68.64573570759137,131,68.64573570759137,0.070065,0.929935,143.0,False,246,40.50954963529276,103,wing_or_corps_commander,0.9335857155019476,0.06641428449805244,0.0,0.6735535743143469,0.5045454545454545,"Tier E, confidence-limited ranked commander",very_wide,477.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,131.0,246.0,115.0
acmd_fa44e6d4c738,Stilicho,144,68.61545454545457,132,68.61545454545457,0.060226,0.939774,144.0,False,115,49.56113422826858,-29,principal_field_commander,0.9282250472269465,0.0717749527730535,0.0,0.8177012712521259,0.5333333333333333,"Tier E, confidence-limited ranked commander",very_wide,451.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,115.0,144.0,29.0
acmd_9b4ea96e8bda,"Louis Joseph, Duke of Vendôme",145,68.49109653233364,133,68.49109653233364,0.0,1.0,145.0,False,106,50.33444751680523,-39,principal_field_commander,0.9896732238220354,0.010326776177964538,0.0,0.8217488908845686,0.5772727272727273,"Tier E, confidence-limited ranked commander",very_wide,491.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,106.0,145.0,39.0
acmd_f484f1c46227,Bai Chongxi,146,68.44142455482663,134,68.44142455482663,0.244559,0.755441,146.0,False,331,37.84392983623538,185,wing_or_corps_commander,0.7535563007228836,0.10729157303090882,0.0,0.6369856772402419,0.4722222222222222,"Tier E, confidence-limited ranked commander",very_wide,293.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,134.0,331.0,197.0
acmd_d227ff7d2a3b,Chen Cheng,147,68.4218181818182,135,68.4218181818182,0.039907,0.960093,147.0,False,429,34.5826867078157,282,wing_or_corps_commander,0.7575090181382453,0.2424909818617547,0.0,0.5872257733556433,0.4428571428571429,"Tier E, confidence-limited ranked commander",very_wide,459.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,135.0,429.0,294.0
acmd_2ef312115ec7,Shimazu Yoshihiro,148,68.41705716963449,136,68.41705716963449,0.0,1.0,148.0,False,226,41.75650123510064,78,wing_or_corps_commander,1.0,0.0,0.0,0.6832463770836542,0.573076923076923,"Tier D, category-specific confidence tier",very_wide,313.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,136.0,226.0,90.0
acmd_afc35b7cdb25,Ralph Abercromby,149,68.41237113402063,137,68.41237113402063,0.036538,0.963462,149.0,False,112,49.75019904156703,-37,principal_field_commander,0.954217525906005,0.045782474093995044,0.0,0.8184315850716438,0.5541666666666667,"Tier E, confidence-limited ranked commander",very_wide,306.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,112.0,149.0,37.0
acmd_f8f02c901368,Dragut,150,68.27741330834115,138,68.27741330834115,0.0,1.0,150.0,False,189,44.32285735787324,39,principal_field_commander,1.0,0.0,0.0,0.7361590265610637,0.5272727272727272,"Tier E, confidence-limited ranked commander",very_wide,492.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,138.0,189.0,51.0
acmd_679a34ae0dfb,Ubadah ibn al-Samit,151,68.25960637300844,139,68.25960637300844,0.0,1.0,151.0,False,149,46.82883600842131,-2,principal_field_commander,1.0,0.0,0.0,0.761092396147524,0.6055555555555556,"Tier D, category-specific confidence tier",very_wide,257.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,139.0,151.0,12.0
acmd_0b6426d117e5,Mao Zedong,152,68.23413308341144,140,68.23413308341144,0.074568,0.925432,152.0,False,237,41.07908212383748,85,principal_field_commander,0.8192215851537545,0.1807784148462455,0.0,0.6956805841923073,0.46153846153846156,"Tier E, confidence-limited ranked commander",very_wide,465.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,140.0,237.0,97.0
acmd_2f7f59ab7114,Gerd von Rundstedt,153,68.21462043111528,141,68.21462043111528,0.232722,0.767278,153.0,False,228,41.594450286900745,75,principal_field_commander,0.7991647764322231,0.146325609093839,0.0,0.6909445698544117,0.53,"Tier E, confidence-limited ranked commander",very_wide,262.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,141.0,228.0,87.0
acmd_831d7a80cb6d,Zhang Fakui,154,68.1340206185567,142,68.1340206185567,0.185118,0.814882,154.0,False,174,45.20492544740358,20,principal_field_commander,0.8237189897862784,0.036378378849036545,0.0,0.7543335972812835,0.5181818181818182,"Tier E, confidence-limited ranked commander",very_wide,429.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,142.0,174.0,32.0
acmd_c239cf1b124d,George Crook,155,68.04498594189317,143,68.04498594189317,0.016362,0.983638,155.0,False,101,50.76502174101538,-54,principal_field_commander,0.9854426212891816,0.014557378710818514,0.0,0.8434491795801317,0.5380952380952382,"Tier E, confidence-limited ranked commander",very_wide,326.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,101.0,155.0,54.0
acmd_6012afc56d98,Asif Ali Zardari,156,67.97567010309281,435,50.087872515463935,0.55789,0.44211,156.0,False,454,33.698317023901566,298,unclear_role,0.3339560542912076,0.5496095353589971,0.0,0.585210547535982,0.38846153846153847,"Tier D, page-type-sensitive performer",very_wide,483.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,156.0,454.0,298.0
acmd_317a8614d091,Mikhail Miloradovich,157,67.96907216494846,144,67.96907216494846,0.020939,0.979061,157.0,False,299,39.0090486184979,142,wing_or_corps_commander,0.9807856495372745,0.019214350462725478,0.0,0.6478910768117265,0.5433333333333333,"Tier E, confidence-limited ranked commander",very_wide,257.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,144.0,299.0,155.0
acmd_b870b50798ee,Robert L. Eichelberger,158,67.96344892221181,145,67.96344892221181,0.0,1.0,158.0,False,335,37.78496819801554,177,wing_or_corps_commander,1.0,0.0,0.0,0.6286475018106112,0.5375,"Tier D, category-specific confidence tier",very_wide,236.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,145.0,335.0,190.0
acmd_075298c6aeed,Bairam Khan,159,67.94470477975634,146,67.94470477975634,0.0,1.0,159.0,False,142,47.246624758224335,-17,principal_field_commander,1.0,0.0,0.0,0.7758647194465795,0.5850000000000001,"Tier E, confidence-limited ranked commander",very_wide,355.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,142.0,159.0,17.0
acmd_c71eebe002ad,Rodolfo Graziani,160,67.90636363636364,147,67.90636363636364,0.060198,0.939802,160.0,False,154,46.52757661626879,-6,principal_field_commander,0.8590351157378737,0.14096488426212622,0.0,0.7865658020820432,0.484375,"Tier E, confidence-limited ranked commander",very_wide,453.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,147.0,160.0,13.0
acmd_08e286345159,Valery Gerasimov,161,67.89319587628864,148,67.89319587628864,0.037535,0.962465,161.0,False,254,40.32518102274691,93,principal_field_commander,0.7663355964153395,0.23366440358466042,0.0,0.700481873553241,0.39166666666666666,"Tier E, confidence-limited ranked commander",very_wide,547.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,148.0,254.0,106.0
acmd_83dec2151eaf,Basil II,162,67.7825679475164,149,67.7825679475164,0.0,1.0,162.0,False,110,50.08402407110298,-52,principal_field_commander,1.0,0.0,0.0,0.8278906403268529,0.5700000000000001,"Tier E, confidence-limited ranked commander",very_wide,403.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,110.0,162.0,52.0
acmd_22fb66cab5e7,Alauddin Khalji,163,67.77818181818184,150,67.77818181818184,0.0,1.0,163.0,False,80,52.57045227272729,-83,principal_field_commander,1.0,0.0,0.0,0.8500000000000001,0.65,"Tier D, category-specific confidence tier",very_wide,435.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,80.0,163.0,83.0
acmd_c8c85e9fde2d,Shapur I,164,67.42361761949391,151,67.42361761949391,0.0,1.0,164.0,False,97,51.061684857596596,-67,principal_field_commander,1.0,0.0,0.0,0.8500000000000001,0.5638888888888889,"Tier D, category-specific confidence tier",very_wide,314.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,97.0,164.0,67.0
acmd_4f8137f2765a,Hans Karl von Diebitsch,165,67.41454545454545,152,67.41454545454545,0.0,1.0,165.0,False,146,46.991526561913496,-19,principal_field_commander,1.0,0.0,0.0,0.7812855801875873,0.56875,"Tier D, category-specific confidence tier",very_wide,564.8,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,146.0,165.0,19.0
acmd_2ec882c76a3e,Nozu Michitsura,166,67.23545454545454,153,67.23545454545454,0.029269,0.970731,166.0,False,208,42.98063242503238,42,principal_field_commander,0.9721782105611984,0.02782178943880165,0.0,0.7188414978704947,0.5571428571428572,"Tier E, confidence-limited ranked commander",very_wide,616.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,153.0,208.0,55.0
acmd_48b3c6f83678,Xue Yue,167,67.16401124648547,154,67.16401124648547,0.110733,0.889267,167.0,False,185,44.461605526560035,18,principal_field_commander,0.8990898055989287,0.014251486277521572,0.0,0.7490019635413335,0.5352941176470588,"Tier E, confidence-limited ranked commander",very_wide,264.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,154.0,185.0,31.0
acmd_b3185ee2fd63,Yakov Kulnev,168,67.02436738519212,155,67.02436738519212,0.025249,0.974751,168.0,False,128,48.32861483965081,-40,principal_field_commander,0.9747506400475672,0.02524935995243275,0.0,0.805372833990959,0.58125,"Tier E, confidence-limited ranked commander",very_wide,424.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,128.0,168.0,40.0
acmd_270c009fbe85,John Norris,169,67.0103092783505,156,67.0103092783505,0.0,1.0,169.0,False,87,51.642611683848784,-82,principal_field_commander,1.0,0.0,0.0,0.8499999999999999,0.6266666666666667,"Tier D, category-specific confidence tier",very_wide,183.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,87.0,169.0,82.0
acmd_f84ebc2d7c28,Uesugi Kagekatsu,170,67.00093720712277,157,67.00093720712277,0.031088,0.968912,170.0,False,168,45.47093838735547,-2,principal_field_commander,0.9707358572723827,0.02926414272761745,0.0,0.7623027844943013,0.5611111111111112,"Tier D, category-specific confidence tier",very_wide,404.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,157.0,170.0,13.0
acmd_4484c9e6f238,Kuroda Yoshitaka,171,66.93345829428304,158,66.93345829428304,0.0,1.0,171.0,False,234,41.31414529912985,63,wing_or_corps_commander,1.0,0.0,0.0,0.6875607693495517,0.5909090909090909,"Tier D, category-specific confidence tier",very_wide,530.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,158.0,234.0,76.0
acmd_edb3bda06f61,Emperor Taizong of Tang,172,66.89727272727272,159,66.89727272727272,0.086514,0.913486,172.0,False,305,38.795748209575386,133,wing_or_corps_commander,0.9134856734758953,0.0865143265241048,0.0,0.6697356546749148,0.4636363636363636,"Tier E, confidence-limited ranked commander",very_wide,538.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,159.0,305.0,146.0
acmd_c7e5e7782ad1,Pyotr Bagration,173,66.85941893158387,160,66.85941893158387,0.025085,0.974915,173.0,False,177,45.02494908516368,4,principal_field_commander,0.9763840435701986,0.023615956429801334,0.0,0.756507951006948,0.5607142857142857,"Tier E, confidence-limited ranked commander",very_wide,144.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,160.0,177.0,17.0
acmd_97d6fe912357,Qasem Soleimani,174,66.8562886597938,223,61.719051439175246,0.446104,0.553896,174.0,False,472,33.220356415862,298,unclear_role,0.602794242669297,0.39720575733070285,0.0,0.5737309937882679,0.4642857142857143,"Tier D, page-type-sensitive performer",very_wide,573.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,174.0,472.0,298.0
acmd_fb2128f7d17a,Abdul Rashid Dostum,175,66.74440487347704,161,66.74440487347704,0.328284,0.671716,175.0,False,151,46.73935237161233,-24,principal_field_commander,0.73160899359284,0.027959375847035943,0.0,0.8013535362848152,0.4954545454545455,"Tier E, confidence-limited ranked commander",very_wide,631.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,151.0,175.0,24.0
acmd_9e98c779580b,Nathan Bedford Forrest,176,66.55295220243674,162,66.55295220243674,0.0,1.0,176.0,False,88,51.62013355201501,-88,principal_field_commander,1.0,0.0,0.0,0.8500000000000002,0.65,"Tier D, category-specific confidence tier",very_wide,213.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,88.0,176.0,88.0
acmd_2d12842a46d1,Abdulaziz Ibn Saud,177,66.47797563261481,163,66.47797563261481,0.0,1.0,177.0,False,124,48.6764864143233,-53,principal_field_commander,1.0,0.0,0.0,0.8270920715881087,0.5411764705882353,"Tier E, confidence-limited ranked commander",very_wide,479.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,124.0,177.0,53.0
acmd_f4511a92baa3,Friedrich Wilhelm Freiherr von Bülow,178,66.47047797563262,164,66.47047797563262,0.020589,0.979411,178.0,False,158,46.40031868446543,-20,principal_field_commander,0.9810807579199732,0.018919242080026877,0.0,0.7845363520803924,0.5590909090909091,"Tier D, category-specific confidence tier",very_wide,391.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,158.0,178.0,20.0
acmd_c5eabdc2f47c,Matthew Ridgway,179,66.3090909090909,165,66.3090909090909,0.170962,0.829038,179.0,False,207,43.007582186898404,28,principal_field_commander,0.8321264586560824,0.16787354134391758,0.0,0.7383718521224742,0.5136363636363637,"Tier E, confidence-limited ranked commander",very_wide,558.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,165.0,207.0,42.0
acmd_908f103551ad,Henri Gouraud,180,66.28818181818183,166,66.28818181818183,0.18481,0.81519,180.0,False,184,44.561336776184575,4,principal_field_commander,0.8241941898510803,0.09094321469297284,0.0,0.7747263635596879,0.4708333333333334,"Tier E, confidence-limited ranked commander",very_wide,517.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,166.0,184.0,18.0
acmd_6a6618f975fe,Gebhard Leberecht von Blücher,181,66.27647610121836,167,66.27647610121836,0.017181,0.982819,181.0,False,179,44.97449971009195,-2,principal_field_commander,0.9837543415433893,0.016245658456610745,0.0,0.7632054370823134,0.5565217391304348,"Tier E, confidence-limited ranked commander",very_wide,183.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,167.0,181.0,14.0
acmd_de73e1aca036,Jerzy Sebastian Lubomirski,182,66.12363636363636,168,66.12363636363636,0.0,1.0,182.0,False,126,48.4241886174829,-56,principal_field_commander,1.0,0.0,0.0,0.8174823890038446,0.5833333333333334,"Tier D, category-specific confidence tier",very_wide,512.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,126.0,182.0,56.0
acmd_417edae47af2,Ras Alula,183,66.02000000000001,169,66.02000000000001,0.083253,0.916747,183.0,False,190,44.30771115696512,7,principal_field_commander,0.916747254513724,0.08325274548627615,0.0,0.7753075356351284,0.4625,"Tier E, confidence-limited ranked commander",very_wide,544.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,169.0,190.0,21.0
acmd_db122e03fe49,Toyotomi Hideyoshi,184,66.00187441424553,170,66.00187441424553,0.034681,0.965319,184.0,False,318,38.333249079388864,134,wing_or_corps_commander,0.973632761030015,0.02636723896998507,0.0,0.6511746258381663,0.5676470588235294,"Tier D, category-specific confidence tier",very_wide,347.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,170.0,318.0,148.0
acmd_e6bbbc6f64c7,"Nizam-ul-Mulk, Asaf Jah I",185,65.72818181818182,171,65.72818181818182,0.0,1.0,185.0,False,240,40.78549542679577,55,wing_or_corps_commander,1.0,0.0,0.0,0.6979460131015994,0.55625,"Tier D, category-specific confidence tier",very_wide,528.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,171.0,240.0,69.0
acmd_4931ba4c414b,Mikołaj Potocki,186,65.52014995313965,173,65.52014995313965,0.0,1.0,186.0,False,136,47.82184355330834,-50,principal_field_commander,1.0,0.0,0.0,0.8053847687342642,0.625,"Tier D, category-specific confidence tier",very_wide,462.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,136.0,186.0,50.0
acmd_4710d6848864,Yasuji Okamura,187,65.44142455482663,174,65.44142455482663,0.144449,0.855551,187.0,False,173,45.241489386347716,-14,principal_field_commander,0.8555510242399673,0.014181707466528692,0.0,0.7799597988664322,0.5454545454545454,"Tier E, confidence-limited ranked commander",very_wide,466.2,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,173.0,187.0,14.0
acmd_ae7f67464a94,Chiang Kai-shek,188,65.31115276476102,175,65.31115276476102,0.299267,0.700733,188.0,False,526,31.61428822125612,338,wing_or_corps_commander,0.6355723230864105,0.36442767691358946,0.0,0.5689711345524745,0.40303030303030307,"Tier E, confidence-limited ranked commander",very_wide,228.6,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,175.0,526.0,351.0
acmd_db25c624f2c4,Ngô Quang Trưởng,189,65.26148078725397,176,65.26148078725397,0.121442,0.878558,189.0,False,183,44.60050839951875,-6,principal_field_commander,0.817102546722063,0.06995067643732274,0.0,0.7782632869313383,0.5125,"Tier E, confidence-limited ranked commander",very_wide,502.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,176.0,189.0,13.0
acmd_748807c2a3ef,Li Zongren,190,65.26054358013121,177,65.26054358013121,0.26453,0.73547,190.0,False,291,39.118618277735806,101,principal_field_commander,0.7274636631319191,0.22561870218851973,0.0,0.6930988342922899,0.459375,"Tier E, confidence-limited ranked commander",very_wide,260.0,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,177.0,291.0,114.0
acmd_5386326f6bd7,"Johann Tserclaes, Count of Tilly",191,65.22399250234302,178,65.22399250234302,0.0,1.0,191.0,False,132,48.00790843302657,-59,principal_field_commander,0.9817121037866325,0.018287896213367426,0.0,0.8208699938887076,0.5866666666666667,"Tier E, confidence-limited ranked commander",very_wide,449.9,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,132.0,191.0,59.0
acmd_6286f2c7b756,Radko Dimitriev,192,64.91190253045923,180,64.91190253045923,0.012783,0.987217,192.0,False,143,47.24188322974426,-49,principal_field_commander,0.947345917968438,0.05265408203156194,0.0,0.826305663085797,0.5230769230769231,"Tier E, confidence-limited ranked commander",very_wide,461.4,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,143.0,192.0,49.0
acmd_52ad45bc1e43,Nikolai Yudenich,193,64.87722586691659,181,64.87722586691659,0.041931,0.958069,193.0,False,181,44.944501443106624,-12,principal_field_commander,0.911726716676388,0.06408826776107837,0.0,0.7933475116106011,0.4928571428571429,"Tier E, confidence-limited ranked commander",very_wide,434.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,181.0,193.0,12.0
acmd_ed754e5e4fb9,P. G. T. Beauregard,194,64.8228678537957,182,64.8228678537957,0.0,1.0,194.0,False,107,50.27823687910029,-87,principal_field_commander,1.0,0.0,0.0,0.8500000000000001,0.65,"Tier D, category-specific confidence tier",very_wide,182.1,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,107.0,194.0,87.0
acmd_8f2f439c1651,Abu Mohammad al-Julani,195,64.82035613870666,1050,0.0,1.0,0.0,195.0,False,559,30.5630935734403,364,unclear_role,0.20493820464159074,0.5880001030156042,0.0,0.5543406997915574,0.4022727272727273,"Tier D, page-type-sensitive performer",very_wide,456.7,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,195.0,1050.0,855.0
acmd_33aa25cc2331,Karađorđe Petrović,196,64.71321462043112,183,64.71321462043112,0.0,1.0,196.0,False,255,40.295656152159296,59,wing_or_corps_commander,1.0,0.0,0.0,0.692936557011579,0.5944444444444446,"Tier D, category-specific confidence tier",very_wide,316.5,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,183.0,255.0,72.0
acmd_af5d21204038,Paul von Lettow-Vorbeck,197,64.6119962511715,184,64.6119962511715,0.0,1.0,197.0,False,116,49.42817713214621,-81,principal_field_commander,1.0,0.0,0.0,0.8500000000000001,0.6,"Tier E, confidence-limited ranked commander",very_wide,354.3,Wide uncertainty: use tier and sensitivity context rather than exact adjacent rank.,116.0,197.0,81.0
