battle_id,battle_name,year,war_name,commander_name_raw,commander_name_normalized,commander_wikipedia_url,side,belligerent,battle_result_for_commander,role_in_battle,opposing_commander_names_raw,location_normalized,strength_side_raw,strength_enemy_raw,casualties_side_raw,casualties_enemy_raw,source_url,parse_notes,identity_confidence,recovery_source,recovery_side_raw_text
battle_57377831,Battle of Wurzach,1525,German Peasants' War,Pfaff-Florian of Aichstetten,Pfaff-Florian of Aichstetten,https://en.wikipedia.org/wiki/Pfaff-Florian_of_Aichstetten,side_a,Old Swabian Confederation,defeat,,,near Bad Wurzach,"7,000","7,000",140,unknown,https://en.wikipedia.org/wiki/Battle_of_Wurzach,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Pfaff-Florian of Aichstetten
battle_25362917,Siege of Calicut (1526),1526,Calicut–Portuguese wars,João de Lima,João de Lima,https://en.wikipedia.org/wiki/Jo%C3%A3o_de_Lima,side_b,30px|border Portuguese Empire,unknown,,,"Calicut, Kerala, India",300,Unknown,,,https://en.wikipedia.org/wiki/Siege_of_Calicut_%281526%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,João de Lima
battle_78789910,Spanish expedition to Tlemcen (1543),1543,Spanish–Ottoman wars,Ahmed Segheur,Ahmed Segheur,https://en.wikipedia.org/wiki/Ahmed_Segheur,side_b,23px Kingdom of Tlemcen Banu Rashid Wattasid sultanate Minor support: 23px Regency of Algiers,unknown,,,Kingdom of Tlemcen (present-day Algeria),"45,000 soldiers (at its peak)","14,000 infantrymen 500–1,500 horsemen","Heavy: Most of the population of Tlemcen killed or enslaved More than 2,000 captured",Heavy,https://en.wikipedia.org/wiki/Spanish_expedition_to_Tlemcen_%281543%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,23px Abu Zayyan III 23px Ibrahim 23px Al-Mansour ben Bogani Ahmed Segheur
battle_77420792,Battle of Drumlanrig,1548,the Anglo-Scottish Wars,Earl of Angus,Earl of Angus,https://en.wikipedia.org/wiki/Earl_of_Angus,side_b,Kingdom of Scotland,unknown,,,"Thornhill, Dumfries and Galloway, Scotland, United Kingdom",Unknown but much smaller,"3,000","Unknown, relatively light","Almost all the English cavalry, plus the desertion of 400 Scots ""Assured Men""",https://en.wikipedia.org/wiki/Battle_of_Drumlanrig,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Earl of Angus
battle_33341579,Siege of Mirandola (1551),1551,the Italian War of 1551–1559,Camillo Orsini,Camillo Orsini,https://en.wikipedia.org/wiki/Camillo_Orsini,side_b,Papal States Holy Roman Empire Spanish Empire,unknown,,,"Mirandola, Emilia, Italy","4,000",400,"1,800",200,https://en.wikipedia.org/wiki/Siege_of_Mirandola_%281551%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Camillo Orsini Alessandro Vitelli Giovanni Battista del Monte
battle_33341579,Siege of Mirandola (1551),1551,the Italian War of 1551–1559,Alessandro Vitelli,Alessandro Vitelli,https://en.wikipedia.org/wiki/Alessandro_Vitelli,side_b,Papal States Holy Roman Empire Spanish Empire,unknown,,,"Mirandola, Emilia, Italy","4,000",400,"1,800",200,https://en.wikipedia.org/wiki/Siege_of_Mirandola_%281551%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Camillo Orsini Alessandro Vitelli Giovanni Battista del Monte
battle_16689357,Siege of Smerwick,1580,the Second Desmond Rebellion,Sebastiano di San Giuseppe,Sebastiano di San Giuseppe,https://en.wikipedia.org/wiki/Sebastiano_di_San_Giuseppe,side_b,Papal States Papal States 20px Desmond rebels,unknown,,,"Dún an Óir near Ard na Caithne, Ireland",400–700,"~4,000",,,https://en.wikipedia.org/wiki/Siege_of_Smerwick,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Sebastiano di San Giuseppe
battle_47602196,Siege of Enniskillen (1594),1594,the Nine Years' War,Cormac MacBaron O'Neill,Cormac MacBaron O'Neill,https://en.wikipedia.org/wiki/Cormac_MacBaron_O%27Neill,side_b,22px Irish Alliance,unknown,,,"Enniskillen, County Fermanagh, Northern Ireland","2,000",75,,,https://en.wikipedia.org/wiki/Siege_of_Enniskillen_%281594%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Hugh Maguire Hugh Roe O'Donnell Cormac MacBaron O'Neill
battle_44013373,Siege of Huy (1595),1595,"the Eighty Years' War, the Luxemburg campaigns and the Anglo-Spanish War (1585–1604)",Charles de Héraugière,Charles de Héraugière,https://en.wikipedia.org/wiki/Charles_de_H%C3%A9raugi%C3%A8re,side_a,United Provinces Dutch Republic Kingdom of England,unknown,,,"Huy, Prince-Bishopric of Liège (present-day Belgium)","1,800",Unknown,,,https://en.wikipedia.org/wiki/Siege_of_Huy_%281595%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Charles de Héraugière
battle_79267996,Karakalpak rebellion (1603–1605),1603,Abd al-Ghaffar's rebellion,Esim Khan,Esim Khan,https://en.wikipedia.org/wiki/Esim_Khan,side_a,Kazakh Khanate,unknown,,,"Syrdarya, Kazakhstan",,,,,https://en.wikipedia.org/wiki/Karakalpak_rebellion_%281603%E2%80%931605%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kazakh Khanate Esim Khan Kazakh Khanate Батыр-хан
battle_1867090,Battle of Swally,1612,Portuguese battles in the Indian Ocean,Thomas Best,Thomas Best,https://en.wikipedia.org/wiki/Thomas_Best_%28Royal_Navy_officer%29,side_a,English East India Company,unknown,,,"Off Suvali, Indian Ocean",4 galleons,4 galleons 26 barks,Unknown killed and wounded,Unknown killed and wounded 3 galleons beached 1 bark destroyed,https://en.wikipedia.org/wiki/Battle_of_Swally,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Thomas Best
battle_26485573,Battle of Gibraltar (1621),1621,the Eighty Years' War,Fadrique de Toledo,Fadrique de Toledo,https://en.wikipedia.org/wiki/Fadrique_de_Toledo,side_a,Spain,unknown,,,Bay of Gibraltar,6 galleons 3 warships,20 warships 30 merchant ships,None,5 ships sunk 2 ship captured,https://en.wikipedia.org/wiki/Battle_of_Gibraltar_%281621%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Spain Fadrique de Toledo
battle_34702160,Battle of Veillane,1630,War of the Mantuan Succession,Henri II de Montmorency,Henri II de Montmorency,https://en.wikipedia.org/wiki/Henri_II_de_Montmorency,side_a,Kingdom of France,unknown,,,"Avigliana, Piedmont, Northern Italy","10,000 to 12,000","18,000",400 killed and wounded,"1,000 killed and wounded",https://en.wikipedia.org/wiki/Battle_of_Veillane,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Henri II de Montmorency
battle_30598872,Battle of Cádiz (1640),1640,the Franco-Spanish War (1635–1659),Jean Armand de Maillé-Brézé,Jean Armand de Maillé-Brézé,https://en.wikipedia.org/wiki/Jean_Armand_de_Maill%C3%A9-Br%C3%A9z%C3%A9,side_b,Kingdom of France,unknown,,,Bay of Cádiz,"24 galleons, 12 fireships","10 galleons, 1 patache",Unknown,"1 galleon burned, 1 patache sunk",https://en.wikipedia.org/wiki/Battle_of_C%C3%A1diz_%281640%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Jean Armand de Maillé-Brézé
battle_31602239,Battle of Tarragona (August 1641),1641,the Franco-Spanish War (1635) and the Catalan Revolt,Henri d'Escoubleau de Sourdis,Henri d'Escoubleau de Sourdis,https://en.wikipedia.org/wiki/Henri_d%27Escoubleau_de_Sourdis,side_a,Kingdom of France,unknown,,,"Off Tarragona, Principality of Catalonia, France",26 galleons 19 galleys 8 brigantines 4 fireships,30–35 galleons and frigates 29 galleys 65 transport ships,Severe human losses and naval damage 1 fireship captured,Minor,https://en.wikipedia.org/wiki/Battle_of_Tarragona_%28August_1641%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Henri d'Escoubleau de Sourdis
battle_31377337,Naval battle of Tarragona,1641,the Franco-Spanish War (1635) and the Reaper's War.,Henri d'Escoubleau de Sourdis,Henri d'Escoubleau de Sourdis,https://en.wikipedia.org/wiki/Henri_d%27Escoubleau_de_Sourdis,side_a,Kingdom of France,unknown,,,"Off Tarragona, then the Principality of Catalonia","19 sailing ships, 5 fireships, 11 galleysLa Roncière 1899","41 galleys, 7 brigantinesBalaguer 1885",50 killedLa Roncière 1899,"12 galleys and 2,000 menGuérin 1851",https://en.wikipedia.org/wiki/Naval_battle_of_Tarragona,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Henri d'Escoubleau de Sourdis
battle_23065956,Battle of Barcelona,1642,the Franco-Spanish War (1635–59),Jean Armand de Maillé-Brézé,Jean Armand de Maillé-Brézé,https://en.wikipedia.org/wiki/Jean_Armand_de_Maill%C3%A9-Br%C3%A9z%C3%A9,side_a,Kingdom of France,unknown,,,"Off Barcelona, Principality of Catalonia","44 sailing vessels, 17 galleys, 14 fireships","36 sailing vessels, 10 galleys, 6 fireships, 35 barcos longos",800 killed and wounded 1 galleon destroyed Bodart 1908,"1,600 killed, wounded and captured 2 galleons destroyed, 1 galleon captured Bodart 1908",https://en.wikipedia.org/wiki/Battle_of_Barcelona,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Jean Armand de Maillé-Brézé
battle_30690631,Battle of Burton Bridge (1643),1643,the First English Civil War,Thomas Tyldesley,Thomas Tyldesley,https://en.wikipedia.org/wiki/Thomas_Tyldesley,side_a,Royalists,unknown,,,Burton upon Trent,Unknown,200 infantry 60 dragoons 1 cannon,,,https://en.wikipedia.org/wiki/Battle_of_Burton_Bridge_%281643%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Henrietta Maria Thomas Tyldesley
battle_30690631,Battle of Burton Bridge (1643),1643,the First English Civil War,Thomas Sanders,Thomas Sanders,https://en.wikipedia.org/wiki/Captain_Thomas_Sanders,side_b,Parliamentarians,unknown,,,Burton upon Trent,200 infantry 60 dragoons 1 cannon,Unknown,,,https://en.wikipedia.org/wiki/Battle_of_Burton_Bridge_%281643%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Richard Houghton Thomas Sanders
battle_23563100,Battle of Cartagena (1643),1643,the Franco-Spanish War (1635),Jean Armand de Maillé-Brézé,Jean Armand de Maillé-Brézé,https://en.wikipedia.org/wiki/Jean_Armand_de_Maill%C3%A9-Br%C3%A9z%C3%A9,side_a,Kingdom of France,unknown,,,"Off Cartagena, Mediterranean Sea",20 galleons 2 frigates 12 fire ships,29 galleons 14 galleys,Low,3 ships unknown men killed,https://en.wikipedia.org/wiki/Battle_of_Cartagena_%281643%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Jean Armand de Maillé-Brézé
battle_10595002,Siege of Reading,1643,First English Civil War,Richard Feilding,Richard Feilding,https://en.wikipedia.org/wiki/Richard_Feilding,side_a,Royal Standard of England (1603–1689).svg Royalists,unknown,,,"Reading, Berkshire","3,300","19,000",,,https://en.wikipedia.org/wiki/Siege_of_Reading,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Sir Arthur Aston Richard Feilding
battle_80055929,Battle of Passempe,1646,Second Battle of Passempe,Malikussaid,Malikussaid,https://en.wikipedia.org/wiki/Malikussaid,side_a,Sultanate of Gowa Sultanate of Wajo 20px|border Sultanate of Luwu Kerajaan SoppengAndaya 1981,unknown,,,"Pasempe, Palakka, Bone, South Sulawesi",,,,,https://en.wikipedia.org/wiki/Battle_of_Passempe,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Malikussaid Karaeng Cenrana
battle_80055929,Battle of Passempe,1646,Second Battle of Passempe,La Tenriaji,La Tenriaji,https://en.wikipedia.org/wiki/La_Tenriaji,side_b,Sultanate of Boné Pro-Boné SoppengFatma 2020Patunru 1989,unknown,,,"Pasempe, Palakka, Bone, South Sulawesi",,,,,https://en.wikipedia.org/wiki/Battle_of_Passempe,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,La Tenriaji Arung Kung Daeng Pabila Arung PalakkaAli 1980Fatma 2020
battle_80055929,Battle of Passempe,1646,Second Battle of Passempe,Arung Kung,Arung Kung,https://en.wikipedia.org/wiki/Arung_Kung,side_b,Sultanate of Boné Pro-Boné SoppengFatma 2020Patunru 1989,unknown,,,"Pasempe, Palakka, Bone, South Sulawesi",,,,,https://en.wikipedia.org/wiki/Battle_of_Passempe,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,La Tenriaji Arung Kung Daeng Pabila Arung PalakkaAli 1980Fatma 2020
battle_80055929,Battle of Passempe,1646,Second Battle of Passempe,Daeng Pabila,Daeng Pabila,https://en.wikipedia.org/wiki/Daeng_Pabila,side_b,Sultanate of Boné Pro-Boné SoppengFatma 2020Patunru 1989,unknown,,,"Pasempe, Palakka, Bone, South Sulawesi",,,,,https://en.wikipedia.org/wiki/Battle_of_Passempe,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,La Tenriaji Arung Kung Daeng Pabila Arung PalakkaAli 1980Fatma 2020
battle_11084021,Battle of Dalnaspidal,1654,Glencairn's rising,Earl of Glencairn,Earl of Glencairn,https://en.wikipedia.org/wiki/Earl_of_Glencairn,side_b,Royal Standard of Scotland.svg Scottish Royalists,unknown,,,"Dalnaspidal near Loch Garry, Scotland","1,200 foot 800 horseBaker 2005",Unknown,Unknown,Unknown.Baker 2005,https://en.wikipedia.org/wiki/Battle_of_Dalnaspidal,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Earl of Glencairn Earl of Middleton
battle_20546101,Battle of the Severn,1655,the Wars of the Three Kingdoms,William Fuller,William Fuller,https://en.wikipedia.org/wiki/William_Fuller_%28captain%29,side_a,Commonwealth supporters (primarily Puritan settlers),unknown,,,"Annapolis, Maryland",175,130,2 killed,17 killed 32 wounded,https://en.wikipedia.org/wiki/Battle_of_the_Severn,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,William Fuller
battle_28434011,Battle of Ocho Rios,1657,the Anglo-Spanish War,Cristóbal Arnaldo Isasi,Cristóbal Arnaldo Isasi,https://en.wikipedia.org/wiki/Crist%C3%B3bal_Arnaldo_Isasi,side_a,Spain,unknown,,,"Near Ocho Rios, Jamaica",300 soldiers,"1,000 men",,,https://en.wikipedia.org/wiki/Battle_of_Ocho_Rios,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Spain Cristóbal Arnaldo Isasi
battle_14295693,Battle of Long Sault,1660,the Beaver Wars,Etienne Annahotaha,Etienne Annahotaha,https://en.wikipedia.org/wiki/Etienne_Annahotaha,side_a,Kingdom of France Huron Algonquin,unknown,,,"Long Sault, Ottawa River, New France",17 French militia 44 Huron warriors 1 fort,~700 warriors 1 fort,54 killed 1 captured (killed later) 1 fort captured,Very Heavy,https://en.wikipedia.org/wiki/Battle_of_Long_Sault,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Adam Dollard des Ormeaux Etienne Annahotaha (fr) Mituvemeg
battle_42805673,Battle of Mątwy,1666,the Lubomirski Rebellion,Jerzy Sebastian Lubomirski,Jerzy Sebastian Lubomirski,https://en.wikipedia.org/wiki/Jerzy_Sebastian_Lubomirski,side_b,Rebels,unknown,,,"Mątwy, Polish–Lithuanian Commonwealth","15,000","20,000",Around 200,"Approximately 4,000",https://en.wikipedia.org/wiki/Battle_of_M%C4%85twy,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Jerzy Sebastian Lubomirski Adam Ustrzycki Krzysztof Grzymultowski Stanisław Warszycki Achacy Pisarski
battle_58825236,Battle of Altenheim,1675,Franco-Dutch War,Lorges,Guy Aldonce de Durfort de Lorges,https://en.wikipedia.org/wiki/Guy_Aldonce_de_Durfort_de_Lorges,side_a,Kingdom of France,unknown,,,"Altenheim, Neuried, Baden-Württemberg","20,000De Périni 1896","22,000Bodart 1908","3,000–4,000Bodart 1908","3,000Bodart 1908–4,500De Périni 1896",https://en.wikipedia.org/wiki/Battle_of_Altenheim,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France de Lorges Kingdom of France de Vaubrun
battle_41482452,Battle of Rathenow,1675,Swedish-Brandenburg War,Wangelin,House of Wangelin,https://en.wikipedia.org/wiki/House_of_Wangelin,side_a,Swedish Empire,unknown,,,Rathenow in Brandenburg,"500, of which 70 men sick","8,000 of which 1,500–2,000 engaged",200 killed 270 captured,100 killed and mortally wounded,https://en.wikipedia.org/wiki/Battle_of_Rathenow,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Swedish Empire Wangelin
battle_31344617,Siege of Cambrai (1677),1677,the Franco-Dutch War,Vauban,Vauban,https://en.wikipedia.org/wiki/Vauban,side_a,Kingdom of France,unknown,,,"Cambrai, Spanish Netherlands, modern France","35,000 (maximum)","3,000–4,000",800,Minimal,https://en.wikipedia.org/wiki/Siege_of_Cambrai_%281677%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Louis XIV Kingdom of France Duc de Luxembourg Kingdom of France Vauban
battle_240516,Monmouth Rebellion,1685,Monmouth Rebellion,Monmouth,"James Scott, Duke of Monmouth",https://en.wikipedia.org/wiki/James_Scott%2C_Duke_of_Monmouth,side_b,Standard of the Duke of Monmouth.svg Monmouth Rebels,unknown,,,South West England,"4,000","3,000","1,300 killed and wounded 2,700 capturedEstimated 320 of these were executed, 750 transported",200 killed and wounded,https://en.wikipedia.org/wiki/Monmouth_Rebellion,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Monmouth Ford Grey Robert Ferguson Nathaniel Wade Andrew Fletcher
battle_35939762,Siege of Wagingera,1704,Siege of Wagingera,Pedda Pidia Nayak,Pedda Pidia Nayak,https://en.wikipedia.org/wiki/Pedda_Pidia_Nayak,side_b,Bedars,unknown,,,Wagingera Fort,"Total: 9,000","Total: 40,000",,,https://en.wikipedia.org/wiki/Siege_of_Wagingera,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Pedda Pidia Nayak
battle_32126334,Siege of Brahan,1715,Jacobite rising of 1715,Earl of Seaforth,Earl of Seaforth,https://en.wikipedia.org/wiki/Earl_of_Seaforth,side_b,Jacobite Standard 1715.svg Jacobites: Clan Mackenzie,unknown,,,"Brahan Castle, Scotland",Unknown,1500,400 cows seized 200 sheep seized,Unknown,https://en.wikipedia.org/wiki/Siege_of_Brahan,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Earl of Seaforth
battle_32107553,Skirmish of Alness,1715,Jacobite rising of 1715,Earl of Sutherland,Earl of Sutherland,https://en.wikipedia.org/wiki/Earl_of_Sutherland,side_a,Kingdom of Great Britain Great Britain: Clan Sutherland Clan Mackay Clan Ross Clan Munro,unknown,,,"Alness, Scotland","1,800","3,000",1 killed,None,https://en.wikipedia.org/wiki/Skirmish_of_Alness,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Earl of Sutherland Lord Reay Baronet Munro Munro of Newmore
battle_32107553,Skirmish of Alness,1715,Jacobite rising of 1715,Lord Reay,Lord Reay,https://en.wikipedia.org/wiki/Lord_Reay,side_a,Kingdom of Great Britain Great Britain: Clan Sutherland Clan Mackay Clan Ross Clan Munro,unknown,,,"Alness, Scotland","1,800","3,000",1 killed,None,https://en.wikipedia.org/wiki/Skirmish_of_Alness,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Earl of Sutherland Lord Reay Baronet Munro Munro of Newmore
battle_29174887,Battle of Winnepang,1722,Dummer's War,John Bradstreet,John Bradstreet,https://en.wikipedia.org/wiki/John_Bradstreet,side_a,New England colonists,unknown,,,"Jeddore Harbour, Nova Scotia",~30 militia,39 warriors,5 killed several wounded,35 killed,https://en.wikipedia.org/wiki/Battle_of_Winnepang,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,John Bradstreet John Elliot
battle_48859636,Battle of Halidzor,1727,the Armenian rebellion of 1722-1730,David Bek,David Bek,https://en.wikipedia.org/wiki/David_Bek_%28opera%29,side_a,Principality of Kapan,unknown,,,"Halidzor Fortress, near the modern city of Kapan, Armenia",300,"70,000 (heavily exaggerated)",Light (Armenian claim),"13,000 (Armenian claim)",https://en.wikipedia.org/wiki/Battle_of_Halidzor,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,David Bek Mkhitar Sparapet Ter Avetis
battle_48564151,Battle of Herat (1729),1729,Nader's Campaigns,Nader,Nader,https://en.wikipedia.org/wiki/Nader,side_a,Safavid Flag.svg Safavid Loyalists,unknown,,,"Herat, Afghanistan",,,"3,000",Heavy,https://en.wikipedia.org/wiki/Battle_of_Herat_%281729%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Nader
battle_43809096,Siege of Baghdad (1733),1733,the Ottoman–Persian War (1730–1735) and Nader's Campaigns,Topal Pasha,Topal Pasha,https://en.wikipedia.org/wiki/Topal_Pasha,side_b,Ottoman Empire Ottoman Empire,unknown,,,"Baghdad, Ottoman Iraq",Unknown,"100,000 70,000 marched north to Samarra 30,000 remained to maintain the siege",Unknown,Extremely heavy,https://en.wikipedia.org/wiki/Siege_of_Baghdad_%281733%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Ahmad Pasha Topal Pasha
battle_462945,Chickasaw Campaign of 1736,1736,the Chickasaw Wars,Pierre d'Artaguette,Pierre d'Artaguette,https://en.wikipedia.org/wiki/Pierre_d%27Artaguette,side_b,Kingdom of France,defeat,,,West Tennessee and Northeast Mississippi,"130 French regulars and militia, of which 30 were left behind to guard supplies; 38 Iroquois; 28 Quapaw; and 300 Miami and Illinois warriors","Perhaps 200 Chickasaw, and some Natchez warriors, a few British fur traders","Most of the French killed or captured, Iroquois and Quapaw heavily engaged",Reportedly 50 casualties,https://en.wikipedia.org/wiki/Chickasaw_Campaign_of_1736,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of France Pierre d'Artaguette
battle_33950261,Java War (1741–1743),1741,a series of struggles against the Dutch colonial government,Cakraningrat IV,Cakraningrat IV,https://en.wikipedia.org/wiki/Cakraningrat_IV,side_b,22px|border Dutch East India Company officers and assorted groups,unknown,,,Java,"3,400 (highest)","23,500 (highest)",,,https://en.wikipedia.org/wiki/Java_War_%281741%E2%80%931743%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Bartholomeus Visscher Hugo Verijsel Cakraningrat IV Pakubuwono II (1742–1743)
battle_33950261,Java War (1741–1743),1741,a series of struggles against the Dutch colonial government,Pakubuwono II,Pakubuwono II,https://en.wikipedia.org/wiki/Pakubuwono_II,side_b,22px|border Dutch East India Company officers and assorted groups,unknown,,,Java,"3,400 (highest)","23,500 (highest)",,,https://en.wikipedia.org/wiki/Java_War_%281741%E2%80%931743%29,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Bartholomeus Visscher Hugo Verijsel Cakraningrat IV Pakubuwono II (1742–1743)
battle_9945166,Battle of Taliwa,1755,Battle of Taliwa,Oconostota,Oconostota,https://en.wikipedia.org/wiki/Oconostota,side_a,Eastern Band of Cherokee Nation,unknown,,,"Ball Ground, Georgia",500,"1,000",Unknown,Unknown,https://en.wikipedia.org/wiki/Battle_of_Taliwa,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,high,page_wikitext_link_match,Oconostota
battle_21499801,Cherbourg raid,1758,Seven Years' War,Richard Howe,Richard Howe,https://en.wikipedia.org/wiki/Richard_Howe,side_a,Kingdom of Great Britain,unknown,,,"Cherbourg, France","~10,000","3,000",Light casualties,Light casualties,https://en.wikipedia.org/wiki/Cherbourg_raid,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of Great Britain Thomas Bligh Kingdom of Great Britain Richard Howe
battle_26384666,Raid on St Malo,1758,Seven Years' War,Richard Howe,Richard Howe,https://en.wikipedia.org/wiki/Richard_Howe,side_a,Kingdom of Great Britain,unknown,,,"St Malo, France","13,000 22 Ships of the line 8 Frigates",,Light,30 Privateers & 100 vessels burned,https://en.wikipedia.org/wiki/Raid_on_St_Malo,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of Great Britain Duke of Marlborough Kingdom of Great Britain Richard Howe Kingdom of Great Britain Lord George Sackville
battle_26384666,Raid on St Malo,1758,Seven Years' War,Lord George Sackville,Lord George Sackville,https://en.wikipedia.org/wiki/Lord_George_Sackville,side_a,Kingdom of Great Britain,unknown,,,"St Malo, France","13,000 22 Ships of the line 8 Frigates",,Light,30 Privateers & 100 vessels burned,https://en.wikipedia.org/wiki/Raid_on_St_Malo,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of Great Britain Duke of Marlborough Kingdom of Great Britain Richard Howe Kingdom of Great Britain Lord George Sackville
battle_157117,Battle of Sainte-Foy,1760,the Seven Years' War the French and Indian War,James Murray,James Murray,https://en.wikipedia.org/wiki/James_Murray_%28Quebec_governor%29,side_b,Kingdom of Great Britain,unknown,,,"Quebec, Canada, New France (present-day Canada)","3,800 regulars 27 guns","5,000 regulars and militia",259 killed 829 wounded 20 guns lost,193 killed 640 wounded,https://en.wikipedia.org/wiki/Battle_of_Sainte-Foy,validated_commander_source=page_wikitext_link_match;identity_resolution_method=page_wikitext_link_match,medium,page_wikitext_link_match,Kingdom of Great Britain James Murray
