row_number,original_battle_id,original_title,decision,reason_code,rebuild_mode,main_file_included,quarantine_included,removed_included
14439,battle_52364568,Pibor massacre,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14440,battle_55344096,Qatar–Saudi Arabia diplomatic conflict,repaired,,wikitext,true,false,false
14441,battle_33206565,Raid on Ghadames,repaired,,wikitext,true,false,false
14442,battle_33064578,Raid on Ras Lanuf,kept,,wikitext,true,false,false
14443,battle_31228698,Second Battle of Benghazi,quarantined,start_after_end,wikitext,false,true,false
14444,battle_31345714,Second Battle of Bin Jawad,kept,,wikitext,true,false,false
14445,battle_31175275,Second Battle of Brega,quarantined,start_after_end,wikitext,false,true,false
14446,battle_32112330,Second Battle of Zawiya,kept,,wikitext,true,false,false
14447,battle_31701207,Siege of Baniyas,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14448,battle_33885061,Siege of Dammaj,kept,,wikitext,true,false,false
14449,battle_37315707,Siege of Daraa,repaired,,wikitext,true,false,false
14450,battle_32591678,Siege of Hama (2011),quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14451,battle_32757214,Siege of Latakia (2011),quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14452,battle_31970112,Siege of Rastan and Talbiseh,kept,,wikitext,true,false,false
14453,battle_31968014,Siege of Talkalakh (May 2011),quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14454,battle_37032089,Sinai insurgency,repaired,,wikitext,true,false,false
14455,battle_43050588,Spillover of the Syrian civil war,kept,,wikitext,true,false,false
14456,battle_33737886,Sudan Revolutionary Front,quarantined,insufficient_source_evidence,wikitext,false,true,false
14457,battle_32104474,Sudanese conflict in South Kordofan and Blue Nile,repaired,,wikitext,true,false,false
14458,battle_30741795,Syrian civil war,repaired,,wikitext,true,false,false
14459,battle_35895060,Syrian civil war spillover in Lebanon,kept,,wikitext,true,false,false
14460,battle_31302275,Third Battle of Brega,kept,,wikitext,true,false,false
14461,battle_35541996,Toubou Front for the Salvation of Libya,quarantined,generic_category_signal|insufficient_source_evidence,wikitext,false,true,false
14462,battle_45326059,Yemeni crisis,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14463,battle_32057777,Zawiya skirmish,kept,,wikitext,true,false,false
14464,battle_33944052,2012 Aleppo Governorate clashes,repaired,,wikitext,true,false,false
14465,battle_36045579,2012 Armenian–Azerbaijani border clashes,kept,,wikitext,true,false,false
14466,battle_34470100,2012 Bani Walid uprising,quarantined,start_after_end,wikitext,false,true,false
14467,battle_37641752,2012 Gaza War,repaired,,wikitext,true,false,false
14468,battle_36542184,2012 Gorno-Badakhshan clashes,repaired,,wikitext,true,false,false
14469,battle_35476086,2012 Guinea-Bissau coup d'état,repaired,,wikitext,true,false,false
14470,battle_37969765,2012 Hama offensive,repaired,,wikitext,true,false,false
14471,battle_34599993,2012 Homs offensive,kept,,wikitext,true,false,false
14472,battle_34814074,2012 Kufra conflict,repaired,,wikitext,true,false,false
14473,battle_35696169,2012 Malian counter-coup attempt,repaired,,wikitext,true,false,false
14474,battle_35178468,2012 Malian coup d'état,repaired,,wikitext,true,false,false
14475,battle_34786176,2012 Nozhay-Yurtovsky District clashes,kept,,wikitext,true,false,false
14476,battle_36173142,2012 Tripoli airport clashes,repaired,,wikitext,true,false,false
14477,battle_36682143,2012 Zintan clashes,repaired,,wikitext,true,false,false
14478,battle_54136045,2012–2013 escalation of the Syrian civil war,kept,,wikitext,true,false,false
14479,battle_64176187,2012–2016 Sanamayn clashes,kept,,wikitext,true,false,false
14480,battle_39353154,2012–2017 Lebanon–Syria border clashes,repaired,,wikitext,true,false,false
14481,battle_38620415,Agok Skirmish,repaired,,wikitext,true,false,false
14482,battle_35913015,Air campaign of the Heglig Crisis,repaired,,wikitext,true,false,false
14483,battle_54041179,Al-Hasakah Governorate campaign (2012–2014),repaired,,wikitext,true,false,false
14484,battle_34929376,Al-Nusra Front,removed_false_positive,generic_category_signal,wikitext,false,false,true
14485,battle_35314870,April 2012 Idlib Governorate Operation,repaired,,wikitext,true,false,false
14486,battle_38128107,Battle of Aguelhok (2012),quarantined,start_after_end,wikitext,false,true,false
14487,battle_36494808,Battle of Aleppo (2012–2016),repaired,,wikitext,true,false,false
14488,battle_36590197,Battle of Anadan,kept,,wikitext,true,false,false
14489,battle_35205737,Battle of Azaz (2012),kept,,wikitext,true,false,false
14490,battle_36464677,Battle of Damascus (2012),repaired,,wikitext,true,false,false
14491,battle_38338900,Battle of Darayya (November 2012–February 2013),repaired,,wikitext,true,false,false
14492,battle_35902880,Battle of Dofas,repaired,,wikitext,true,false,false
14493,battle_34449424,Battle of Douma,quarantined,start_after_end,wikitext,false,true,false
14494,battle_36267146,Battle of Gao,repaired,,wikitext,true,false,false
14495,battle_42232847,Battle of Goumakoura,kept,,wikitext,true,false,false
14496,battle_38415011,Battle of Harem,kept,,wikitext,true,false,false
14497,battle_35026616,Battle of Idlib (2012),quarantined,start_after_end,wikitext,false,true,false
14498,battle_56603938,Battle of In Emsal,kept,,wikitext,true,false,false
14499,battle_56621329,Battle of In-Delimane (2012),kept,,wikitext,true,false,false
14500,battle_38405948,Battle of Khirbet Al-Joz,kept,,wikitext,true,false,false
14501,battle_56612287,Battle of Kidal (2012),quarantined,start_after_end,wikitext,false,true,false
14502,battle_37153122,Battle of Kismayo (2012),repaired,,wikitext,true,false,false
14503,battle_37293017,Battle of Maarat al-Numan (2012),repaired,,wikitext,true,false,false
14504,battle_37857818,Battle of Ras al-Ayn (2012–13),repaired,,wikitext,true,false,false
14505,battle_34581359,Battle of Rastan (January–February 2012),repaired,,wikitext,true,false,false
14506,battle_35819541,Battle of Rastan (May 2012),kept,,wikitext,true,false,false
14507,battle_35267475,Battle of Saraqib,quarantined,start_after_end,wikitext,false,true,false
14508,battle_35324188,Battle of Taftanaz,kept,,wikitext,true,false,false
14509,battle_38348699,Battle of Tinzaouaten (2012),quarantined,start_after_end,wikitext,false,true,false
14510,battle_36413545,Battle of Tremseh,kept,,wikitext,true,false,false
14511,battle_37985990,Battle of Yarmouk Camp (December 2012),repaired,,wikitext,true,false,false
14512,battle_39054783,Battle of Yurkud (2012),kept,,wikitext,true,false,false
14513,battle_34421431,Battle of Zabadani (2012),repaired,,wikitext,true,false,false
14514,battle_36059054,Battle of al-Haffah,kept,,wikitext,true,false,false
14515,battle_38024441,Central African Republic Civil War,repaired,,wikitext,true,false,false
14516,battle_43965682,Chaambi Operations,repaired,,wikitext,true,false,false
14517,battle_35912750,First Battle of Heglig,quarantined,start_after_end,wikitext,false,true,false
14518,battle_56603365,First Battle of Ménaka,repaired,,wikitext,true,false,false
14519,battle_34882907,First Battle of al-Qusayr,repaired,,wikitext,true,false,false
14520,battle_43227423,Israeli–Syrian ceasefire line incidents during the Syrian civil war,kept,,wikitext,true,false,false
14521,battle_40002880,Jordanian–Syrian border incidents during the Syrian civil war,repaired,,wikitext,true,false,false
14522,battle_35862157,M23 rebellion (2012–2013),repaired,,wikitext,true,false,false
14523,battle_36856978,Mali War,repaired,,wikitext,true,false,false
14524,battle_35903066,Operation Golden Swords,repaired,,wikitext,true,false,false
14525,battle_41008559,Operation Lyari,repaired,,wikitext,true,false,false
14526,battle_70530057,Princely rebellion,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14527,battle_53074717,Raqqa campaign (2012–2013),repaired,,wikitext,true,false,false
14528,battle_36822554,Rif Dimashq offensive (August–October 2012),repaired,,wikitext,true,false,false
14529,battle_37574369,Rif Dimashq offensive (November 2012–February 2013),repaired,,wikitext,true,false,false
14530,battle_35477789,Second Battle of Heglig,kept,,wikitext,true,false,false
14531,battle_38091864,Second Battle of Ménaka,kept,,wikitext,true,false,false
14532,battle_37386857,Siege of Bani Walid (2012),repaired,,wikitext,true,false,false
14533,battle_37710611,Siege of Base 46,kept,,wikitext,true,false,false
14534,battle_50869354,Siege of Darayya and Muadamiyat,kept,,wikitext,true,false,false
14535,battle_39402185,Siege of Menagh Air Base,kept,,wikitext,true,false,false
14536,battle_59852438,Siege of Northern Homs,repaired,,wikitext,true,false,false
14537,battle_46450104,Siege of Nubl and al-Zahraa,kept,,wikitext,true,false,false
14538,battle_38139843,Siege of Tessalit,repaired,,wikitext,true,false,false
14539,battle_39119926,Siege of Wadi Deif (2012–2013),repaired,,wikitext,true,false,false
14540,battle_38020172,Talbiseh bakery massacre,kept,,wikitext,true,false,false
14541,battle_34506090,Tuareg rebellion (2012),kept,,wikitext,true,false,false
14542,battle_43982103,Turkish involvement in the Syrian civil war,removed_false_positive,generic_category_signal,wikitext,false,false,true
14543,battle_70938169,War in the Sahel,repaired,,wikitext,true,false,false
14544,battle_66423915,2013 Chadian coup attempt,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14545,battle_40035227,2013 Colombian clashes,kept,,wikitext,true,false,false
14546,battle_39271670,2013 Depsang standoff,kept,,wikitext,true,false,false
14547,battle_38731664,2013 Guinea clashes,repaired,,wikitext,true,false,false
14548,battle_38238175,2013 India–Pakistan border skirmishes,kept,,wikitext,true,false,false
14549,battle_38554050,2013 Lahad Datu standoff,kept,,wikitext,true,false,false
14550,battle_39764902,2013 Sidon clash,kept,,wikitext,true,false,false
14551,battle_47050369,AK Party–Gülen movement conflict,repaired,,wikitext,true,false,false
14552,battle_76260816,Battle of Anefis (June 2013),kept,,wikitext,true,false,false
14553,battle_76286983,Battle of Anefis (May 2013),quarantined,start_after_end,wikitext,false,true,false
14554,battle_41335178,Battle of Araouane (2013),kept,,wikitext,true,false,false
14555,battle_66391098,Battle of Damboa,repaired,,wikitext,true,false,false
14556,battle_38249564,Battle of Diabaly,quarantined,start_after_end,wikitext,false,true,false
14557,battle_39069457,Battle of Djebok,quarantined,start_after_end,wikitext,false,true,false
14558,battle_39303060,Battle of Hamakouladji,kept,,wikitext,true,false,false
14559,battle_38183669,Battle of Ifoghas,kept,,wikitext,true,false,false
14560,battle_38699467,Battle of Imenas,kept,,wikitext,true,false,false
14561,battle_39032331,Battle of In Arab,quarantined,start_after_end,wikitext,false,true,false
14562,battle_38699565,Battle of In Khalil,quarantined,start_after_end,wikitext,false,true,false
14563,battle_39178135,Battle of Jdaidet al-Fadl,kept,,wikitext,true,false,false
14564,battle_38209630,Battle of Konna,quarantined,start_after_end,wikitext,false,true,false
14565,battle_40469139,Battle of Maaloula,repaired,,wikitext,true,false,false
14566,battle_62683586,Battle of Mammes,kept,,wikitext,true,false,false
14567,battle_41107894,Battle of Qalamoun (2013–2014),kept,,wikitext,true,false,false
14568,battle_38712172,Battle of Raqqa (2013),quarantined,start_after_end,wikitext,false,true,false
14569,battle_40956653,Battle of Sadad,kept,,wikitext,true,false,false
14570,battle_38601514,Battle of Safira,quarantined,start_after_end,wikitext,false,true,false
14571,battle_38550884,Battle of Shaddadi (2013),quarantined,start_after_end,wikitext,false,true,false
14572,battle_70182095,Battle of Sidi Ali Ben Aoun,kept,,wikitext,true,false,false
14573,battle_38948186,Battle of Tigharghar,repaired,,wikitext,true,false,false
14574,battle_38919148,Battle of Timbuktu,quarantined,start_after_end,wikitext,false,true,false
14575,battle_57186086,Battle of Timetrine,repaired,,wikitext,true,false,false
14576,battle_38733656,Battle of Tin Keraten,kept,,wikitext,true,false,false
14577,battle_41257820,Central African Republic conflict (2013–2014),repaired,,wikitext,true,false,false
14578,battle_2586840,Colonial war,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14579,battle_38919286,Fifth Battle of Gao,kept,,wikitext,true,false,false
14580,battle_38705507,Fourth Battle of Gao,quarantined,start_after_end,wikitext,false,true,false
14581,battle_41299240,Inter-rebel conflict during the Syrian civil war,kept,,wikitext,true,false,false
14582,battle_59939323,Iran–Israel conflict during the Syrian civil war,kept,,wikitext,true,false,false
14583,battle_41159943,Islamic Front (Syria),removed_false_positive,generic_category_signal,wikitext,false,false,true
14584,battle_1656574,Modern warfare,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14585,battle_77012249,Nuer massacre,kept,,wikitext,true,false,false
14586,battle_48551442,Operation Puttur,kept,,wikitext,true,false,false
14587,battle_38205389,Operation Serval,repaired,,wikitext,true,false,false
14588,battle_43175945,RENAMO insurgency (2013–2021),repaired,,wikitext,true,false,false
14589,battle_40240767,Rabaa massacre,kept,,wikitext,true,false,false
14590,battle_40010186,Rojava–Islamist conflict,repaired,,wikitext,true,false,false
14591,battle_38345827,Second Battle of Gao,quarantined,start_after_end,wikitext,false,true,false
14592,battle_38973493,Second Battle of Timbuktu,kept,,wikitext,true,false,false
14593,battle_39456236,Second Battle of al-Qusayr,kept,,wikitext,true,false,false
14594,battle_56656382,Siege of Eastern Ghouta,repaired,,wikitext,true,false,false
14595,battle_65377705,Siege of PK5 district,kept,,wikitext,true,false,false
14596,battle_41382446,South Sudanese Civil War,repaired,,wikitext,true,false,false
14597,battle_50681608,Subterranean warfare,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14598,battle_71543052,Sumer–Elam war,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14599,battle_38705200,Third Battle of Gao,quarantined,start_after_end,wikitext,false,true,false
14600,battle_47320825,Turkey–Islamic State conflict,repaired,,wikitext,true,false,false
14601,battle_43517689,War against the Islamic State,quarantined,insufficient_source_evidence,wikitext,false,true,false
14602,battle_43514929,War in Iraq (2013–2017),kept,,wikitext,true,false,false
14603,battle_43455161,2014 Armenian–Azerbaijani clashes,kept,,wikitext,true,false,false
14604,battle_42416374,2014 Aswan tribal clashes,kept,,wikitext,true,false,false
14605,battle_42561056,2014 China–Vietnam border shootout,kept,,wikitext,true,false,false
14606,battle_44890779,2014 Gambian coup attempt,repaired,,wikitext,true,false,false
14607,battle_43243199,2014 Gaza War,repaired,,wikitext,true,false,false
14608,battle_41910843,2014 Peshawar cinema bombings,quarantined,start_after_end,wikitext,false,true,false
14609,battle_42825751,2014 Thai coup d'état,repaired,,wikitext,true,false,false
14610,battle_43828124,2014–2015 India–Pakistan border skirmishes,kept,,wikitext,true,false,false
14611,battle_76126772,Al-Qaeda–Islamic State conflict,kept,,wikitext,true,false,false
14612,battle_52690550,Badush prison massacre,kept,,wikitext,true,false,false
14613,battle_43637716,Battle for Mosul Dam,repaired,,wikitext,true,false,false
14614,battle_43450745,Battle in Shakhtarsk Raion,repaired,,wikitext,true,false,false
14615,battle_42684911,Battle of Al-Malihah,kept,,wikitext,true,false,false
14616,battle_44348287,Battle of Al-Shaykh Maskin (2014),kept,,wikitext,true,false,false
14617,battle_76169743,Battle of Anéfis (2014),kept,,wikitext,true,false,false
14618,battle_43492765,Battle of Arsal (2014),repaired,,wikitext,true,false,false
14619,battle_42579564,Battle of Asadabad,kept,,wikitext,true,false,false
14620,battle_44430686,Battle of Baiji (2014–2015),repaired,,wikitext,true,false,false
14621,battle_42605954,Battle of Basilan (2014),repaired,,wikitext,true,false,false
14622,battle_50428648,Battle of Benghazi (2014–2017),repaired,,wikitext,true,false,false
14623,battle_43750048,Battle of Horlivka,kept,,wikitext,true,false,false
14624,battle_42281657,Battle of Hosn,kept,,wikitext,true,false,false
14625,battle_43621640,Battle of Ilovaisk,kept,,wikitext,true,false,false
14626,battle_75738397,Battle of Kikla (2014),kept,,wikitext,true,false,false
14627,battle_43601235,Battle of Kondaoui,quarantined,start_after_end,wikitext,false,true,false
14628,battle_42652716,Battle of Kramatorsk,kept,,wikitext,true,false,false
14629,battle_42712440,Battle of Mariupol (May–June 2014),repaired,,wikitext,true,false,false
14630,battle_42364140,Battle of Markada,quarantined,start_after_end,wikitext,false,true,false
14631,battle_42365990,Battle of Morek,repaired,,wikitext,true,false,false
14632,battle_43692799,Battle of Novoazovsk,repaired,,wikitext,true,false,false
14633,battle_44472678,Battle of Ramadi (2014–2015),repaired,,wikitext,true,false,false
14634,battle_45342355,Battle of Sanaa (2014),kept,,wikitext,true,false,false
14635,battle_43349719,Battle of Shuja'iyya (2014),kept,,wikitext,true,false,false
14636,battle_43562418,Battle of Sinjar,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14637,battle_43842512,Battle of Suq al Ghazi,kept,,wikitext,true,false,false
14638,battle_43705803,Battle of Tabqa Airbase,kept,,wikitext,true,false,false
14639,battle_43699148,Battle of Tripoli Airport,repaired,,wikitext,true,false,false
14640,battle_43463258,Battle of Zumar,kept,,wikitext,true,false,false
14641,battle_44266296,Battle of the Shaer gas field (October–November 2014),kept,,wikitext,true,false,false
14642,battle_42571443,Bentiu massacre,kept,,wikitext,true,false,false
14643,battle_1528350,Cold-weather warfare,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14644,battle_44618350,Combined Joint Task Force – Operation Inherent Resolve,removed_false_positive,generic_category_signal,wikitext,false,false,true
14645,battle_65848168,Damasak massacre,kept,,wikitext,true,false,false
14646,battle_63629822,Damboa massacre,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14647,battle_42888404,First Battle of Donetsk Airport,repaired,,wikitext,true,false,false
14648,battle_43338521,First Battle of Sha'ir,kept,,wikitext,true,false,false
14649,battle_43234667,First Battle of Tikrit,kept,,wikitext,true,false,false
14650,battle_79294773,Fulani-Mossi conflict,kept,,wikitext,true,false,false
14651,battle_43817922,International reactions to the war in Donbas,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14652,battle_34507632,Iraqi insurgency (2011–2013),quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14653,battle_42824673,Libyan civil war (2014–2020),repaired,,wikitext,true,false,false
14654,battle_44723150,Lindt Cafe siege,kept,,wikitext,true,false,false
14655,battle_43348288,Operation Barkhane,repaired,,wikitext,true,false,false
14656,battle_43059601,Operation Zarb-e-Azb,repaired,,wikitext,true,false,false
14657,battle_56640408,Raoued Operation,quarantined,start_after_end,wikitext,false,true,false
14658,battle_42085878,Russo-Ukrainian war,kept,,wikitext,true,false,false
14659,battle_71381362,Salt War (1304),quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14660,battle_44009323,Second Battle of Donetsk Airport,kept,,wikitext,true,false,false
14661,battle_42834022,Second Battle of Kidal,kept,,wikitext,true,false,false
14662,battle_43638765,Siege of Amirli,kept,,wikitext,true,false,false
14663,battle_52919780,Siege of Deir ez-Zor (2014–2017),kept,,wikitext,true,false,false
14664,battle_31716785,Siege of Homs,kept,,wikitext,true,false,false
14665,battle_43904407,Siege of Kobanî,kept,,wikitext,true,false,false
14666,battle_43932941,Siege of Saqlawiyah,kept,,wikitext,true,false,false
14667,battle_42504520,Siege of Sloviansk,kept,,wikitext,true,false,false
14668,battle_44149874,Siege of Wadi Deif (2014),repaired,,wikitext,true,false,false
14669,battle_42975602,Siege of the Luhansk border base,kept,,wikitext,true,false,false
14670,battle_42563745,War in Donbas,kept,,wikitext,true,false,false
14671,battle_46215853,Yemeni civil war (2014–present),quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14672,battle_47839259,2015 Burkina Faso coup attempt,removed_false_positive,list_page,none,false,false,true
14673,battle_47860357,2015 Camp Badaber attack,removed_false_positive,list_page,none,false,false,true
14674,battle_48518391,2015 Hakkari assault,kept,,wikitext,true,false,false
14675,battle_45418879,2015 Kokang offensive,repaired,,wikitext,true,false,false
14676,battle_46656542,2015 Kumanovo clashes,quarantined,postfix_audit:list_page,wikitext,false,true,false
14677,battle_55771626,2015 Ocotlán ambush,quarantined,postfix_audit:list_page,wikitext,false,true,false
14678,battle_55032081,2015 San Sebastián del Oeste ambush,quarantined,postfix_audit:list_page,wikitext,false,true,false
14679,battle_46781444,2015 Tanhuato–Ecuandureo shootout,quarantined,start_after_end,wikitext,false,true,false
14680,battle_46576053,2015 West African offensive,repaired,,wikitext,true,false,false
14681,battle_47326647,2015 police raids in Turkey,repaired,,wikitext,true,false,false
14682,battle_48140837,2015–2016 wave of violence in the Israeli–Palestinian conflict,kept,,wikitext,true,false,false
14683,battle_46357616,Abyan campaign,repaired,,wikitext,true,false,false
14684,battle_46428106,Al-Karmah offensive,kept,,wikitext,true,false,false
14685,battle_46179869,Battle of Aden (2015),kept,,wikitext,true,false,false
14686,battle_45716539,Battle of Aden Airport,kept,,wikitext,true,false,false
14687,battle_66383742,Battle of Damasak,kept,,wikitext,true,false,false
14688,battle_45212205,Battle of Debaltseve,kept,,wikitext,true,false,false
14689,battle_46345430,Battle of Dhale,kept,,wikitext,true,false,false
14690,battle_45037750,Battle of Kolofata (2015),kept,,wikitext,true,false,false
14691,battle_47959396,Battle of Kunduz (2015),kept,,wikitext,true,false,false
14692,battle_47086746,Battle of Leego (2015),kept,,wikitext,true,false,false
14693,battle_46894982,Battle of Marinka (2015),repaired,,wikitext,true,false,false
14694,battle_46315216,Battle of Mukalla (2015),repaired,,wikitext,true,false,false
14695,battle_49580088,Battle of Port Midi,repaired,,wikitext,true,false,false
14696,battle_45716178,Battle of Sirte (2015),kept,,wikitext,true,false,false
14697,battle_46330507,Battle of Yarmouk Camp (2015),repaired,,wikitext,true,false,false
14698,battle_47894196,Cizre operation (2015),quarantined,start_after_end,wikitext,false,true,false
14699,battle_49494806,December 2015–February 2016 Cizre curfew,repaired,,wikitext,true,false,false
14700,battle_47695166,Houthi–Saudi Arabian conflict,kept,,wikitext,true,false,false
14701,battle_45000884,Hypercacher kosher supermarket siege,kept,,wikitext,true,false,false
14702,battle_55963783,Islamic Defenders Front,quarantined,generic_category_signal|insufficient_source_evidence,wikitext,false,true,false
14703,battle_78785944,Islamic State insurgency in Puntland,kept,,wikitext,true,false,false
14704,battle_49822738,Islamic State insurgency in Tunisia,kept,,wikitext,true,false,false
14705,battle_71584591,Islamic State insurgency in the North Caucasus,kept,,wikitext,true,false,false
14706,battle_60786878,Islamic State–Taliban conflict,kept,,wikitext,true,false,false
14707,battle_69566376,Islamist insurgency in Burkina Faso,kept,,wikitext,true,false,false
14708,battle_66270142,Islamist insurgency in Niger,kept,,wikitext,true,false,false
14709,battle_46358416,Lahij insurgency,kept,,wikitext,true,false,false
14710,battle_3466604,Land warfare,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14711,battle_46510596,Northwestern Syria offensive (April–June 2015),repaired,,wikitext,true,false,false
14712,battle_48534286,November 2015 Sinjar offensive,repaired,,wikitext,true,false,false
14713,battle_47342615,Operation Martyr Yalçın,kept,,wikitext,true,false,false
14714,battle_47807103,Operation Martyr's Right,kept,,wikitext,true,false,false
14715,battle_46252648,Operation Shah Euphrates,kept,,wikitext,true,false,false
14716,battle_46698693,Palmyra offensive (May 2015),repaired,,wikitext,true,false,false
14717,battle_46679874,Qalamoun offensive (May–June 2015),repaired,,wikitext,true,false,false
14718,battle_48026864,Russian intervention in the Syrian civil war,repaired,,wikitext,true,false,false
14719,battle_46230181,Saudi-led intervention in the Yemeni civil war,quarantined,insufficient_source_evidence,wikitext,false,true,false
14720,battle_45549617,Second Battle of Tikrit,repaired,,wikitext,true,false,false
14721,battle_46357714,Shabwah campaign,repaired,,wikitext,true,false,false
14722,battle_48584133,Siege of Silvan (2015),kept,,wikitext,true,false,false
14723,battle_50697181,Siege of Sur (2016),kept,,wikitext,true,false,false
14724,battle_45001326,Siege of Syracuse (868),quarantined,insufficient_source_evidence,wikitext,false,true,false
14725,battle_46455838,Siege of Taiz,kept,,wikitext,true,false,false
14726,battle_47862807,Siege of al-Fu'ah and Kafriya,kept,,wikitext,true,false,false
14727,battle_47894039,Timeline of the Kurdistan Workers' Party insurgency (2015–2025),kept,,wikitext,true,false,false
14728,battle_5248022,Tunnel warfare,quarantined,generic_category_signal|insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14729,battle_46897180,United National Liberation Front of Western South East Asia,quarantined,generic_category_signal|insufficient_source_evidence,wikitext,false,true,false
14730,battle_54993041,2016 Burkina Faso coup attempt,removed_false_positive,list_page,none,false,false,true
14731,battle_57296273,2016 Indian Line of Control strike,removed_false_positive,list_page,none,false,false,true
14732,battle_50021902,2016 Nagorno-Karabakh conflict,repaired,,wikitext,true,false,false
14733,battle_51124681,2016 Nampala attack,repaired,,wikitext,true,false,false
14734,battle_51538647,2016 Niger Delta conflict,kept,,wikitext,true,false,false
14735,battle_51082294,2016 Turkish coup d'état attempt,repaired,,wikitext,true,false,false
14736,battle_49163733,2016 United States–Iran naval incident,repaired,,wikitext,true,false,false
14737,battle_49842103,2016 recapture of El Chapo,kept,,wikitext,true,false,false
14738,battle_51804742,2016–2018 India–Pakistan border skirmishes,kept,,wikitext,true,false,false
14739,battle_51057266,2016–2019 Wau clashes,repaired,,wikitext,true,false,false
14740,battle_51097720,Awdiinle massacre,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14741,battle_50570967,Battle of Ar-Rutbah (2016),kept,,wikitext,true,false,false
14742,battle_49674922,Battle of Ben Guerdane,quarantined,start_after_end,wikitext,false,true,false
14743,battle_49296683,Battle of El Adde,repaired,,wikitext,true,false,false
14744,battle_51363135,Battle of Hasakah (2016),repaired,,wikitext,true,false,false
14745,battle_49869327,Battle of Hit (2016),repaired,,wikitext,true,false,false
14746,battle_51034100,Battle of Juba (2016),repaired,,wikitext,true,false,false
14747,battle_75837964,Battle of Kidal (2016),quarantined,start_after_end,wikitext,false,true,false
14748,battle_51853708,Battle of Kunduz (2016),kept,,wikitext,true,false,false
14749,battle_52019122,Battle of Mosul (2016–2017),repaired,,wikitext,true,false,false
14750,battle_50348806,Battle of Mukalla (2016),repaired,,wikitext,true,false,false
14751,battle_50787604,Battle of Sirte (2016),repaired,,wikitext,true,false,false
14752,battle_52681466,Battle of Svitlodarsk,kept,,wikitext,true,false,false
14753,battle_50115436,Battle of Tipo-Tipo,kept,,wikitext,true,false,false
14754,battle_50874127,Battle of Tsorona,repaired,,wikitext,true,false,false
14755,battle_52265488,Battle of al-Bab,repaired,,wikitext,true,false,false
14756,battle_51355577,Battle of al-Rai (August 2016),kept,,wikitext,true,false,false
14757,battle_50447149,Battlefield 1,quarantined,insufficient_source_evidence,wikitext,false,true,false
14758,battle_53151856,Conflict in Rakhine State (2016–present),kept,,wikitext,true,false,false
14759,battle_50682926,Front for Change and Concord in Chad,quarantined,generic_category_signal|insufficient_source_evidence,wikitext,false,true,false
14760,battle_67450724,Insurgency in Chad (2016–present),kept,,wikitext,true,false,false
14761,battle_51623970,Janikhel offensive,kept,,wikitext,true,false,false
14762,battle_53149872,Kamwina Nsapu rebellion,kept,,wikitext,true,false,false
14763,battle_1994260,Mountain warfare,quarantined,insufficient_source_evidence|no_infobox_and_no_result,wikitext,false,true,false
14764,battle_57309838,Muse offensive,repaired,,wikitext,true,false,false
14765,battle_49662049,Nangarhar offensive (2016),repaired,,wikitext,true,false,false
14766,battle_50338662,Nimbo massacre,quarantined,insufficient_source_evidence,wikitext,false,true,false
14767,battle_51407035,Operation Euphrates Shield,repaired,,wikitext,true,false,false
14768,battle_49884455,Operation Madago Raya,kept,,wikitext,true,false,false
14769,battle_50141601,Operation Omari,kept,,wikitext,true,false,false
14770,battle_62437106,Pemon conflict,kept,,wikitext,true,false,false
14771,battle_51032591,Philippine drug war,kept,,wikitext,true,false,false
14772,battle_53756873,Pool War,repaired,,wikitext,true,false,false
14773,battle_24331345,Popular Front for the Liberation of the Occupied Arabian Gulf,quarantined,generic_category_signal|insufficient_source_evidence,wikitext,false,true,false
14774,battle_52203959,Raqqa campaign (2016–2017),repaired,,wikitext,true,false,false
14775,battle_58732114,Siege of Derna,kept,,wikitext,true,false,false
