battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,removal_reason,validation_status
battle_40003450,1995 Azerbaijani coup attempt,1995 Azerbaijani coup attempt,1995 Azerbaijani coup attempt,https://en.wikipedia.org/wiki/1995_Azerbaijani_coup_attempt,13–17 March 1995de Waal 2003,1995-04-13,,1995,20,0.75,the Post-Soviet conflicts,,"Baku, Azerbaijan","Baku, Azerbaijan",,,,Coup failed,Unknown,unknown,"Flag of Azerbaijan (1991–2013).svg Special Purpose Police Unit
Turkish putschists
Supported by:
Flag of the Nationalist Movement Party.svg Nationalist Movement Partyde Waal 2003","Flag of Azerbaijan (1991–2013).svg Government of Azerbaijan
Azerbaijani Armed Forces
Supported by:
Turkey Government of Turkey
Russia",,Azerbaijan Rovshan Javadov,"Azerbaijan Heydar Aliyev
Azerbaijan Safar Abiyev
Supported by:
Turkey Süleyman Demirel
Russia Boris Yeltsin",,,,,8 putschist police officers killed,"23 pro-government forces killed (22 soldiers and 1 police officer)
7 wounded",,,,,,8,8,1,23,battle_article,0.5,battle categories | war/conflict categories,battle categories | war/conflict categories | fallback wikitext extraction,uprising,True,3689,1990s coups d'état | 1995 in Azerbaijan | Articles containing Turkish-language text | Articles with short description | Attempted coups d'état in Asia | Attempted coups d'état in Europe | Azerbaijan–Turkey relations | CS1 Turkish-language sources (tr) | CS1 maint: deprecated archival service | Conflicts in territory of the former Soviet Union | Fascist revolts | Grey Wolves (organization) | March 1995 in Asia | Military coups in Azerbaijan | Rebellions in Azerbaijan | Short description is different from Wikidata | Susurluk scandal | Use dmy dates from May 2023,List of conflicts in Asia,List of conflicts in Asia,Lists of battles,war_conflict_based,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_10550442,Eelam War III,Eelam War III,Eelam War III,https://en.wikipedia.org/wiki/Eelam_War_III,19 April 1995 – 22 February 2002,1995-04-19,2002-02-22,1995.0,20.0,1.0,the Sri Lankan Civil War,,Sri Lanka,Sri Lanka,,,,Cease fire Liberation Tigers of Tamil Eelam tactical victory,Victory,tactical_victory,Sri Lanka,Tamil Eelam Flag.svg Liberation Tigers of Tamil Eelam,,Sri Lanka Chandrika Kumaratunga (1994–2005),Tamil Eelam Flag.svg Velupillai Prabhakaran,,"130,000","13,500",,"10,838","2,746",,130000.0,130000.0,13500.0,13500.0,10838.0,10838.0,2746.0,2746.0,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,True,12886,1990s conflicts | 1990s in Sri Lanka | 1995 in Sri Lanka | 1996 in Sri Lanka | 1997 in Sri Lanka | 1998 in Sri Lanka | 1999 in Sri Lanka | 2000 in Sri Lanka | 2000s conflicts | 2000s in Sri Lanka | 2001 in Sri Lanka | 2002 in Sri Lanka | All articles needing additional references | All articles that may contain original research | All articles with dead external links | Articles needing additional references from August 2014 | Articles that may contain original research from August 2007 | Articles with dead external links from December 2016 | Articles with hatnote templates targeting a nonexistent page | Articles with multiple maintenance issues | Articles with permanently dead external links | Articles with short description | Counterterrorism in Sri Lanka | Eelam War III | Guerrilla wars | History of Sri Lanka (1948–present) | Military history of Sri Lanka | Pages using military navigation subgroups without wide style | Phases of the Sri Lankan civil war | Short description is different from Wikidata | Sri Lankan civil war | Tamil Eelam | Use dmy dates from November 2018 | Webarchive template wayback links | Wikipedia articles needing reorganization from April 2022,List of conflicts in Asia | List of wars: 1990–2002,List of conflicts in Asia | List of wars: 1990–2002,Lists of battles,war_conflict_based,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_67055166,1996 Paraguayan coup attempt,1996 Paraguayan coup attempt,1996 Paraguayan coup attempt,https://en.wikipedia.org/wiki/1996_Paraguayan_coup_attempt,22 – 25 April 1996,1996-04-22,1996-04-25,1996,20,1.0,1996 Paraguayan coup d'état attempt,,"Asunción, Paraguay","Asunción, Paraguay",,,,Coup failed Paraguay placed under a state of exception President Juan Carlos Wasmosy retains the presidency Oviedo goes into retirement and is prosecuted,Unknown,unknown,"Government of Paraguay
ANR (Wasmosy supporters)","Paraguayan Army members loyal to Lino Oviedo
ANR (Oviedo supporters or oviedistas)",,Juan Carlos Wasmosy,Lino Oviedo,,,,,,,,,,,,,,,,battle_article,0.5,battle categories | war/conflict categories,battle categories | war/conflict categories | fallback wikitext extraction,land_battle,True,3339,1990s coups d'état | 1996 in Paraguay | April 1996 in South America | Articles with short description | Attempted coups d'état in Paraguay | CS1 Portuguese-language sources (pt) | CS1 Spanish-language sources (es) | Conflicts in 1996 | Military history of Paraguay | Political history of Paraguay | Short description matches Wikidata,List of conflicts in South America,List of conflicts in South America,Lists of battles,war_conflict_based,1.0,recovery_mode=fallback_wikitext,list_page,removed_false_positive
battle_78777047,1999 Comorian coup d'état,1999 Comorian coup d'état,1999 Comorian coup d'état,https://en.wikipedia.org/wiki/1999_Comorian_coup_d%27%C3%A9tat,29 April - 30 April 1999,1999-04-29,1999-04-30,1999,20,1.0,1999 Comorian coup d'état,,Comoros,Comoros,,,,Coup d'état successful Tadjidine Ben Said Massounde was removed from power Azali Assoumani was installed as the President of the Council of State of the Comoros,Unknown,unknown,25px Comoros government,Comorian Armed Forces,,Tadjidine Ben Said Massounde,Col. Azali Assoumani,,,,,,,,,,,,,,,,battle_article,0.5,battle categories | war/conflict categories,battle categories | war/conflict categories | fallback wikitext extraction,land_battle,True,3225,1990s coups d'état | 1999 in the Comoros | April 1999 in Africa | Articles with short description | Conflicts in 1999 | Military coups in the Comoros | Short description matches Wikidata,List of conflicts in Africa,List of conflicts in Africa,Lists of battles,war_conflict_based,1.0,recovery_mode=fallback_wikitext,list_page,removed_false_positive
battle_38396489,1999 Shia uprising in Iraq,1999 Shia uprising in Iraq,1999 Shia uprising in Iraq,https://en.wikipedia.org/wiki/1999_Shia_uprising_in_Iraq,18 February – April 1999,1999-02-18,1999-04-01,1999.0,20.0,1.0,Prelude to the Iraq war,,Iraq,Iraq,,,,Iraqi government victory Uprising suppressed,Victory,victory,"Iraq Baathist Iraq
Iraqi Armed Forces
Republican Guard
Fedayeen Saddam
Ba'ath Party","Shiism arabic blue.svg Rebels:
SCIRI / Badr
Dawa",,"Iraq Saddam Hussein
President of Iraq
Iraq Ali Hassan al-Majid
Iraqi Intelligence Director
Iraq Taha Yasin
Vice President of Iraq
Iraq Izzat Ibrahim al-Douri
Deputy Chairman of the Iraqi Revolutionary Command Council
Iraq Tariq Aziz
Member of the Iraqi Revolutionary Command Council
Iraq Qusay Hussein
Son of Saddam Hussein","Shiism arabic blue.svg Mohammed al-Sadr
Shia cleric and opposition leader
Shiism arabic blue.svg Mohammad Baqir al-Hakim
Leader of the Supreme Council for the Islamic Revolution in Iraq
Shiism arabic blue.svg Abdul Aziz al-Hakim
Leader of the Badr Corps
Shiism arabic blue.svg Hadi al-Amiri
Badr Corps commander",,,,,210-410 killed,"Dozens dead, wounded and arrested",200+ dead,,,,,210.0,410.0,,,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,uprising,True,7556,1990s in Baghdad | 1999 in Iraq | 1999 riots | 20th-century rebellions | April 1999 in Iraq | Arab rebellions in Iraq | Articles containing Arabic-language text | Articles with short description | Attacks on buildings and structures in 1999 | Attacks on police stations in Iraq | Attacks on police stations in the 1990s | Civil wars in Iraq | Conflicts in 1999 | February 1999 in Iraq | Iraqi opposition (pre-2003) | March 1999 in Iraq | Political repression in Iraq | Rebellions in Iraq | Religion-based civil wars | Riots and civil disorder in Iraq | Shia Islam in Iraq | Shia–Sunni sectarian violence | Short description matches Wikidata | Use dmy dates from November 2019,List of conflicts in Asia | List of modern conflicts in the Middle East,List of conflicts in Asia | List of modern conflicts in the Middle East,Lists of battles,period_based | war_conflict_based,1.0,recovery_mode=fallback_wikitext,uncertain_military_page,removed_false_positive
battle_73477421,2003 South Bhutan clashes,2003 South Bhutan clashes,2003 South Bhutan clashes,https://en.wikipedia.org/wiki/2003_South_Bhutan_clashes,3 August 2003 – 10 August 2003,2003-08-03,2003-08-10,2003.0,21.0,1.0,"Insurgency in Northeast India , Southern Bhutan Insurgency",,Southern Bhutan Samdrup Jongkhar District,Southern Bhutan Samdrup Jongkhar District,,,,Inconclusive The Bhutanese government would begin an operation against ULFA and allies in Southern Bhutan 4 months later,Unknown,unknown,ULFA Supported by: NDFB KLO NSCN ATTF BLTF [ 1 ] [ 2 ] MULTA [ 3 ],Unidentified Gunmen Indian Security Forces (alleged by ULFA ) SULFA (alleged by ULFA ) Kingdom of Bhutan (alleged) Royal Bhutan Army Royal Bhutan Police,,Arabinda Rajkhowa Bhimkanta Buragohain Mithinga Daimary Rahul Datta,"Commander Tenzing "" T.T "" Wangchuk Commander Adon "" P "" Lepcha Commander Jigmed Tshering Bhutia † Sgt. Khushal Kritin Pokhrel † Sgt. Karma "" Egg "" Gyurme",,Unknown,40–67+,,7–9+ killed [ 4 ] At least 5 wounded [ 4 ] [ 5 ],At least 4 killed [ 5 ],,,,40.0,67.0,4.0,9.0,4.0,5.0,battle_article,1.0,battle categories | battle infobox structure,battle categories | battle infobox structure,land_battle,True,5254,Articles_with_short_description | Short_description_matches_Wikidata | 2003_in_Bhutan | Conflicts_in_2003 | December_2003_in_Asia | 2000s_in_Assam | Bhutan–India_relations | Military_history_of_Bhutan | Wars_involving_Bhutan | Insurgency_in_Northeast_India,List of conflicts in Asia,List of conflicts in Asia,Lists of battles,war_conflict_based,1.0,,list_page,removed_false_positive
battle_62414454,2003 Wamena incident,2003 Wamena incident,2003 Wamena incident,https://en.wikipedia.org/wiki/2003_Wamena_incident,4 April 2003,2003-04-04,2003-04-04,2003.0,21.0,1.0,the Papua conflict,,"around Wamena , Jayawijaya Regency , Papua","around Wamena , Jayawijaya Regency , Papua",,,,,,unknown,Indonesia,Free Papua Movement [ a ],,,,,,,,2 dead 1 heavily injured [ 1 ],Unknown,,,,,,1.0,2.0,,,battle_article,1.0,battle categories | battle infobox structure | campaign signals,battle categories | battle infobox structure | campaign signals,raid,True,3377,CS1_Indonesian-language_sources_(id) | Articles_containing_Indonesian-language_text | Indonesia_articles_missing_geocoordinate_data | All_articles_needing_coordinates | Articles_missing_coordinates_without_coordinates_on_Wikidata | 2003_murders_in_Indonesia | Extrajudicial_killings_by_the_Indonesian_military | Military_operations_of_the_Papua_conflict | 2003_mass_murders | 21st-century_mass_murders_in_Indonesia | Indonesian_war_crimes_in_the_Papua_conflict | 21st_century_in_Highland_Papua | Conflicts_in_2003 | April_2003_in_Asia | Ethnic_cleansing_in_Asia | Arsenal_raids | Attacks_on_military_installations_in_2003 | Attacks_on_government_buildings_and_structures_in_Indonesia | Attacks_on_residential_buildings_in_Asia,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,0.6,,list_page,removed_false_positive
battle_11401440,Combating Terrorism Center,Combating Terrorism Center,Combating Terrorism Center,https://en.wikipedia.org/wiki/Combating_Terrorism_Center,in 2003,2003-04-01,2003-04-01,2003,21,1.0,,,"Lincoln Hall, West Point, NY","Lincoln Hall, West Point, NY",,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.33,battle-like title,battle-like title | fallback wikitext extraction,land_battle,True,5261,2003 establishments in New York (state) | All articles with bare URLs for citations | All articles with dead external links | Articles with PDF format bare URLs for citations | Articles with bare URLs for citations from March 2022 | Articles with dead external links from October 2010 | Articles with short description | Commons category link is on Wikidata | Counterterrorism in the United States | Foreign policy and strategy think tanks in the United States | International relations journals | Pages using infobox mapframe with missing coordinates | Pages using sidebar with the child parameter | Short description is different from Wikidata | Terrorism research institutes | United States Military Academy | Use dmy dates from February 2022 | Webarchive template wayback links,List of wars: 2003–2019,List of wars: 2003–2019,Lists of battles,war_conflict_based,0.4,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_31152358,2004 Qamishli riots,2004 Qamishli riots,2004 Qamishli riots,https://en.wikipedia.org/wiki/2004_Qamishli_riots,12 March 2004,2004-03-12,2004-03-12,2004,21,1.0,,,"Qamishli city, Syria","Qamishli city, Syria",,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.33,war/conflict categories,war/conflict categories | fallback wikitext extraction,uprising,True,8323,2004 crimes in Syria | 2004 fires in Asia | 2004 protests | 2004 riots | 21st-century mass murders in Syria | Arson in 2004 | Arson in Syria | Articles with short description | Association football hooliganism | CS1 maint: deprecated archival service | Crime in Hasakah Governorate | Democratic Union Party (Syria) | History of the Democratic Autonomous Administration of North and East Syria | Kurdish protests | Kurdish rebellions in Syria | March 2004 in Asia | Massacres committed by Ba'athist Syria | Massacres in 2004 | Massacres of Kurds | Massacres of protesters in Asia | Persecution of Kurds in Syria | Qamishli | Reactions to the Iraq War | Riots and civil disorder in Syria | Short description is different from Wikidata | Use dmy dates from October 2021 | Webarchive template wayback links | Wikipedia extended-confirmed-protected pages,List of modern conflicts in the Middle East,List of modern conflicts in the Middle East,Lists of battles,period_based,0.4,recovery_mode=fallback_wikitext,list_page,removed_false_positive
battle_76895492,2005 Togolese coup d'état,2005 Togolese coup d'état,2005 Togolese coup d'état,https://en.wikipedia.org/wiki/2005_Togolese_coup_d%27%C3%A9tat,"February 5, 2005 – February 25, 2005",2005-02-05,2005-02-25,2005.0,21.0,1.0,,,Togo,Togo,,,,"Successful, resulted in the installment of Gnassingbe's son into power and continuation of dynastic rule in Togo",Unknown,unknown,Togolese Armed Forces,Political opposition parties and protesters,,Faure Gnassingbe,Emmanuel Bob Akitani Gilchrist Olympio,,,,,,,,,,,,,,,,battle_article,1.0,battle categories | battle infobox structure,battle categories | battle infobox structure,land_battle,True,3990,2005_in_Togo | Military_coups_in_Togo | 2000s_coups_d'état | February_2005_in_Africa | Conflicts_in_2005,List of conflicts in Africa,List of conflicts in Africa,Lists of battles,war_conflict_based,1.0,,list_page,removed_false_positive
battle_7212886,Caucasian Front (militant group),Caucasian Front,Caucasian Front (militant group),https://en.wikipedia.org/wiki/Caucasian_Front_%28militant_group%29,May 2005,2005-05-01,2005-05-01,2005.0,21.0,1.0,Chechen Republic of Ichkeria,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals,campaign_like_engagement,True,3368,Articles_with_short_description | Short_description_matches_Wikidata | Articles_needing_additional_references_from_October_2021 | All_articles_needing_additional_references | Articles_containing_Russian-language_text | Pages_using_infobox_militant_organization_with_conflicting_parameters | Commons_category_link_from_Wikidata | Caucasian_Front_(militant_group) | Islamism_in_Chechnya | Jihadist_groups | National_liberation_movements | Political_organizations_based_in_Russia | Organized_crime_by_ethnicity,List of wars: 1990–2002 | List of wars: 2003–2019,List of wars: 1990–2002 | List of wars: 2003–2019,Lists of battles,war_conflict_based,0.4,,generic_category_signal,removed_false_positive
battle_12070507,Siege of Lal Masjid,Siege of Lal Masjid,Siege of Lal Masjid,https://en.wikipedia.org/wiki/Siege_of_Lal_Masjid,3–11 July 2007 (),2007-04-03,2007-07-11,2007.0,21.0,1.0,the War in North-West Pakistan and the war on terror,,"Lal Masjid, Islamabad, Pakistan","Lal Masjid, Islamabad, Pakistan",33.7128,73.087,,Pakistani Government victory,Victory,victory,Flag of Pakistan.svg Pakistan,Flag of Jihad.svg Islamist militiaThey referred to themselves as (ur طلباء و طالبات تحریک برائے نفاذ شریعت Students Movement for the implementation of Sharia),,"Flag_of_the_President_of_Pakistan.svg Pervez Musharraf * Flag_of_the_Prime_Minister_of_Pakistan.svg Shaukat Aziz *Flag_of_the_Chairman_Joint_Chiefs_of_Staff_Committee.svg Ehsan ul Haq * Flag_of_Pakistan's_X_Corps.png Tariq MajidPlanned and executed the operation under the direct orders of President Pervez Musharraf, overseeing the majority of the siege. * Flag_of_Pakistan's_XI_Corps.gif Masood Aslam * Pakistan Waheed Arshad * Pakistan Asim Bajwa * Pakistan Haroon Islam * Pakistan * Pakistan * Pakistan","Flag of Jihad.svg Abdul AzizThe primary leader and instigator of the conflict, but was arrested early in the conflict and later released. * Flag of Jihad.svg Abdul RashidHe was killed during the siege. The Supreme Court of Pakistan later ruled his death an extrajudicial assassination, issuing arrest warrants for Pervez Musharraf and other high-ranking officials for their roles in his killing. * Flag of Jihad.svg Umme HassanThe leader of the female vigilantes referred to as the “burqa brigade”. * Flag of Jihad.svg Khalid KhawajaThe military arrested him alleging that he was firing from the mosque. He denied the charges, claiming he wasn't there.",,"15,000 Army Troops
164 SSG commandos
1,200 Paramilitary Rangers","100 militia members
150 female vigilantes",,"11 killed
44 wounded","120 killed
50 captured",204 civilians injured,164.0,15000.0,100.0,150.0,11.0,44.0,50.0,120.0,battle_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,siege,True,37565,2000s in Islamabad | 2000s sieges | 2007 fires in Asia | 2007 in Pakistan | 2007 in Pakistani politics | 21st-century attacks on mosques | 21st-century mass murders in Pakistan | All Wikipedia articles written in British English | All pages needing factual verification | Arson in 2007 | Arson in Pakistan | Articles containing Urdu-language text | Articles with short description | Attacks on Islamic buildings and structures | Attacks on madrasas | Attacks on mosques in Pakistan | Attacks on schools in Pakistan | Battles in 2007 | Building and structure arson attacks in Asia | Burned buildings and structures in Pakistan | CS1: unfit URL | CS1 Spanish-language sources (es) | CS1 Urdu-language sources (ur) | CS1 maint: deprecated archival service | CS1 maint: multiple names: authors list | Conflicts in 2007 | Coordinates on Wikidata | Government of Shaukat Aziz | Islamic fundamentalism | Islamism in Pakistan | July 2007 in Pakistan | Massacres in 2007 | Massacres in religious buildings and structures | Military operations of the insurgency in Khyber Pakhtunkhwa | Mosque arson in Asia | Mosque massacres in Asia | Operations involving special forces of Pakistan | Pages using gadget WikiMiniAtlas | Pakistan military scandals | Pervez Musharraf | Private armies | Punjab Rangers | Religious building bombings in Pakistan | Religious paramilitary organizations | Religiously motivated violence | Short description is different from Wikidata | Sieges involving Pakistan | Use British English from July 2016 | Use dmy dates from December 2019 | Wikipedia articles needing factual verification from March 2026,List of battles in the 21st century | List of sieges,List of battles in the 21st century | List of sieges,Lists of battles,battle_type_based | period_based,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_34929376,Al-Nusra Front,Al-Nusra Front,Al-Nusra Front,https://en.wikipedia.org/wiki/Al-Nusra_Front,December 2012,2012-12-01,2012-12-01,2012.0,21.0,1.0,Al-Qaeda (2012–2016) Mujahideen Shura Council (2014–2015) [ 17 ] Army of Conquest (2015–2017) [ 18 ],,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals,campaign_like_engagement,True,111497,Articles_containing_Arabic-language_text | CS1_errors:_generic_name | All_articles_with_dead_external_links | Articles_with_dead_external_links_from_November_2025 | CS1_maint:_deprecated_archival_service | Webarchive_template_wayback_links | CS1_Arabic-language_sources_(ar) | CS1_Turkish-language_sources_(tr) | Articles_with_short_description | Short_description_is_different_from_Wikidata | Use_dmy_dates_from_September_2025 | Use_British_English_from_February_2015 | All_Wikipedia_articles_written_in_British_English | Pages_using_multiple_image_with_auto_scaled_images | All_articles_with_unsourced_statements | Articles_with_unsourced_statements_from_December_2022 | All_articles_lacking_reliable_references | Articles_lacking_reliable_references_from_December_2022 | All_articles_with_specifically_marked_weasel-worded_phrases | Articles_with_specifically_marked_weasel-worded_phrases_from_September_2022 | Articles_lacking_reliable_references_from_February_2020 | Articles_with_specifically_marked_weasel-worded_phrases_from_December_2018 | Articles_with_unsourced_statements_from_January_2025 | All_pages_needing_factual_verification | Wikipedia_articles_needing_factual_verification_from_December_2018 | Articles_lacking_reliable_references_from_October_2022 | Al-Nusra_Front | 2011_establishments_in_Syria | Al-Qaeda_allied_groups | Anti-American_sentiment_in_the_Middle_East | Anti-Assad_factions_of_the_Syrian_civil_war | Anti-ISIL_factions_in_Syria | Anti-Israeli_sentiment_in_Syria | Anti-Shi'ism | Islam-related_controversies | Islamic_terrorism_in_Syria | Organisations_designated_as_terrorist_by_Australia | Organisations_designated_as_terrorist_by_Iran | Organisations_designated_as_terrorist_by_Japan | Organizations_based_in_Asia_designated_as_terrorist | Organizations_designated_as_terrorist_by_Bahrain | Organizations_designated_as_terrorist_by_Iraq | Organisations_designated_as_terrorist_by_Malaysia | Organizations_designated_as_terrorist_by_Russia | Organizations_designated_as_terrorist_by_Saudi_Arabia | Organizations_designated_as_terrorist_by_Syria | Organizations_designated_as_terrorist_by_the_United_Arab_Emirates | Organizations_designated_as_terrorist_by_the_United_States | Organizations_designated_as_terrorist_by_Turkey | Qutbist_organisations | Salafi_Jihadist_groups | Hay'at_Tahrir_al-Sham | Turkish_involvement_in_the_Syrian_civil_war | Wahhabi_militant_groups,List of battles in the 21st century | List of wars: 1990–2002 | List of wars: 2003–2019,List of battles in the 21st century | List of wars: 1990–2002 | List of wars: 2003–2019,Lists of battles,period_based | war_conflict_based,0.4,,generic_category_signal,removed_false_positive
battle_43982103,Turkish involvement in the Syrian civil war,Turkish involvement in the Syrian civil war,Turkish involvement in the Syrian civil war,https://en.wikipedia.org/wiki/Turkish_involvement_in_the_Syrian_civil_war,2012 10 04 – present (),2012-04-10,,2012.0,21.0,0.75,foreign involvement in the Syrian civil war,,Syria,Syria,,,,,,unknown,"Turkey
Syria","Flag of Syrian Democratic Forces.svg Syrian Democratic Forces
Flag of Kurdistan Workers Party (PKK).svg PKK",ISIL Islamic State,"Turkey Recep Tayyip Erdoğan
Turkey Hulusi Akar (2015–2023)
Turkey Yaşar Güler
Turkey Metin Gürak
Turkey Hakan Fidan
Turkey İbrahim Kalın
Turkey İsmail Metin Temel
(2016–2018)
Turkey Zekai Aksakallı
(2016–2017)
----
Syrian opposition Salim Idris
Syrian opposition Abdurrahman Mustafa","Rojava Hediya Yousef
Rojava Mansur Selum
Flag of Syrian Democratic Forces.svg Adnan Abu Amjad (Manbij Military Council & Northern Sun Battalion commander)
(Euphrates Liberation Brigade commander)
Flag of Syrian Democratic Forces.svg Talal Silo (spokesperson for the SDF, defected to Turkey in 2017)
Flag of Syrian Democratic Forces.svg Abdulsettar Al-Cadiri (Jarabulus military council commander)","ISIL Abu Bakr al-Baghdadi
ISIL Abu Ali al-Anbari
AQMI Flag asymmetric.svg Yunus Durmaz
ISIL leader in Gaziantep
AQMI Flag asymmetric.svg Abu Ansari
(Emir of al-Bab)
AQMI Flag asymmetric.svg Abu Hussein al-Tunusi
ISIL southern Raqqa field commander
AQMI Flag asymmetric.svg Abu Khalid Urduni
(Emir of al-Bab)
Islamic State Abu Ja'fr Dagestani
(ISIL emir)","685,862 servicemen
668 aircraft","65,000","31,500–100,000 militants (2016)","Turkey Turkey
299–361 servicemen killed
15 Tanks10 Leopard 2 and 5 M60 Patton * 2 IFV'sACV-15 * 2 Helicopters1 UH-60 Black Hawk and 1 T129 ATAK * 1 AircraftF-4 Phantom * 9 UAVs2 TAI Anka-S, 4 Bayraktar TB2, 1 Bayraktar UAS, 2 unknown drones Destroyed
Syrian opposition Syrian National Army
3,109 killed* 2024: 210 killed109 in ES, 37 in OB, 65 in PS * 2023: 249 killed133 in ES, 37 in OB, 79 in PS * 2022: 230 killed84 in ES, 98 in OB, 48 in PS * 2021: 168 killed61 in OB, 48 in ES, 59 in PS * 2020: 61 killed6, 9, 1, 5, 31, 9 * Operation Peace Spring: 355 killed * Operation Olive Branch: 613 killed * Operation Euphrates Shield: 614 killed
----
InfoboxHTS.svg Hayat Tahrir al-Sham
2 killed
Syrian opposition Lions of the East Army
2 killed
Syrian Opposition Anti-Turkey factions of the Syrian National Army
5 killed","Flag of Syrian Democratic Forces.svg Syrian Democratic Forces
2,365+ killed* 2024: 75 killed * 2023: 109 killed * 2022: 120 killed * 2021: 28 killed12 killed in drone strikes, 7 killed, 1 killed, 2 killed, 6 killed. * 2020: 4 killed2 killed, 2 killed * Operation Peace Spring: 445 killed * Operation Olive Branch: 1,586 killed * Operation Euphrates Shield: 131 killed4 killed (28 August), 6 killed (7 September), 22 killed (20–23 October), 6 killed (25 October), 9 killed (27 October), 3 killed (8 November), 1 killed (10 November), 1 killed (11 November), 6 killed (12–19 November), 1 killed (20 November), 8 killed (21 November), 2 killed (22 November), 6 killed (23 November), 7 killed (27 November), 4 killed (29 November), 2 killed (1 December), 3 killed (2 December), 1 killed (7 December), 2 killed (9 December), 2 killed (14 December), 1 killed (10 February), 2 killed (11 February), 1 killed (16 February), 1 killed (19 February), 3 killed (21 February), 4 killed (1 March), 5 killed (3 March), 5 killed (9 March), 3 killed (11 March), 2 killed (14 March), 1 killed (16 March), 1 killed (18 March), 2 killed (23 March) *24 April 2017: 20+ fighters","ISIS Islamic State
3,000+ killed or captured (per Turkey)* 11–15 May 2016: 55 killed * April 2016: 37 killed",668.0,685862.0,65000.0,65000.0,1.0,3109.0,1.0,2365.0,war_conflict_article,0.5,battle categories | campaign signals | war/conflict title,battle categories | campaign signals | war/conflict title | fallback wikitext extraction,war_conflict,True,64981,2010s in Turkey | 2020s in Turkey | All Wikipedia articles written in American English | All articles lacking reliable references | All articles that may be too long | All articles with unsourced statements | All articles with vague or ambiguous time | Articles containing Turkish-language text | Articles lacking reliable references from December 2025 | Articles that may be too long from March 2026 | Articles with short description | Articles with unsourced statements from December 2024 | CS1: unfit URL | CS1 Arabic-language sources (ar) | CS1 German-language sources (de) | CS1 Indonesian-language sources (id) | CS1 Kurdish-language sources (ku) | CS1 Russian-language sources (ru) | CS1 Turkish-language sources (tr) | CS1 maint: deprecated archival service | Military operations involving Turkey | Military operations involving the Islamic State of Iraq and the Levant | Pages using multiple image with auto scaled images | Short description is different from Wikidata | Turkish involvement in the Syrian civil war | Use American English from January 2026 | Use dmy dates from October 2023 | Vague or ambiguous time from January 2026 | Wikipedia articles needing reorganization from March 2026,List of battles in the 21st century | List of conflicts in Asia | List of ongoing armed conflicts,List of battles in the 21st century | List of conflicts in Asia | List of ongoing armed conflicts,Lists of battles,period_based | war_conflict_based,0.8,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_41159943,Islamic Front (Syria),Islamic Front,Islamic Front (Syria),https://en.wikipedia.org/wiki/Islamic_Front_(Syria),22 November 2013,2013-11-22,2013-11-22,2013.0,21.0,1.0,25px Syrian Revolutionary Command Council (2014–2015),,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals | fallback wikitext extraction,campaign_like_engagement,True,13828,All articles lacking reliable references | All articles with unsourced statements | Anti-Assad factions of the Syrian civil war | Anti-ISIL factions in Syria | Articles containing Arabic-language text | Articles lacking reliable references from January 2019 | Articles with Arabic-language sources (ar) | Articles with short description | Articles with unsourced statements from January 2014 | Articles with unsourced statements from January 2019 | Military units and formations established in 2013 | Pages using infobox militant organization with conflicting parameters | Pages using multiple image with auto scaled images | Short description is different from Wikidata | Use dmy dates from January 2025 | Webarchive template wayback links,List of wars: 2003–2019,List of wars: 2003–2019,Lists of battles,war_conflict_based,0.4,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
