battle_id,wikipedia_title,status
battle_3484987,Battle of West Henan–North Hubei,processed
battle_9818468,Battle of Wuhe,processed
battle_10039856,Battle of Xiangshuikou,processed
battle_13205436,Battle of Yinji,processed
battle_13205293,Battle of Yongjiazhen,processed
battle_39628619,Battle of the Ligurian Sea,processed
battle_4149594,Bombing of Würzburg in World War II,processed
battle_13205243,Gaoyou–Shaobo campaign,processed
battle_41918563,Gegenmiao massacre,processed
battle_21493098,Linyi Campaign,processed
battle_20425540,Operation Bowler,processed
battle_69608158,Operation Causeway,processed
battle_4264145,Operation Herring,processed
battle_21493192,Pingdu Campaign,processed
battle_1650967,Raid at Cabanatuan,processed
battle_56088485,Rhineland Offensive,processed
battle_59848397,Schio massacre,processed
battle_13205567,Southern Jiangsu Campaign,processed
battle_57001987,Soviet Baltic Sea campaign in 1945,processed
battle_13205533,Taixing Campaign,processed
battle_13205313,Weixian–Guangling–Nuanquan Campaign,processed
battle_16167314,Wudi Campaign,processed
battle_9955745,Xinghua Campaign,processed
battle_21493213,Zhucheng Campaign,processed
battle_27086301,Autumn Uprising of 1946,processed
battle_78441751,Battle of Bali Strait,processed
battle_69089682,Battle of Kumai,processed
battle_58036032,Battle of Margarana,processed
battle_10076826,Battle of Siping,processed
battle_8312114,Telangana Rebellion,processed
battle_28278054,Battle of Badgam,processed
battle_12816552,Battle of Niangziguan,processed
battle_75914364,Battle of Shalateng,processed
battle_21493140,Battle of Tang'erli,processed
battle_25785422,Battles of Kfar Darom,processed
battle_9902377,Campaign in the Eastern Foothills of the Funiu Mountains,processed
battle_9917420,Campaign to the North of Baoding,processed
battle_9921701,Campaign to the South of Baoding,processed
battle_142331,India–Pakistan wars and conflicts,processed
battle_9818587,Jingshan–Zhongxiang Campaign,processed
battle_9186359,Sectarian violence in Pakistan,processed
battle_15152791,Western Tai'an Campaign,processed
battle_482007,Battle of Haifa (1948),processed
battle_12816539,Battle of Jiulianshan,processed
battle_8346338,Ethiopian–Somali conflict,processed
battle_16346266,Gaza–Israel conflict,processed
battle_65881002,Hyderabad massacres,processed
battle_26569600,Israeli naval campaign in Operation Yoav,processed
battle_6020082,Israeli–Lebanese conflict,processed
battle_462662,Kfar Etzion massacre,processed
battle_9818633,Linfen Campaign,processed
battle_13299430,Myanmar conflict,processed
battle_48439331,Operation Peristera,processed
battle_9942205,Yanzhou campaign,processed
battle_21542666,Yeosu–Suncheon rebellion,processed
battle_10039822,Zhoucun–Zhangdian Campaign,processed
battle_61483395,1949 Hazara Rebellion,processed
battle_12879192,Bobai campaign,processed
battle_13238431,Campaign to Suppress Bandits in Dabieshan,processed
battle_22812303,Campaign to Suppress Bandits in Northern China,processed
battle_22734709,Campaign to Suppress Bandits in Northwestern China,processed
battle_64770740,Nachole Uprising,processed
battle_21493161,Ningxia Campaign (1949),processed
battle_48424344,Operation Pyravlos,processed
battle_43564391,Palestinian Fedayeen insurgency,processed
battle_45493150,Siege of Surakarta,processed
battle_15363924,Suppression of KMT remnant forces in Central and Southern China,processed
battle_22780863,Suppression of KMT remnant forces in Eastern China,processed
battle_45415169,1951 Nepalese revolution,processed
battle_25309722,Battle of Andong,processed
battle_12879213,Battle of Bamianshan,processed
battle_24028973,Battle of Chongju (1950),processed
battle_19445506,Battle of Chumonchin Chan,processed
battle_9649611,Battle of Dongshan Island,processed
battle_25152381,Battle of Haeju,processed
battle_32847895,Battle of Kimpo Airfield,processed
battle_29581270,Battle of Korea Strait,processed
battle_23999057,Battle of Kujin,processed
battle_9393184,Battle of Nan'ao Island,processed
battle_9393209,Battle of Nanpeng Island,processed
battle_25146984,Battle of Ongjin Peninsula,processed
battle_7690881,Battle of Pakchon,processed
battle_21083942,Battle of Sariwon,processed
battle_12816576,Battle of Tianquan,processed
battle_9883181,Battle of Yiwu,processed
battle_23976503,Battle of Yongyu,processed
battle_26708549,Battle of the Notch,processed
battle_12895404,Campaign to Suppress Bandits in Liuwandashan,processed
battle_22812326,Campaign to Suppress Bandits in Longquan,processed
battle_13239231,Campaign to Suppress Bandits in Northeastern Guizhou,processed
battle_22812321,Campaign to Suppress Bandits in Northern Guangdong,processed
battle_12895419,Campaign to Suppress Bandits in Shiwandashan,processed
battle_13254795,Campaign to Suppress Bandits in Western Hunan,processed
battle_22812314,Campaign to Suppress Bandits in Wuping,processed
battle_13254675,Campaign to Suppress Bandits in the Border Region of Hunan–Hubei–Sichuan,processed
battle_22749405,Campaign to Suppress Counterrevolutionaries,processed
battle_41908408,Cazin rebellion,processed
battle_77362906,Involvement of Northeast Indian insurgents in the Myanmar conflict,processed
battle_22860886,Kuomintang Islamic insurgency,processed
battle_36480565,Seoul National University Hospital massacre,processed
battle_44414715,1951 anti-Chechen pogrom in Kazakhstan,processed
battle_76530442,426 Battalion rebellion,processed
battle_3175138,Battle of Bloody Ridge,processed
battle_36082894,Battle of Haktang-ni,processed
battle_22734732,Campaign to Suppress Bandits in Western Guangxi,processed
battle_39078178,Manhattan Rebellion,processed
battle_22907423,Naval Battle of the Han River (1951),processed
battle_6977083,Operation Commando,processed
battle_56953232,Second Battle of Maryang-san,processed
battle_6676560,Battle of Hill Eerie,processed
battle_9393230,Battle of Nanpeng Archipelago,processed
battle_8939084,Battle of Old Baldy,processed
battle_60508370,Battle of the Noris,processed
battle_44588955,Second Battle of the Hook,processed
battle_5357622,1953 Plzeň uprising,processed
battle_36891033,Air battle over Merklín,processed
battle_2061370,Batepá massacre,processed
battle_10584270,Battle of Dalushan Islands,processed
battle_60514938,Battle of the Nevada Complex,processed
battle_24002325,Battle of the Samichon River,processed
battle_301718,East German uprising of 1953,processed
battle_6962090,Vorkuta uprising,processed
battle_48522894,Battle of Famagusta,processed
battle_41006102,Battle of the Pine,processed
battle_41006191,Battle at Nicosia Hospital,processed
battle_77297036,Battle of Alegría de Pío,processed
battle_72407879,1957 United States Air Force incursion into Albanian airspace,processed
battle_18607229,Battle of Agounennda,processed
battle_76379249,Battle of Essien (1957),processed
battle_80852354,Bawku conflict,processed
battle_55567786,Battle of Bab El Bekkouche,processed
battle_67822678,Battle of Guisa,processed
battle_185365,Cod Wars,processed
battle_71262,Great Leap Forward,processed
battle_29432331,Basque conflict,processed
battle_27970149,1960 Ethiopian coup attempt,processed
battle_17197213,1960–1961 campaign at the China–Burma border,processed
battle_59273804,Battle of Adal,processed
battle_59273850,Battle of Omal,processed
battle_80182132,Battle of marker 233,processed
battle_1071844,Operation Chopper (Vietnam),processed
battle_33908756,Operation Trikora,processed
battle_59593403,Rebellion of the Pilots,processed
battle_4233622,Siege of Jadotville,processed
battle_42106415,Battle of Arafura Sea,processed
battle_73425668,Battle of Bum La Pass,processed
battle_65176884,Battle of Gurung Hill,processed
battle_59273993,Battle of Halhal,processed
battle_36117587,El Porteñazo,processed
battle_22264139,Operation Sunrise (Vietnam War),processed
battle_21657843,Papua conflict,processed
battle_15345116,Raid on Limbang,processed
battle_32163223,Tuareg rebellion (1962–1964),processed
battle_20824842,1963 Dahomeyan coup d'état,processed
battle_9440912,1963 demonstrations in Iran,processed
battle_59322420,Battle of Ansaba,processed
battle_7150870,Battle of Hiep Hoa,processed
battle_24545123,Battle of Long Jawai,processed
battle_26238857,"Joint warfare in South Vietnam, 1963–1969",processed
battle_11407118,Shifta War,processed
battle_18737478,1964 Gabonese coup d'état,processed
battle_30063696,Battle of Kien Long,processed
battle_7073752,Battle of Long Dinh,processed
battle_59352167,Battle of Togoruba,processed
battle_4965767,Cologne school massacre,processed
battle_53364299,Landing at Kesang River,processed
battle_28146314,Landing at Labis,processed
battle_25029023,Mexican Dirty War,processed
battle_59984741,1965 Algerian coup d'état,processed
battle_47245214,1965 Burundian coup attempt,processed
battle_35409640,Azania Liberation Front,processed
battle_38468711,Battle of An Ninh,processed
battle_21069483,Battle of Babang,processed
battle_23039537,Battle of Bau,processed
battle_10195446,Battle of Dong-Yin,processed
battle_77979860,Battle of Dongshan,processed
battle_77987881,Battle of East Chongwu,processed
battle_9854860,Battle of Gang Toi,processed
battle_21069191,Battle of Kindau,processed
battle_53174484,Battle of Plaman Mapu,processed
battle_21068808,Battle of Sungei Koemba,processed
battle_5350377,Battle of Sông Bé,processed
battle_2926927,Dhofar rebellion,processed
battle_78574138,Operation Black Crow,processed
battle_53501832,Operation Bushmaster II,processed
battle_57196863,Operation Harvest Moon,processed
battle_1854610,Opposition to United States involvement in the Vietnam War,processed
battle_9170647,Thanh Hóa Bridge,processed
battle_47307984,1966 Republic of the Congo coup attempt,processed
battle_30237269,Battle of Hill 488,processed
battle_984310,Battle of Long Tan,processed
battle_44059491,Battle of Nam Bac,processed
battle_41406671,Battle of Sinoia,processed
battle_12510107,Battle of Xã Cẩm Mỹ,processed
battle_49996387,Battles of Nakhang,processed
battle_53571824,Operation Amarillo,processed
battle_20833693,Operation Atlanta,processed
battle_56844334,Operation Byrd,processed
battle_46588129,Operation Crazy Horse,processed
battle_53530587,Operation Davy Crockett,processed
battle_33868601,Operation Hawthorne,processed
battle_58130321,Operation Jackstay,processed
battle_57199441,Operation Jay,processed
battle_57169560,Operation Macon,processed
battle_53540794,Operation Paul Revere,processed
battle_46687594,Operation Thayer,processed
battle_44946029,1967 Opium War,processed
battle_6557200,Battle of Ong Thanh,processed
battle_28010917,Battle of Prek Klok I,processed
battle_28010958,Battle of Prek Klok II,processed
battle_36209150,Battle of Rumani Coast,processed
battle_28633525,Battle of Suoi Chau Pha,processed
battle_28053244,Battle of Suoi Tre,processed
battle_8184749,Battle of Trà Bình,processed
battle_57662490,Battle of the Slopes,processed
battle_55544906,Operation Akron,processed
battle_45633860,Operation Auburn,processed
battle_61664622,Operation Badger Tooth,processed
battle_61460658,Operation Barking Sands,processed
battle_13204677,Operation Beaver Cage,processed
battle_45513206,Operation Concordia (Vietnam),processed
battle_28757798,Operation Coronado II,processed
battle_28757824,Operation Coronado IV,processed
battle_28758328,Operation Coronado IX,processed
battle_28757852,Operation Coronado V,processed
battle_68435355,Operation Crockett,processed
battle_9472146,Operation Guitar Boy,processed
battle_26441221,Operation Hickory,processed
battle_5931128,Operation Hong Kil Dong,processed
battle_56528823,Operation Kien Giang 9-1,processed
battle_61460736,Operation Kole Kole,processed
battle_47184490,Operation Lancaster,processed
battle_19121685,Operation Medina,processed
battle_61187136,Operation Muscatine,processed
battle_12597165,Operation Saratoga,processed
battle_80321103,Operation Security and Order,processed
battle_959661,Operation Swift,processed
battle_2056830,Operation Union II,processed
battle_28053235,Second battle of Bàu Bàng,processed
battle_8273618,The Hill Fights,processed
battle_47307714,1968 Republic of the Congo coup d'état,processed
battle_10832740,Balochistan Liberation Front,processed
battle_56783515,Battle of An Bao,processed
battle_61696756,Battle of Binh An,processed
battle_62065568,Battle of Bến Tre,processed
battle_4113909,Battle of Coral–Balmoral,processed
battle_41345416,Battle of Deefa,processed
battle_24855223,Battle of Hat Dich,processed
battle_61791192,Battle of South Saigon,processed
battle_61800000,Battle of West Saigon,processed
battle_30840592,Hà My massacre,processed
battle_65059087,Insurgency in Chiriquí,processed
battle_629004,Massacre at Huế,processed
battle_45298416,Operation Allen Brook,processed
battle_56710725,Operation Burlington Trail,processed
battle_61451439,Operation Champaign Grove,processed
battle_23914088,Operation Coburg,processed
battle_61390560,Operation Cochise Green,processed
battle_62057387,Operation Coronado X,processed
battle_28758455,Operation Coronado XI,processed
battle_56528227,Operation Hop Tac I,processed
battle_7673082,Operation Niagara,processed
battle_56825909,Operation Quyet Thang,processed
battle_26197927,Operation Taylor Common,processed
battle_63413854,Operation Walker,processed
battle_87522,Tlatelolco massacre,processed
battle_63801411,Yangjiang Massacre,processed
battle_8587630,Battle of Binh Ba,processed
battle_21529171,Battle of Forum Julii,processed
battle_2426303,Battle of the Bogside,processed
battle_33648429,Civil conflict in the Philippines,processed
battle_55625277,Joint Operation Arvand,processed
battle_24855218,Operation Camden (1969),processed
battle_61327873,Operation Iron Mountain,processed
battle_61336291,Operation Lamar Plain,processed
battle_47174345,Operation Maine Crag,processed
battle_47174672,Operation Montana Mauler,processed
battle_61350581,Operation Nantucket Beach,processed
battle_57140537,Operation Pipestone Canyon,processed
battle_47175486,Operation Purple Martin,processed
battle_68000760,Operation Sheepskin,processed
battle_47176131,Operation Virginia Ridge,processed
battle_61359057,Operation Washington Green,processed
battle_59602342,1970 Lesotho coup d'état,processed
battle_5388964,Battle of Kompong Speu,processed
battle_25069789,Battle of St Matthew's,processed
battle_61389210,Operation Green River,processed
battle_375290,Operation Ivory Coast,processed
battle_1635608,Operation Jefferson Glenn,processed
battle_61350401,Operation Pennsylvania Square,processed
battle_57208761,Operation Pickens Forest,processed
battle_204157,Operation Tailwind,processed
battle_57715669,Sơn Thắng massacre,processed
battle_44807826,Barguna massacre,processed
battle_7182170,Battle of FSB Mary Ann,processed
battle_2731409,Battle of Garibpur,processed
battle_7691191,Battle of Kaiser-e-Hind Fortress,processed
battle_24155086,Battle of Long Khánh,processed
battle_605275,Battle of Longewala,processed
battle_28897463,Battle of Nui Le,processed
battle_2343295,Front for National Salvation,processed
battle_61357557,Operation Caroline Hill,processed
battle_61351368,Operation Middlesex Peak,processed
battle_47308337,1972 Republic of the Congo coup attempt,processed
battle_35563635,Battle at Springmartin,processed
battle_7594164,Battle of Loc Ninh,processed
battle_684588,Battle of Mirbat,processed
battle_18245654,Battle of Đồng Hới,processed
battle_63786759,Siege of Heraclea,processed
battle_44879349,1973 Afghan coup d'état,processed
battle_29380793,1973 Syrian General Staff Headquarters raid,processed
battle_41677288,Battle of Ap Da Bien,processed
battle_24859301,Battle of Fort Lahtzanit,processed
battle_58632820,Battle of Hồng Ngự,processed
battle_311608,Battle of Latakia,processed
battle_21615635,Battle of Marsa Talamat,processed
battle_58702333,Battle of Tong Le Chon,processed
battle_24811293,Battles of Fort Budapest,processed
battle_11841160,Ofira Air Battle,processed
battle_46407104,Operation Abirey-Halev,processed
battle_32604083,Operation Gown,processed
battle_5777483,Operation Model 5,processed
battle_75349733,Sahrawi insurgency,processed
battle_42128790,Second Battle of Latakia,processed
battle_64044183,Whisky War,processed
battle_33395833,1974 French Embassy attack in The Hague,processed
battle_5822756,Battle of Svay Rieng,processed
battle_344068,Dirty War,processed
battle_51146238,First 'Ndrangheta war,processed
battle_8101183,Military operations during the Turkish invasion of Cyprus,processed
battle_42539017,Balcombe Street siege,processed
battle_58320308,Battle of Acheral,processed
battle_58819187,Battle of Dili,processed
battle_36763217,Battles of La Güera and Tichla,processed
battle_325329,Cold War,processed
battle_30491440,Hin Heup massacre,processed
battle_261633,Operation Condor,processed
battle_36320661,Operation Primicia,processed
battle_76835370,1976 Dir rebellion,processed
battle_34705734,Bab al-Tabbaneh–Jabal Mohsen conflict,processed
battle_55505159,Battle of Hill 31,processed
battle_3373734,Tel al-Zaatar massacre,processed
battle_24485894,1977 Pakistani military coup,processed
battle_68364949,Battle of Dire Dawa,processed
battle_49204392,Battle of Harar,processed
battle_38218618,Battle of Jijiga,processed
battle_6195150,Egyptian–Libyan War,processed
battle_3124398,Mozambican Civil War,processed
battle_6771672,Opération Lamantin,processed
battle_63751510,1978 Mauritanian coup d'état,processed
battle_27576770,Afghan conflict,processed
battle_65565357,Balgat massacre,processed
battle_15106382,Egyptian raid on Larnaca International Airport,processed
battle_33771057,1979 Khuzestan insurgency,processed
battle_67393203,1979 Mauritanian coup d'état,processed
battle_73286205,1979 Ngaragba Prison massacre,processed
battle_38120972,1979 Qatif Uprising,processed
battle_80173892,1979 Turkmen rebellion in Iran,processed
battle_28067699,All Saints' Massacre,processed
battle_64623135,Battle of Al Mahbes (1979),processed
battle_60728617,Battle of Bondo,processed
battle_60258346,Battle of Jinja,processed
battle_60620300,Battle of Karuma Falls,processed
battle_60069655,Battle of Lira,processed
battle_55926352,Chindawol uprising,processed
battle_55480042,Qatif conflict,processed
battle_506226,Uganda National Liberation Front,processed
battle_5406679,Warrenpoint ambush,processed
battle_80801236,1980 Tadmor prison massacre,processed
battle_692884,Gwangju Uprising,processed
battle_424150,Iranian Embassy siege,processed
battle_32048474,Jisr ash-Shughur massacre (1980),processed
battle_2635111,Joint Special Operations Command,processed
battle_16815078,Operation Morvarid,processed
battle_63892094,1981 Mauritanian coup attempt,processed
battle_71426284,Battle of Fakashan,processed
battle_64060962,Battle of Guelta Zemmur (1981),processed
battle_367266,El Mozote massacre,processed
battle_10604677,Operation Nasr,processed
battle_4191587,Operation Opera,processed
battle_2234483,Tanker war,processed
battle_45669153,1982 Amol uprising,processed
battle_516951,1982 Hama massacre,processed
battle_64990982,Battle of Ilopango Airport,processed
battle_19344038,Battle of Jezzine (1982),processed
battle_530284,Battle of Mount Tumbledown,processed
battle_528968,Battle of Two Sisters,processed
battle_529698,Battle of Wireless Ridge,processed
battle_17338333,Battle of the Beaufort,processed
battle_36332823,Cantaura massacre,processed
battle_37540972,El Calabozo massacre,processed
battle_62111540,Hezbollah–Israel conflict,processed
battle_417663,Operation Keyhole,processed
battle_23001716,Siege of Urgun,processed
battle_60276743,1984 Mauritanian coup d'état,processed
battle_71615229,Battle of Laoshan,processed
battle_1833851,Milperra massacre,processed
battle_62853055,Operation Dawn 7,processed
battle_34273890,Tanjung Priok massacre,processed
battle_64334905,1985 MOVE bombing,processed
battle_60272994,1985 Sudanese coup d'état,processed
battle_20836906,1985 Valvettiturai massacre,processed
battle_16897473,Badaber uprising,processed
battle_64614918,Battle of Al Mahbes (1985),processed
battle_8181873,Gambela conflict,processed
battle_66858971,Operation Quds-2,processed
battle_36562961,Raid on Gaborone,processed
battle_27087352,Second 'Ndrangheta war,processed
battle_62045351,Siege of Masaka,processed
battle_3037337,Yama–Ichi War,processed
battle_54612648,1986 Lesotho coup d'état,processed
battle_80160744,Operation Orange,processed
battle_9202161,Peruvian prison massacres,processed
battle_27648146,1987 Burundian coup d'état,processed
battle_47308730,1987 Republic of the Congo coup attempt,processed
battle_49363146,1987 Tunisian coup d'état,processed
battle_40820424,Battle of Aouzou,processed
battle_5121363,Battle of Fada,processed
battle_10358699,Battle of Maaten al-Sarra,processed
battle_36511800,Battles of Farsia and Oum Dreyga,processed
battle_10858907,Operation Karbala 10,processed
battle_4778108,Operation Nimble Archer,processed
battle_1419791,Operation Prime Chance,processed
battle_69486877,Ortabağ massacre,processed
battle_7631302,1988 Maldives coup attempt,processed
battle_61542556,Hawzen massacre (1988),processed
battle_78032495,Honduras and La Negra farms massacre,processed
battle_61497407,Karen–Mon conflict,processed
battle_4695860,Nagorno-Karabakh conflict,processed
battle_797568,Operation Earnest Will,processed
battle_78217140,Segovia massacre,processed
battle_79110921,Wars in the Caucasus,processed
battle_44534,1989 Tiananmen Square protests and massacre,processed
battle_36506574,Battle of Amgala (1989),processed
battle_36500311,Battle of Guelta Zemmur (1989),processed
battle_36507767,Battle of Hausa,processed
battle_58594724,Battle of Paitilla Airport,processed
battle_48958544,Battle of Rio Hato Airfield,processed
battle_56575839,Camp Cawa-Cawa siege,processed
battle_74457321,Gagauzia conflict,processed
battle_1550334,Georgian–Ossetian conflict,processed
battle_2299725,Operation Nifty Package,processed
battle_44035235,Raid at Renacer Prison,processed
battle_58376,École Polytechnique massacre,processed
battle_34479957,1990 Handwara massacre,processed
battle_19910604,1990 Osh clashes,processed
battle_20497442,Battle of Kokavil,processed
battle_24814376,Battle of the Bridges,processed
battle_54419301,Hotel Delfino siege,processed
battle_75158950,Kazakh–Russian ethnic conflicts,processed
battle_14141897,Operation Conservation,processed
battle_7519378,Operation Simoom,processed
battle_72301536,Pucca Qila Operation,processed
battle_4354805,Transnistria conflict,processed
battle_28771514,Battle of the Dalmatian Channels,processed
battle_13746825,First Battle of Elephant Pass,processed
battle_55348574,Operation Clean and Beautiful Nation,processed
battle_269070,Operation Granby,processed
battle_5993677,Operation Labrador,processed
battle_47605920,Operation Traira,processed
battle_52416710,Samurra Air Battle,processed
battle_39783624,Siege of Kijevo,processed
battle_34952460,Siege of Stepanakert,processed
battle_44327405,Siege of Varaždin Barracks,processed
battle_435497,Yugoslav Wars,processed
battle_63373856,Četekovac massacre,processed
battle_30263780,1992 Coalisland riots,processed
battle_6574207,Afghan Civil War (1992–1996),processed
battle_4362046,Battle of the Miljevci Plateau,processed
battle_74948840,Battle of Žuč,processed
battle_81595882,Biljani massacre,processed
battle_69128485,Brčko bridge massacre,processed
battle_3672871,Carandiru massacre,processed
battle_4208777,East Prigorodny conflict,processed
battle_79987340,Gagra landing (August 1992),processed
battle_22295236,Operation Clean-up,processed
battle_8666760,Palliyagodella massacre,processed
battle_76492257,Retén de Catia massacre,processed
battle_13537704,Siege of Tkvarcheli,processed
battle_61077671,1993 Burundian coup attempt,processed
battle_34148711,1993 Cherbourg incident,processed
battle_11107471,Battle of Kamani,processed
battle_39381096,Battle of Newry Road,processed
battle_1078676,Burundian Civil War,processed
battle_76493090,Insurgency in Ecuador,processed
battle_71002276,Maoist insurgency in Bangladesh,processed
battle_52561943,1994 Bangladesh Ansar mutiny,processed
battle_35292016,1994 Gambian coup d'état,processed
battle_8100669,Battle of Dolinskoye,processed
battle_53141720,Battle of Kawmoora,processed
battle_8102212,Battle of Khankala (1994),processed
battle_1515720,Berrouaghia prison massacre,processed
battle_32127920,Dissident Irish republican campaign,processed
battle_49103895,Konkomba–Nanumba conflict,processed
battle_20771292,Nordic Biker War,processed
battle_6017794,Quebec Biker War,processed
battle_7093787,Aguas Blancas massacre,processed
battle_10229245,Atiak massacre,processed
battle_42899062,Battle of Orašje,processed
battle_38089343,Battle of Vrbanja Bridge,processed
battle_27613529,1996 Burundian coup d'état,processed
battle_1231911,1996 Manchester bombing,processed
battle_60486609,Massacres of Hutus in the First Congo War,processed
battle_33576302,1997 Coalisland attack,processed
battle_42158128,Battle of Beverwijk,processed
battle_20943606,Battle of Vavunathivu,processed
battle_1512589,Beni Ali massacre,processed
battle_40955709,Daïat Labguer (M'sila) massacre,processed
battle_1519749,Guelb El-Kebir massacre,processed
battle_1510905,Haouch Khemisti massacre,processed
battle_30887473,Island of Peace massacre,processed
battle_1514855,Omaria massacre,processed
battle_10551602,Operation Libelle,processed
battle_1514286,Sid El-Antri massacre,processed
battle_1511582,Souhane massacre,processed
battle_1510951,Thalit massacre,processed
battle_19830340,Warri Crisis,processed
battle_7004929,1998 Riga bombing,processed
battle_33490948,Battle of Podujevo,processed
battle_54964174,Herder–farmer conflicts in Nigeria,processed
battle_495671,Operation Infinite Reach,processed
battle_1517849,Oued Bouaicha massacre,processed
battle_1510856,Sidi-Hamed massacre,processed
battle_16778292,Villanueva Massacre,processed
battle_23465467,Battle of Aidabasalala,processed
battle_2034675,Battle of Tololing,processed
battle_13667221,Battle of Yeonpyeong (1999),processed
battle_14085158,Beni Ounif massacre,processed
battle_30214215,Maluku sectarian conflict,processed
battle_4243540,Suai Church massacre,processed
battle_78465007,Battle of Ideas,processed
battle_35627527,Battle of Khiam (2000),processed
battle_38149481,Lungi Lol confrontation,processed
battle_51614742,Operation Audacity,processed
battle_64786838,RFDG Insurgency,processed
battle_70147452,Sauk Siege,processed
battle_2299563,Titanic Express massacre,processed
battle_47278591,2001 Burundian coup attempt,processed
battle_21416103,2001 Kot Charwal massacre,processed
battle_69997583,2001 Special Operations Unit mutiny (Serbia),processed
battle_6600238,2001 insurgency in Macedonia,processed
battle_14463377,Battle of Amami-Ōshima,processed
battle_9613270,Battle of Qala-i-Jangi,processed
battle_31071502,Battle of Shawali Kowt,processed
battle_8745619,Battle of Vedeno,processed
battle_382850,Ikeda school massacre,processed
battle_54011807,Operation Trent,processed
battle_18839286,Sampit conflict,processed
battle_22997607,Siege of Kunduz,processed
battle_10558427,Tsotsin-Yurt operation,processed
battle_10348277,2002 Grozny OMON ambush,processed
battle_33105749,2002 Hebron ambush,processed
battle_19698336,Battle of Jenin (2002),processed
battle_14462948,Battle of Yeonpyeong (2002),processed
battle_52298988,Operation Clean Heart,processed
battle_26633867,Operation Harpoon (2002),processed
battle_7872571,Siege of the Church of the Nativity,processed
battle_66440989,Singicherra massacre,processed
battle_4581773,Uganda National Rescue Front,processed
battle_11537043,2003 Stavropol train bombing,processed
battle_933377,2003–2006 phase of the Iraqi insurgency,processed
battle_12988220,Battle of Basra (2003),processed
battle_66776899,Battle of Bhalubang,processed
battle_3620299,Battle of Debecka Pass,processed
battle_54413695,Battle of Haditha Dam,processed
battle_44881353,Battle of Hillah (2003),processed
battle_44501016,Battle of Kut (2003),processed
battle_54385018,Battle of Majar al-Kabir,processed
battle_6520313,Battle of Nasiriyah,processed
battle_18613497,Battle of the Karbala Gap (2003),processed
battle_69100347,Gambela massacre,processed
battle_2219252,Operation Artemis,processed
battle_60058196,Operation Mongoose (2003),processed
battle_1164010,Operation Northern Delay,processed
battle_13311272,Ramadan Offensive (2003),processed
battle_73546455,Sétif offensive,processed
battle_668141,2004 Israeli operation in Rafah,processed
battle_1048241,2004 Israeli operation in the northern Gaza Strip,processed
battle_44500346,Battle of Baghdad International Airport,processed
battle_26507368,Battle of Danny Boy,processed
battle_9541638,Battle of Husaybah (2004),processed
battle_7967099,Battle of Ramadi (2004),processed
battle_18753258,Battle of Samarra (2004),processed
battle_14093307,Battle of the CIMIC House,processed
battle_8032338,2005 Mauritanian coup d'état,processed
battle_2929376,2005 Nalchik raid,processed
battle_20962274,Ar Rass raids,processed
battle_3526110,Battle of Adré,processed
battle_5861822,Battle of Al-Qa'im (2005),processed
battle_8321680,Battle of Haditha,processed
battle_12490987,Lake Tharthar raid,processed
battle_18002976,Mount Elgon insurgency,processed
battle_2427487,Operation Red Wings,processed
battle_3571583,United Front for Democratic Change,processed
battle_10348957,2006 Avtury ambush,processed
battle_6219306,2006 Baalbek hospital raid,processed
battle_4405249,2006 Chadian coup attempt,processed
battle_34045304,2006 Dutch/Australian Offensive,processed
battle_33177783,2006 Gaza cross-border raid,processed
battle_4176008,2006 al-Askari mosque bombing,processed
battle_53336674,2006–2007 Tunisia clashes,processed
battle_33693442,2007 West Azerbaijan clashes,processed
battle_4350790,Amdjereme raid,processed
battle_33204602,April 2006 Iran–Iraq cross-border raids,processed
battle_70921996,Armed conflict for control of the favelas,processed
battle_20789951,Battle of Al Rumaythah,processed
battle_7550780,Battle of Amarah,processed
battle_6344101,Battle of Ayta ash-Sha'b,processed
battle_8546718,Battle of Baidoa,processed
battle_8603895,Battle of Beledweyne (2006),processed
battle_11165839,Battle of Diwaniya,processed
battle_8624240,Battle of Jowhar,processed
battle_8202103,Battle of Malakal,processed
battle_6162956,Battle of Maroun al-Ras (2006),processed
battle_23495011,Battle of Nawzad,processed
battle_7490894,Battle of Panjwaii,processed
battle_14609626,Battle of Sampur,processed
battle_3641577,Borota raid,processed
battle_10394667,Gimry fighting,processed
battle_6827180,Operation Medusa,processed
battle_25701298,Operation Perth,processed
battle_13733904,SLA December 2006 offensive,processed
battle_78570536,Sadrist–Khomeinist conflict,processed
battle_21988406,Siege of Musa Qala,processed
battle_6273921,Tyre raid,processed
battle_10549665,2007 Kurram Agency conflict,processed
battle_10327347,2007 Tal Afar bombings and massacre,processed
battle_11778462,2007 al-Askari mosque bombing,processed
battle_15001678,2007–2008 Kenyan crisis,processed
battle_10837949,April 2007 Yazidi massacre,processed
battle_43123565,Battle of Al Waki Market,processed
battle_11568789,Battle of Bargal (2007),processed
battle_14892954,Battle of Delft,processed
battle_12840745,Battle of Donkey Island,processed
battle_12668626,Battle of Firebase Anaconda,processed
battle_12993629,Battle of Karbala (2007),processed
battle_15239556,Battle of Las Anod (2007),processed
battle_13635800,Battle of Mirali,processed
battle_10184252,Battle of Mogadishu (March–April 2007),processed
battle_14626591,Battle of Musa Qala,processed
battle_23228368,Battle of Route Bismarck,processed
battle_20889031,Battle of Same,processed
battle_13728092,Battle of Thoppigala,processed
battle_23026950,First Battle of Swat,processed
